strike,expiry,spot,atm,moneyness,ce_ltp,ce_oi,ce_chng_oi,ce_volume,ce_iv,ce_bid,ce_ask,ce_delta,ce_theta,ce_gamma,ce_vega,pe_ltp,pe_oi,pe_chng_oi,pe_volume,pe_iv,pe_bid,pe_ask,pe_delta,pe_theta,pe_gamma,pe_vega
62700,26-May-2026,54055.35,54100,OTM,0.0,145,0,0,49.87,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,0,0,0
62800,26-May-2026,54055.35,54100,OTM,0.0,141,0,0,54.1,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,0,0,0
62900,26-May-2026,54055.35,54100,OTM,0.7,98,0,26,46.07,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
63000,26-May-2026,54055.35,54100,OTM,1.25,3319,-411,1545,48.84,0,0,0,0,0,0,8727.05,1069,-172,189,0.0,0,0,0,0,0,0
63100,26-May-2026,54055.35,54100,OTM,0.0,185,0,0,51.9,0,0,0,0,0,0,0.0,2,0,0,104.93,0,0,0,0,0,0
63200,26-May-2026,54055.35,54100,OTM,0.9,642,6,40,48.39,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,0,0,0
63300,26-May-2026,54055.35,54100,OTM,0.7,101,-11,35,47.84,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
63400,26-May-2026,54055.35,54100,OTM,0.95,101,0,1,49.51,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
63500,26-May-2026,54055.35,54100,OTM,0.8,412,12,123,49.25,0,0,0,0,0,0,0.0,2,0,0,0.0,0,0,0,0,0,0
63600,26-May-2026,54055.35,54100,OTM,0.65,261,0,75,48.87,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
63700,26-May-2026,54055.35,54100,OTM,0.8,48,-15,86,50.13,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
63800,26-May-2026,54055.35,54100,OTM,0.0,92,0,0,53.82,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
63900,26-May-2026,54055.35,54100,OTM,0.9,49,6,34,51.51,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
64000,26-May-2026,54055.35,54100,OTM,0.75,4554,-272,1051,51.18,0,0,0,0,0,0,9630.55,341,-107,155,0.0,0,0,0,0,0,0
64100,26-May-2026,54055.35,54100,OTM,0.7,32,1,86,51.33,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
64200,26-May-2026,54055.35,54100,OTM,1.55,847,-4,92,55.33,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
64300,26-May-2026,54055.35,54100,OTM,0.6,46,-1,2,51.56,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
64400,26-May-2026,54055.35,54100,OTM,1.2,108,-4,42,55.01,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0
64500,26-May-2026,54055.35,54100,OTM,0.9,1594,2,43,54.14,0,0,0,0,0,0,0.0,13,0,0,0.0,0,0,0,0,0,0
64600,26-May-2026,54055.35,54100,OTM,0.45,15,-1,17,51.69,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
64700,26-May-2026,54055.35,54100,OTM,1.3,180,1,29,56.72,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0,0,0,0,0
64800,26-May-2026,54055.35,54100,OTM,0.0,54,0,0,44.53,0,0,0,0,0,0,0.0,20,0,0,0.0,0,0,0,0,0,0
64900,26-May-2026,54055.35,54100,OTM,0.0,96,0,0,51.2,0,0,0,0,0,0,0.0,20,0,0,0.0,0,0,0,0,0,0
65000,26-May-2026,54055.35,54100,OTM,1.2,3319,-268,1063,57.66,0,0,0,0,0,0,10680.0,1170,-369,385,0.0,0,0,0,0,0,0
65100,26-May-2026,54055.35,54100,OTM,0.0,110,0,0,49.41,0,0,0,0,0,0,0.0,20,0,0,0.0,0,0,0,0,0,0
65200,26-May-2026,54055.35,54100,OTM,0.3,220,0,207,52.59,0,0,0,0,0,0,0.0,20,0,0,0.0,0,0,0,0,0,0
65300,26-May-2026,54055.35,54100,OTM,0.0,18,0,0,35.87,0,0,0,0,0,0,0.0,16,0,0,0.0,0,0,0,0,0,0
65400,26-May-2026,54055.35,54100,OTM,0.0,29,0,0,58.54,0,0,0,0,0,0,0.0,19,0,0,0.0,0,0,0,0,0,0
65500,26-May-2026,54055.35,54100,OTM,0.9,708,-6,32,58.44,0,0,0,0,0,0,11550.0,20,0,1,115.76,0,0,0,0,0,0
65600,26-May-2026,54055.35,54100,OTM,0.0,32,0,0,59.78,0,0,0,0,0,0,0.0,20,0,0,0.0,0,0,0,0,0,0
65700,26-May-2026,54055.35,54100,OTM,1.0,39,17,23,59.8,0,0,0,0,0,0,0.0,20,0,0,0.0,0,0,0,0,0,0
65800,26-May-2026,54055.35,54100,OTM,0.3,154,0,4,54.98,0,0,0,0,0,0,0.0,20,0,0,0.0,0,0,0,0,0,0
65900,26-May-2026,54055.35,54100,OTM,0.45,62,0,3,57.01,0,0,0,0,0,0,0.0,20,0,0,0.0,0,0,0,0,0,0
66000,26-May-2026,54055.35,54100,OTM,0.75,1315,-28,254,59.69,0,0,0,0,0,0,11720.0,577,-164,184,0.0,0,0,0,0,0,0
66100,26-May-2026,54055.35,54100,OTM,0.7,27,-4,4,59.78,0,0,0,0,0,0,0.0,12,0,0,0.0,0,0,0,0,0,0
66200,26-May-2026,54055.35,54100,OTM,0.0,49,0,0,30.47,0,0,0,0,0,0,0.0,20,0,0,0.0,0,0,0,0,0,0
66500,26-May-2026,54055.35,54100,OTM,0.8,269,-5,12,62.07,0,0,0,0,0,0,0.0,19,0,0,0.0,0,0,0,0,0,0
67000,26-May-2026,54055.35,54100,OTM,0.65,441,-72,120,63.11,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0
67500,26-May-2026,54055.35,54100,OTM,0.55,293,0,30,64.3,0,0,0,0,0,0,0.0,19,0,0,154.88,0,0,0,0,0,0
68000,26-May-2026,54055.35,54100,OTM,0.35,1102,459,1527,64.14,0,0,0,0,0,0,0.0,54,0,0,127.18,0,0,0,0,0,0
68500,26-May-2026,54055.35,54100,OTM,0.5,1161,-24,732,67.74,0,0,0,0,0,0,0.0,5,0,0,35.13,0,0,0,0,0,0
