dist_pct,wall_oi,wall_oi_log,oi_concentration,oi_change_ratio,wall_chg_oi,oi_building,strike_pcr,pcr,vol_pcr,max_pain_dist,wall_to_maxpain,wall_iv,iv_vs_atm,depth_ratio,support_depth_log,oi_skew,wall_vol,wall_vol_log,wall_vol_ratio,competing_walls,premium_pct,premium,net_oi_bias,total_oi_log,n_strikes,wall_type,spot,strike,date,held_1d,breach_pct_1d,held_2d,breach_pct_2d,held_3d,breach_pct_3d,held_5d,breach_pct_5d,premium_pnl,premium_pnl_pct
1.094,7323050,15.807,11.37,0.2656,1945150,1,0.038,0.764,0.623,0.591,1.685,2.58,0.174,1.78,16.383,1.079,2028098,14.523,3.435,1,0.0764,13.6,0.5509,17.981,21,0,17805.25,18000,2022-01-04,1,0.0,1,0.0,1,0.0,0,0.313,-10.05,-73.84
0.699,5829200,15.578,7.718,0.602,3509250,1,3.473,0.848,0.727,0.42,0.279,4.33,0.288,2.714,16.577,1.069,2861028,14.867,3.746,5,0.0907,16.25,0.4768,18.14,21,1,17925.25,17800,2022-01-05,0,0.302,0,0.302,0,0.302,0,0.302,-32.75,-201.41
0.417,7033500,15.766,9.312,-0.0412,-289550,0,0.145,0.848,0.727,0.42,0.837,6.31,0.42,2.543,16.699,1.069,3641446,15.108,4.767,4,0.1319,23.65,0.4768,18.14,21,0,17925.25,18000,2022-01-05,1,0.0,1,0.0,0,0.018,0,1.185,23.5,99.32
1.949,3508300,15.071,5.598,0.0858,300900,1,15.015,0.676,0.879,0.259,1.691,1.0,0.5,1.976,15.752,0.644,637708,13.366,0.476,7,0.0006,0.1,-0.7209,17.953,21,1,17745.900390625,17400,2022-01-06,1,0.0,1,0.0,1,0.0,1,0.0,-26.1,-23727.27
1.432,6981300,15.759,11.14,-0.0075,-52200,0,0.015,0.676,0.879,0.259,1.691,1.0,0.5,2.016,16.46,0.644,1681477,14.335,1.255,4,0.0008,0.15,-0.7209,17.953,21,0,17745.900390625,18000,2022-01-06,1,0.0,0,0.019,0,0.314,0,1.453,-64.2,-40125.0
1.755,4128350,15.233,9.447,0.3125,1290000,1,25.089,0.764,0.831,0.071,1.684,4.29,0.275,1.665,15.743,0.834,824509,13.623,2.129,4,0.2201,39.2,-0.0756,17.593,21,1,17812.69921875,17500,2022-01-07,1,0.0,1,0.0,1,0.0,1,0.0,,
1.052,4486000,15.316,10.265,0.2563,1149700,1,0.11,0.764,0.831,0.071,1.123,7.05,0.452,1.804,15.906,0.834,1537771,14.246,3.971,5,0.3613,64.35,-0.0756,17.593,21,0,17812.69921875,18000,2022-01-07,0,0.019,0,0.313,0,1.192,0,1.447,-53.15,-82.58
1.129,4313750,15.277,7.551,0.3539,1526750,1,2.859,0.762,0.686,0.296,0.833,6.14,0.352,2.492,16.19,1.045,1132270,13.94,2.783,5,0.2225,40.05,0.9633,17.861,21,1,18003.30078125,17800,2022-01-10,1,0.0,1,0.0,1,0.0,1,0.0,18.05,45.06
2.759,4320600,15.279,7.563,0.1927,832400,1,0.008,0.762,0.686,0.296,3.055,1.0,0.057,1.362,15.588,1.045,426627,12.964,1.048,7,0.0231,4.15,0.9633,17.861,21,0,18003.30078125,18500,2022-01-10,1,0.0,1,0.0,1,0.0,1,0.0,2.05,49.28
1.416,4700800,15.363,6.809,0.0823,387050,1,4.286,0.683,0.779,0.309,1.108,4.12,0.232,2.331,16.21,0.812,1030013,13.845,2.137,5,0.1218,22.0,-0.2128,18.05,21,1,18055.75,17800,2022-01-11,1,0.0,1,0.0,1,0.0,1,0.0,18.35,83.37
2.46,5372900,15.497,7.782,0.1959,1052300,1,0.005,0.683,0.779,0.309,2.769,1.0,0.056,1.833,16.103,0.812,579852,13.271,1.203,6,0.0116,2.1,-0.2128,18.05,21,0,18055.75,18500,2022-01-11,1,0.0,1,0.0,1,0.0,1,0.0,0.5,23.7
1.166,5259100,15.475,7.123,0.2371,1247000,1,4.832,0.793,0.839,0.342,0.824,2.53,0.156,2.54,16.408,1.035,1711430,14.353,2.836,5,0.053,9.65,1.0,18.117,21,1,18212.349609375,18000,2022-01-12,1,0.0,1,0.0,1,0.0,0,0.338,9.55,98.86
1.579,6631400,15.707,8.982,0.1898,1258500,1,0.009,0.793,0.839,0.342,1.922,1.0,0.062,1.854,16.324,1.035,808807,13.603,1.34,4,0.0088,1.6,1.0,18.117,21,0,18212.349609375,18500,2022-01-12,1,0.0,1,0.0,1,0.0,1,0.0,1.5,93.17
0.317,4044150,15.213,6.519,-0.0571,-231100,0,1.867,0.761,1.044,0.043,0.274,1.0,0.528,3.13,16.354,0.951,7521009,15.833,6.605,6,0.0033,0.6,0.2299,17.943,21,1,18257.80078125,18200,2022-01-13,1,0.0,1,0.0,0,0.476,0,2.426,-94.75,-15532.79
1.327,7415800,15.819,11.953,0.1058,784400,1,0.006,0.761,1.044,0.043,1.369,1.0,0.528,1.6,16.289,0.951,816050,13.612,0.717,4,0.0005,0.1,0.2299,17.943,21,0,18257.80078125,18500,2022-01-13,1,0.0,1,0.0,1,0.0,1,0.0,-42.45,-38590.91
0.305,5071350,15.439,9.113,0.5399,2738000,1,1.083,0.729,0.786,0.305,0.0,10.19,0.715,1.777,16.014,0.886,1507932,14.226,4.524,3,0.5223,95.35,-0.1167,17.835,21,1,18255.75,18200,2022-01-14,1,0.0,0,0.476,0,1.433,0,3.193,40.95,42.94
2.981,3868700,15.168,6.952,0.485,1876400,1,0.002,0.729,0.786,0.305,3.287,1.0,0.07,1.283,15.417,0.886,334345,12.72,1.003,7,0.0282,5.15,-0.1167,17.835,21,0,18255.75,18800,2022-01-14,1,0.0,1,0.0,1,0.0,1,0.0,2.4,46.51
1.683,5149150,15.454,8.042,0.0967,497950,1,8.814,0.765,0.798,0.317,1.366,2.64,0.166,2.224,16.254,0.996,751527,13.53,2.302,5,0.0956,17.5,0.264,17.975,21,1,18308.099609375,18000,2022-01-17,1,0.0,0,0.336,0,1.327,0,4.648,-33.95,-193.89
0.502,4159600,15.241,6.497,0.2541,1056800,1,0.154,0.765,0.798,0.317,0.819,9.84,0.618,2.549,16.176,0.996,937612,13.751,2.872,7,0.3564,65.25,0.264,17.975,21,0,18308.099609375,18400,2022-01-17,1,0.0,1,0.0,1,0.0,1,0.0,49.9,76.46
0.624,4169800,15.243,5.939,-0.2349,-979350,0,5.164,0.623,1.089,-0.48,1.104,9.61,0.512,2.103,15.987,0.508,1849125,14.43,2.588,6,0.284,51.45,-1.0,18.067,21,1,18113.05078125,18000,2022-01-18,0,0.34,0,1.342,0,2.114,0,4.698,-32.3,-62.77
1.032,7420950,15.82,10.57,0.3609,2678550,1,0.199,0.623,1.089,-0.48,0.552,5.91,0.315,2.593,16.773,0.508,2792550,14.842,3.909,5,0.1747,31.65,-1.0,18.067,21,0,18113.05078125,18300,2022-01-18,1,0.0,1,0.0,1,0.0,1,0.0,28.35,89.55
2.444,4262300,15.265,5.037,-0.0071,-30250,0,13.633,0.594,0.975,-0.343,2.787,1.0,0.062,1.224,15.467,0.471,756653,13.537,0.838,6,0.0089,1.6,-0.9944,18.254,21,1,17938.400390625,17500,2022-01-19,1,0.0,1,0.0,0,1.956,0,2.173,1.45,90.06
2.016,7742900,15.862,9.15,0.0416,321950,1,0.066,0.594,0.975,-0.343,1.672,1.0,0.062,2.58,16.81,0.471,1911281,14.463,2.116,5,0.0184,3.3,-0.9944,18.254,21,0,17938.400390625,18300,2022-01-19,1,0.0,1,0.0,1,0.0,1,0.0,3.2,96.68
0.321,4436800,15.305,6.288,0.1688,749000,1,2.673,0.704,0.98,-0.242,0.563,1.0,0.455,3.311,16.503,0.622,6693413,15.717,4.351,6,0.0068,1.2,-0.5113,18.072,21,1,17757.0,17700,2022-01-20,0,0.467,0,3.102,0,3.102,0,3.368,-184.55,-15252.07
2.495,4492300,15.318,6.366,-0.5868,-2636300,0,0.065,0.704,0.98,-0.242,2.253,1.0,0.455,2.436,16.208,0.622,1273262,14.057,0.828,9,0.0008,0.15,-0.5113,18.072,21,0,17757.0,18200,2022-01-20,1,0.0,1,0.0,1,0.0,1,0.0,,
0.665,3676150,15.117,5.825,0.1338,491950,1,2.485,0.733,0.994,-0.47,1.135,11.24,0.671,2.028,15.825,0.591,1848162,14.43,3.823,6,0.5747,101.25,-0.7417,17.96,21,1,17617.150390625,17500,2022-01-21,0,1.992,0,1.992,0,2.213,0,2.259,-283.15,-279.63
2.173,9069400,16.02,14.372,0.1537,1393900,1,0.296,0.733,0.994,-0.47,1.703,2.81,0.168,1.64,16.515,0.591,1392635,14.147,2.881,3,0.1436,25.3,-0.7417,17.96,21,0,17617.150390625,18000,2022-01-21,1,0.0,1,0.0,1,0.0,1,0.0,,
0.869,4475700,15.314,7.472,-0.2644,-1183400,0,3.442,0.851,1.564,-0.88,1.749,15.63,0.602,1.713,15.852,0.502,1970053,14.494,3.366,5,0.5653,96.95,-1.0,17.908,21,1,17149.099609375,17000,2022-01-24,1,0.0,1,0.0,1,0.0,1,0.0,68.85,71.01
2.046,8380950,15.941,13.992,0.8235,6901850,1,0.358,0.851,1.564,-0.88,1.166,6.25,0.241,2.016,16.643,0.502,1929938,14.473,3.298,2,0.226,38.75,-1.0,17.908,21,0,17149.099609375,17500,2022-01-24,1,0.0,1,0.0,1,0.0,0,0.448,13.45,34.7
1.609,5321800,15.487,7.446,0.159,846100,1,2.848,0.642,0.582,-0.128,1.736,5.51,0.278,1.711,16.025,0.545,2680144,14.801,3.432,3,0.1626,28.1,1.0,18.085,21,1,17277.94921875,17000,2022-01-25,1,0.0,1,0.0,1,0.0,1,0.0,26.45,94.09
1.285,7039300,15.767,9.85,-0.1906,-1341650,0,0.283,0.642,0.582,-0.128,1.158,4.96,0.25,2.178,16.545,0.545,2407278,14.694,3.083,4,0.1464,25.3,1.0,18.085,21,0,17277.94921875,17500,2022-01-25,1,0.0,1,0.0,1,0.0,0,1.621,25.15,99.37
0.644,5634800,15.544,7.296,0.0555,313000,1,1.867,0.774,0.817,0.059,0.584,1.0,0.318,2.305,16.38,0.845,5904892,15.591,3.307,5,0.0096,1.65,-0.7408,18.162,21,1,17110.150390625,17000,2022-01-27,1,0.0,1,0.0,1,0.0,1,0.0,-193.0,-11626.51
1.694,6460350,15.681,8.365,0.4984,3220100,1,0.124,0.774,0.817,0.059,1.753,1.0,0.318,2.387,16.551,0.845,1439043,14.179,0.806,7,0.0009,0.15,-0.7408,18.162,21,0,17110.150390625,17400,2022-01-27,1,0.0,1,0.0,0,1.034,0,2.221,-134.8,-84250.0
2.35,1718400,14.357,6.955,0.7996,1374100,1,48.201,0.819,1.153,-0.573,2.924,10.79,0.375,1.197,14.537,0.666,328243,12.702,1.32,7,0.5529,94.55,0.013,17.023,21,1,17101.94921875,16700,2022-01-28,1,0.0,1,0.0,1,0.0,1,0.0,,
2.328,2545150,14.75,10.301,0.5144,1309300,1,0.144,0.819,1.153,-0.573,1.754,12.12,0.421,1.768,15.319,0.666,794754,13.586,3.196,5,0.6207,106.15,0.013,17.023,21,0,17101.94921875,17500,2022-01-28,1,0.0,0,0.449,0,1.637,0,1.637,-59.8,-56.33
1.96,2296350,14.647,7.544,0.3144,721950,1,3.183,0.615,0.877,0.23,1.73,17.02,0.447,1.803,15.236,0.671,807999,13.602,3.351,4,0.6165,106.9,0.4744,17.231,21,1,17339.849609375,17000,2022-01-31,1,0.0,1,0.0,1,0.0,1,0.0,,
2.654,2688700,14.805,8.833,0.2762,742600,1,0.058,0.615,0.877,0.23,2.884,11.27,0.296,1.298,15.065,0.671,481193,13.084,1.995,6,0.408,70.75,0.4744,17.231,21,0,17339.849609375,17800,2022-01-31,1,0.0,1,0.0,1,0.0,1,0.0,15.7,22.19
2.144,3416050,15.044,6.681,0.6378,2178800,1,9.173,0.624,0.629,0.437,1.707,4.87,0.181,2.18,15.823,0.685,1193218,13.992,2.166,5,0.1439,25.3,0.5698,17.75,21,1,17576.849609375,17200,2022-02-01,1,0.0,1,0.0,1,0.0,1,0.0,,
2.407,7624400,15.847,14.911,0.3476,2650250,1,0.021,0.624,0.629,0.437,2.845,4.08,0.152,1.58,16.304,0.685,2483198,14.725,4.508,1,0.1206,21.2,0.5698,17.75,21,0,17576.849609375,18000,2022-02-01,1,0.0,1,0.0,1,0.0,1,0.0,12.55,59.17
1.575,4665150,15.356,6.406,0.3849,1795650,1,4.677,0.668,0.804,0.45,1.125,1.65,0.089,2.075,16.086,0.711,1622218,14.299,2.48,5,0.0346,6.15,0.8757,18.104,21,1,17780.0,17500,2022-02-02,1,0.0,1,0.0,0,1.611,0,1.611,5.95,96.59
1.237,8837100,15.994,12.135,0.1372,1212700,1,0.033,0.668,0.804,0.45,1.687,2.33,0.126,2.176,16.772,0.711,2012429,14.515,3.077,3,0.0487,8.65,0.8757,18.104,21,0,17780.0,18000,2022-02-02,1,0.0,1,0.0,1,0.0,1,0.0,8.55,98.73
2.051,4760500,15.376,7.015,-0.0707,-336750,0,47.748,0.696,0.994,-0.227,2.278,1.0,0.222,1.797,15.962,0.628,383105,12.856,0.278,5,0.0006,0.1,-1.0,18.033,21,1,17560.19921875,17200,2022-02-03,1,0.0,1,0.0,1,0.0,1,0.0,-50.8,-46181.82
0.796,7419550,15.82,10.933,0.7456,5532050,1,0.128,0.696,0.994,-0.227,0.569,1.0,0.222,2.506,16.738,0.628,6302552,15.656,4.581,4,0.0014,0.25,-1.0,18.033,21,0,17560.19921875,17700,2022-02-03,1,0.0,1,0.0,1,0.0,1,0.0,-67.6,-26000.0
0.664,1994250,14.506,4.308,0.509,1015100,1,5.002,0.495,0.928,-0.192,0.856,11.2,0.651,2.278,15.329,0.421,1095169,13.906,2.686,6,0.5735,100.45,-0.4424,17.651,21,1,17516.30078125,17400,2022-02-04,0,1.064,0,1.064,0,1.064,0,1.064,-142.8,-142.15
1.62,5762700,15.567,12.447,0.4906,2827350,1,0.068,0.495,0.928,-0.192,1.427,4.42,0.257,2.005,16.263,0.421,1140369,13.947,2.797,4,0.2264,39.65,-0.4424,17.651,21,0,17516.30078125,17800,2022-02-04,1,0.0,1,0.0,1,0.0,1,0.0,,
1.241,3880400,15.171,6.609,0.3042,1180500,1,12.378,0.629,1.215,-0.502,1.743,9.91,0.445,1.728,15.718,0.494,1584259,14.276,2.828,4,0.3584,61.7,-0.9513,17.888,21,1,17213.599609375,17000,2022-02-07,1,0.0,1,0.0,1,0.0,0,0.913,37.35,60.53
1.664,7041100,15.767,11.992,0.6564,4621500,1,0.175,0.629,1.215,-0.502,1.162,5.63,0.253,2.399,16.643,0.494,1954000,14.485,3.488,4,0.2036,35.05,-0.9513,17.888,21,0,17213.599609375,17500,2022-02-07,1,0.0,1,0.0,0,0.615,0,0.615,14.1,40.22
1.545,4374900,15.291,6.279,0.113,494500,1,6.303,0.552,0.875,0.097,1.448,4.77,0.245,1.8,15.879,0.49,2813072,14.85,3.274,4,0.141,24.35,-0.3074,18.059,21,1,17266.75,17000,2022-02-08,1,0.0,1,0.0,1,0.0,0,0.91,21.5,88.26
1.351,7655700,15.851,10.987,0.0803,614600,1,0.165,0.552,0.875,0.097,1.448,4.11,0.211,2.308,16.687,0.49,2480327,14.724,2.887,5,0.1213,20.95,-0.3074,18.059,21,0,17266.75,17500,2022-02-08,1,0.0,0,0.613,0,0.613,0,0.613,-24.6,-117.37
2.656,5796050,15.573,6.824,0.2452,1421150,1,25.612,0.617,0.798,0.365,2.29,1.0,0.06,1.145,15.708,0.642,1298267,14.077,1.607,5,0.0163,2.85,1.0,18.257,21,1,17463.80078125,17000,2022-02-09,1,0.0,1,0.0,0,0.9,0,0.9,,
3.07,7297850,15.803,8.592,0.0349,254500,1,0.011,0.617,0.798,0.365,3.436,1.0,0.06,1.066,15.867,0.642,749596,13.527,0.928,5,0.0052,0.9,1.0,18.257,21,0,17463.80078125,18000,2022-02-09,1,0.0,1,0.0,1,0.0,1,0.0,0.85,93.41
0.601,4626250,15.347,6.51,0.6003,2777250,1,3.854,0.92,0.948,0.033,0.568,1.0,0.333,2.903,16.413,1.04,4992103,15.423,3.397,7,0.0011,0.2,1.0,18.079,21,1,17605.849609375,17500,2022-02-10,0,0.711,0,3.733,0,3.733,0,3.733,-219.9,-104714.29
1.103,6150100,15.632,8.654,-0.0383,-235250,0,0.027,0.92,0.948,0.033,1.136,1.0,0.333,2.141,16.393,1.04,1164310,13.968,0.792,6,0.0006,0.1,1.0,18.079,21,0,17605.849609375,17800,2022-02-10,1,0.0,1,0.0,1,0.0,1,0.0,-16.45,-14954.55
2.157,3152050,14.964,7.354,0.526,1657900,1,13.109,0.888,1.081,-0.145,2.302,4.91,0.287,1.581,15.422,0.691,1112907,13.922,2.464,6,0.2507,43.55,-0.4709,17.573,21,1,17374.75,17000,2022-02-11,0,0.905,0,0.905,0,0.905,0,0.905,-210.4,-483.01
1.296,3728450,15.132,8.699,0.3426,1277400,1,0.143,0.888,1.081,-0.145,1.151,5.93,0.346,2.24,15.938,0.691,1137292,13.944,2.518,5,0.303,52.65,-0.4709,17.573,21,0,17374.75,17600,2022-02-11,1,0.0,1,0.0,1,0.0,1,0.0,,
2.035,3017900,14.92,7.884,-0.0559,-168650,0,39.501,0.871,1.531,-0.933,2.969,11.89,0.408,1.755,15.483,0.574,1339759,14.108,3.08,5,0.4299,72.4,-1.0,17.46,21,1,16842.80078125,16500,2022-02-14,1,0.0,1,0.0,1,0.0,1,0.0,,
1.527,3866850,15.168,10.102,0.9827,3799900,1,0.19,0.871,1.531,-0.933,0.594,10.67,0.366,2.319,16.009,0.574,1133383,13.941,2.605,4,0.3856,64.95,-1.0,17.46,21,0,16842.80078125,17100,2022-02-14,0,1.499,0,1.499,0,1.499,0,1.499,-236.4,-363.92
2.031,6333400,15.661,9.49,0.6963,4410050,1,2.246,0.51,0.401,0.879,1.153,5.51,0.231,1.637,16.154,0.584,2232455,14.619,2.927,1,0.1628,28.25,1.0,18.016,21,1,17352.44921875,17000,2022-02-15,1,0.0,1,0.0,1,0.0,1,0.0,11.1,39.28
2.003,6495850,15.687,9.734,0.372,2416450,1,0.012,0.51,0.401,0.879,2.881,2.86,0.12,2.186,16.469,0.584,1264842,14.05,1.658,5,0.0844,14.65,1.0,18.016,21,0,17352.44921875,17700,2022-02-15,1,0.0,1,0.0,1,0.0,1,0.0,11.0,75.03
1.86,5659350,15.549,7.662,-0.1191,-674050,0,5.663,0.591,0.88,0.128,1.732,4.74,0.202,1.658,16.054,0.565,2641781,14.787,2.301,2,0.099,17.15,-0.4945,18.118,21,1,17322.19921875,17000,2022-02-16,1,0.0,1,0.0,1,0.0,1,0.0,17.05,99.36
1.026,7596900,15.843,10.286,0.2152,1634850,1,0.111,0.591,0.88,0.128,1.155,5.74,0.244,2.568,16.787,0.565,4431052,15.304,3.859,5,0.1198,20.75,-0.4945,18.118,21,0,17322.19921875,17500,2022-02-16,1,0.0,1,0.0,1,0.0,1,0.0,20.6,99.23
1.76,5020800,15.429,7.359,-0.1272,-638550,0,13.135,0.786,1.009,0.027,1.734,1.0,0.299,1.879,16.06,0.804,2403168,14.692,1.366,5,0.0006,0.1,1.0,18.038,21,1,17304.599609375,17000,2022-02-17,1,0.0,1,0.0,1,0.0,0,4.346,-100.7,-91545.45
1.129,6177950,15.636,9.055,-0.2297,-1418950,0,0.038,0.786,1.009,0.027,1.156,1.0,0.299,2.347,16.49,0.804,5348357,15.492,3.039,6,0.0009,0.15,1.0,18.038,21,0,17304.599609375,17500,2022-02-17,1,0.0,1,0.0,1,0.0,1,0.0,-90.6,-56625.0
1.599,5798050,15.573,10.64,0.1948,1129300,1,5.227,0.949,0.936,-0.137,1.736,11.41,0.515,1.482,15.966,0.746,1002677,13.818,3.046,3,0.5835,100.8,-0.0898,17.814,21,1,17276.30078125,17000,2022-02-18,1,0.0,1,0.0,1,0.0,0,4.353,22.25,22.07
1.295,4809150,15.386,8.825,0.2141,1029800,1,0.357,0.949,0.936,-0.137,1.158,10.27,0.464,1.846,15.999,0.746,1041232,13.856,3.163,6,0.5253,90.75,-0.0898,17.814,21,0,17276.30078125,17500,2022-02-18,1,0.0,1,0.0,1,0.0,1,0.0,52.0,57.29
1.201,6306150,15.657,10.692,0.0806,508100,1,5.052,0.967,0.899,-0.543,1.744,12.62,0.511,1.542,16.09,0.896,1709316,14.352,3.276,3,0.4565,78.55,-0.7629,17.893,21,1,17206.650390625,17000,2022-02-21,1,0.0,1,0.0,0,4.371,0,4.371,-28.5,-36.28
1.705,4878150,15.4,8.271,0.0141,69000,1,0.249,0.967,0.899,-0.543,1.162,6.23,0.252,2.228,16.201,0.896,1616624,14.296,3.098,5,0.2252,38.75,-0.7629,17.893,21,0,17206.650390625,17500,2022-02-21,1,0.0,1,0.0,1,0.0,1,0.0,26.15,67.47
0.539,6540900,15.694,10.85,0.0359,234750,1,1.951,0.937,0.742,-0.046,0.585,21.23,0.769,1.748,16.252,0.84,2014186,14.516,3.174,3,0.6263,107.05,-1.0,17.915,21,1,17092.19921875,17000,2022-02-22,1,0.0,0,4.4,0,4.4,0,4.4,55.65,51.98
2.386,7423350,15.82,12.314,0.3429,2545200,1,0.203,0.937,0.742,-0.046,2.34,2.5,0.091,1.385,16.146,0.84,1576589,14.271,2.485,3,0.0737,12.6,-1.0,17.915,21,0,17092.19921875,17500,2022-02-22,1,0.0,1,0.0,1,0.0,1,0.0,9.8,77.72
0.371,5388300,15.5,6.07,-0.2139,-1152600,0,2.143,0.568,0.904,-0.215,0.586,14.41,0.609,1.953,16.169,0.425,2565463,14.758,3.174,4,0.3012,51.4,-0.7541,18.301,21,1,17063.25,17000,2022-02-23,0,4.407,0,4.407,0,4.407,0,4.407,,
2.56,9256850,16.041,10.429,0.1981,1833500,1,0.088,0.568,0.904,-0.215,2.344,1.0,0.042,2.116,16.79,0.425,1995637,14.506,2.469,5,0.0164,2.8,-0.7541,18.301,21,0,17063.25,17500,2022-02-23,1,0.0,1,0.0,1,0.0,1,0.0,,
1.526,5178200,15.46,8.666,0.0838,433900,1,20.043,1.143,1.465,-0.936,2.462,1.0,0.255,1.421,15.811,0.653,1734097,14.366,1.067,3,0.0025,0.4,-1.0,17.906,21,1,16247.9501953125,16000,2022-02-24,1,0.0,1,0.0,1,0.0,1,0.0,,
1.551,5012600,15.427,8.389,0.9209,4616200,1,0.515,1.143,1.465,-0.936,0.615,1.0,0.255,2.106,16.172,0.653,4812737,15.387,2.962,5,0.0034,0.55,-1.0,17.906,21,0,16247.9501953125,16500,2022-02-24,0,0.975,0,1.809,0,1.809,0,1.809,-328.55,-58669.64
0.951,2620150,14.779,9.582,0.5121,1341750,1,1.971,0.948,0.794,0.351,0.6,22.05,0.77,1.639,15.273,1.047,1112508,13.922,3.432,3,1.1277,187.85,0.3308,17.124,21,1,16658.400390625,16500,2022-02-25,1,0.0,1,0.0,0,0.012,0,3.823,49.05,26.11
2.051,2868300,14.869,10.49,0.222,636900,1,0.147,0.948,0.794,0.351,2.401,9.61,0.335,1.738,15.422,1.047,1546058,14.251,4.769,4,0.4913,81.85,0.3308,17.124,21,0,16658.400390625,17000,2022-02-25,1,0.0,1,0.0,1,0.0,1,0.0,-27.75,-33.9
1.75,3294050,15.008,8.581,0.2046,673900,1,1.953,0.676,0.429,0.559,1.191,22.85,0.625,1.901,15.65,0.754,1125206,13.933,2.426,5,0.8265,138.8,-0.0028,17.463,21,1,16793.900390625,16500,2022-02-28,1,0.0,0,0.012,0,1.516,0,3.792,28.3,20.39
1.227,3528200,15.076,9.191,0.187,659900,1,0.165,0.676,0.429,0.559,1.786,18.04,0.493,1.759,15.641,0.754,2046849,14.532,4.413,3,0.6526,109.6,-0.0028,17.463,21,0,16793.900390625,17000,2022-02-28,1,0.0,1,0.0,1,0.0,1,0.0,93.75,85.53
0.638,3228800,14.988,6.586,-0.0202,-65250,0,2.073,0.628,0.683,0.036,0.602,31.85,0.769,2.095,15.727,0.657,2074397,14.545,3.256,5,0.6654,110.5,-1.0,17.708,21,1,16605.94921875,16500,2022-03-02,0,0.012,0,1.533,0,3.835,0,3.835,95.85,86.73
2.373,7536500,15.835,15.372,0.5319,4008300,1,0.047,0.628,0.683,0.036,2.409,4.57,0.11,1.91,16.482,0.657,2599021,14.771,4.079,2,0.0954,15.85,-1.0,17.708,21,0,16605.94921875,17000,2022-03-02,1,0.0,1,0.0,1,0.0,1,0.0,15.75,99.31
3.019,5446350,15.51,8.263,0.2306,1256200,1,54.165,0.823,0.999,-0.012,3.031,1.0,0.257,1.088,15.594,0.634,1058747,13.873,0.612,4,0.0006,0.1,-0.3016,18.004,21,1,16498.05078125,16000,2022-03-03,1,0.0,0,0.829,0,0.829,0,0.829,-155.8,-141636.36
3.042,5627750,15.543,8.538,-0.3392,-1908750,0,0.019,0.823,0.999,-0.012,3.031,1.0,0.257,1.191,15.718,0.634,2156002,14.584,1.246,6,0.0006,0.1,-0.3016,18.004,21,0,16498.05078125,17000,2022-03-03,1,0.0,1,0.0,1,0.0,1,0.0,,
1.51,2367100,14.677,10.326,0.2175,514850,1,7.306,0.953,0.985,-0.336,1.847,18.75,0.624,1.425,15.031,0.657,1258355,14.045,3.75,3,0.9597,155.9,-0.4252,16.948,21,1,16245.349609375,16000,2022-03-04,0,0.842,0,0.842,0,0.842,0,0.842,-146.9,-94.22
2.799,2539100,14.747,11.076,0.5,1269650,1,0.097,0.953,0.985,-0.336,2.462,8.3,0.276,1.341,15.041,0.657,798648,13.591,2.38,4,0.425,69.05,-0.4252,16.948,21,0,16245.349609375,16700,2022-03-04,1,0.0,1,0.0,1,0.0,1,0.0,,
2.289,2250900,14.627,8.537,0.0311,70000,1,6.703,0.918,1.04,-0.232,2.522,19.21,0.467,1.59,15.09,0.731,1189972,13.989,3.408,3,0.6953,110.3,-1.0,17.088,21,1,15863.150390625,15500,2022-03-07,1,0.0,1,0.0,1,0.0,1,0.0,64.1,58.11
2.754,3232150,14.989,12.259,0.5659,1829000,1,0.187,0.918,1.04,-0.232,2.522,11.33,0.276,1.249,15.211,0.731,728339,13.499,2.086,3,0.4101,65.05,-1.0,17.088,21,0,15863.150390625,16300,2022-03-07,1,0.0,0,0.286,0,1.859,0,3.601,0.95,1.46
3.206,3392000,15.037,7.612,0.3364,1141100,1,7.684,0.682,0.593,0.084,3.122,9.77,0.249,1.083,15.117,0.834,1381559,14.139,2.608,5,0.2885,46.2,-0.0837,17.612,21,1,16013.4501953125,15500,2022-03-08,1,0.0,1,0.0,1,0.0,1,0.0,,
3.038,4912650,15.407,11.024,0.2369,1164000,1,0.19,0.682,0.593,0.084,3.122,5.53,0.141,1.115,15.516,0.834,1223315,14.017,2.31,5,0.1633,26.15,-0.0837,17.612,21,0,16013.4501953125,16500,2022-03-08,1,0.0,0,0.593,0,0.815,0,2.319,-30.8,-117.74
2.113,4609750,15.344,8.39,0.4604,2122500,1,2.687,0.608,0.555,0.583,1.529,7.48,0.214,1.686,15.866,0.694,2400105,14.691,3.102,3,0.1563,25.55,1.0,17.822,21,1,16345.349609375,16000,2022-03-09,1,0.0,1,0.0,1,0.0,1,0.0,,
2.782,5440200,15.509,9.901,0.168,914050,1,0.013,0.608,0.555,0.583,3.365,1.89,0.054,1.512,15.923,0.694,1196688,13.995,1.547,5,0.0395,6.45,1.0,17.822,21,0,16345.349609375,16800,2022-03-09,1,0.0,1,0.0,0,0.436,0,1.073,6.25,96.75
0.572,3430350,15.048,5.26,0.7723,2649250,1,3.398,0.512,0.794,-0.031,0.603,1.0,0.299,2.591,16.0,0.445,6731871,15.722,3.262,7,0.0127,2.1,1.0,17.993,21,1,16594.900390625,16500,2022-03-10,1,0.0,1,0.0,1,0.0,1,0.0,-173.65,-8229.86
