dist_pct,wall_oi,wall_oi_log,oi_concentration,oi_change_ratio,wall_chg_oi,oi_building,strike_pcr,pcr,vol_pcr,max_pain_dist,wall_to_maxpain,wall_iv,iv_vs_atm,depth_ratio,support_depth_log,oi_skew,wall_vol,wall_vol_log,wall_vol_ratio,competing_walls,premium_pct,premium,net_oi_bias,total_oi_log,n_strikes,wall_type,spot,strike,date,held_1d,breach_pct_1d,held_2d,breach_pct_2d,held_3d,breach_pct_3d,held_5d,breach_pct_5d,premium_pnl,premium_pnl_pct
0.889,839550,13.641,6.719,-0.1126,-94550,0,2.167,0.713,0.832,0.027,0.862,8.08,0.506,2.016,14.341,0.699,918910,13.731,3.276,5,0.4151,144.5,-0.1131,16.341,21,1,34809.4921875,34500,2021-07-02,1,0.0,1,0.0,1,0.0,1,0.0,107.3,74.25
0.547,1135325,13.942,9.087,0.1511,171500,1,0.457,0.713,0.832,0.027,0.575,11.2,0.702,1.938,14.604,0.699,1044698,13.859,3.724,4,0.575,200.15,-0.1131,16.341,21,0,34809.4921875,35000,2021-07-02,0,0.608,0,1.663,0,2.215,0,2.215,-136.65,-68.27
0.601,1521725,14.235,8.828,0.6589,1002725,1,1.781,0.906,0.757,0.317,0.284,9.58,0.58,2.199,15.024,1.149,1286681,14.068,4.132,2,0.3476,122.4,0.5067,16.663,21,1,35211.58984375,35000,2021-07-05,1,0.0,1,0.0,1,0.0,1,0.0,72.3,59.06
2.239,1504450,14.224,8.728,0.3655,549875,1,0.057,0.906,0.757,0.317,2.556,1.35,0.082,1.615,14.703,1.149,445322,13.007,1.43,3,0.0491,17.3,0.5067,16.663,21,0,35211.58984375,36000,2021-07-05,1,0.0,1,0.0,1,0.0,1,0.0,-31.35,-181.11
1.627,1550550,14.254,8.37,0.0186,28825,1,3.958,0.894,0.735,0.221,1.405,4.76,0.261,2.173,15.03,0.995,1182507,13.983,1.981,3,0.1408,50.1,1.0,16.735,21,1,35578.734375,35000,2021-07-06,1,0.0,1,0.0,1,0.0,1,0.0,30.95,61.76
1.184,1803225,14.405,9.734,0.1657,298775,1,0.084,0.894,0.735,0.221,1.405,4.62,0.254,1.708,14.941,0.995,1744885,14.372,2.923,3,0.1367,48.65,1.0,16.735,21,0,35578.734375,36000,2021-07-06,1,0.0,1,0.0,1,0.0,1,0.0,0.55,1.13
2.155,1849175,14.43,9.441,0.1615,298625,1,8.2,0.982,0.768,0.198,1.957,2.56,0.134,1.575,14.885,1.197,953532,13.768,1.608,4,0.0535,19.15,0.9649,16.79,21,1,35770.88671875,35000,2021-07-07,1,0.0,1,0.0,1,0.0,1,0.0,18.45,96.29
0.641,1696300,14.344,8.66,-0.063,-106925,0,0.127,0.982,0.768,0.198,0.839,6.42,0.337,2.062,15.068,1.197,1773407,14.388,2.991,3,0.1345,48.1,0.9649,16.79,21,0,35770.88671875,36000,2021-07-07,1,0.0,1,0.0,1,0.0,1,0.0,47.75,99.25
0.776,1014625,13.83,5.511,-0.8225,-834550,0,6.001,0.68,0.965,-0.075,0.85,1.0,0.265,2.69,14.82,0.59,2706839,14.811,1.789,6,0.002,0.7,-1.0,16.729,21,1,35273.69140625,35000,2021-07-08,1,0.0,1,0.0,1,0.0,1,0.0,-213.5,-30070.42
2.059,1282275,14.064,6.964,-0.3229,-414025,0,0.101,0.68,0.965,-0.075,1.984,1.0,0.265,2.079,14.796,0.59,2774768,14.836,1.834,6,0.001,0.35,-1.0,16.729,21,0,35273.69140625,36000,2021-07-08,1,0.0,1,0.0,1,0.0,1,0.0,-54.7,-15194.44
1.63,863225,13.668,6.178,0.4024,347350,1,10.447,0.697,0.912,-0.081,1.711,4.77,0.282,1.94,14.331,0.589,763835,13.546,2.132,3,0.2454,86.05,-0.2565,16.453,21,1,35071.54296875,34500,2021-07-09,1,0.0,1,0.0,1,0.0,1,0.0,48.4,56.24
2.647,1373800,14.133,9.833,0.3643,500525,1,0.076,0.697,0.912,-0.081,2.566,3.05,0.18,1.49,14.532,0.589,673576,13.42,1.88,3,0.157,55.05,-0.2565,16.453,21,0,35071.54296875,36000,2021-07-09,1,0.0,1,0.0,1,0.0,1,0.0,22.45,40.77
0.564,1505050,14.224,8.371,0.1277,192175,1,1.408,0.639,0.978,-0.004,0.568,10.64,0.575,1.848,14.838,0.548,1311685,14.087,3.294,2,0.386,135.85,-0.3669,16.705,21,1,35198.48828125,35000,2021-07-12,1,0.0,1,0.0,1,0.0,1,0.0,98.55,72.54
2.277,1533900,14.243,8.531,0.1044,160100,1,0.07,0.639,0.978,-0.004,2.273,2.55,0.138,1.809,14.836,0.548,714816,13.48,1.795,5,0.0926,32.6,-0.3669,16.705,21,0,35198.48828125,36000,2021-07-12,1,0.0,1,0.0,1,0.0,1,0.0,-26.85,-82.34
0.485,1478275,14.206,7.703,0.6399,945925,1,1.525,0.849,0.736,0.485,0.0,11.69,0.648,2.686,15.194,1.0,1458114,14.193,3.14,6,0.3462,123.5,1.0,16.77,21,1,35672.984375,35500,2021-07-13,1,0.0,1,0.0,1,0.0,0,3.041,43.5,35.22
0.917,1682625,14.336,8.767,0.0884,148725,1,0.103,0.849,0.736,0.485,1.402,5.63,0.312,1.905,14.98,1.0,1204169,14.001,2.593,5,0.1667,59.45,1.0,16.77,21,0,35672.984375,36000,2021-07-13,1,0.0,1,0.0,1,0.0,1,0.0,30.6,51.46
0.471,1572175,14.268,7.341,0.0597,93900,1,2.142,0.878,0.837,0.19,0.28,10.71,0.561,2.735,15.274,0.918,2106949,14.561,3.654,6,0.2243,80.0,0.0782,16.88,21,1,35667.8359375,35500,2021-07-14,1,0.0,1,0.0,0,1.181,0,3.042,79.55,99.43
0.931,1733800,14.366,8.095,0.0295,51175,1,0.113,0.878,0.837,0.19,1.121,3.86,0.202,2.15,15.131,0.918,1620447,14.298,2.81,4,0.0809,28.85,0.0782,16.88,21,0,35667.8359375,36000,2021-07-14,1,0.0,1,0.0,1,0.0,1,0.0,27.4,94.94
3.043,1266825,14.052,6.208,0.257,325575,1,0.007,0.823,0.867,0.02,3.063,1.0,0.571,1.08,14.129,1.094,563644,13.242,0.408,6,0.0006,0.2,1.0,16.831,21,0,35907.23046875,37000,2021-07-15,1,0.0,1,0.0,1,0.0,1,0.0,,
0.703,1447200,14.185,9.604,0.4915,711250,1,1.375,0.685,0.993,0.144,0.559,7.87,0.531,1.761,14.751,0.632,773902,13.559,2.649,2,0.4035,144.25,-0.3442,16.528,21,1,35751.38671875,35500,2021-07-16,0,1.178,0,3.035,0,3.035,0,3.035,-327.95,-227.33
0.695,1671900,14.329,11.095,0.535,894450,1,0.259,0.685,0.993,0.144,0.839,9.44,0.637,2.029,15.037,0.632,1055578,13.87,3.613,5,0.4843,173.15,-0.3442,16.528,21,0,35751.38671875,36000,2021-07-16,1,0.0,1,0.0,1,0.0,1,0.0,140.65,81.23
1.65,1087550,13.899,5.338,0.4491,488375,1,17.401,0.618,1.029,-0.06,1.71,3.75,0.206,1.717,14.44,0.477,900914,13.711,1.884,4,0.136,47.7,-0.9119,16.83,21,1,35078.79296875,34500,2021-07-19,0,0.242,0,0.242,0,0.242,0,0.242,-157.6,-330.33
2.626,1879800,14.447,9.226,0.1106,207900,1,0.107,0.618,1.029,-0.06,2.566,2.55,0.14,1.955,15.117,0.477,845766,13.648,1.768,6,0.0926,32.5,-0.9119,16.83,21,0,35078.79296875,36000,2021-07-19,1,0.0,1,0.0,1,0.0,1,0.0,,
2.659,1063250,13.877,5.643,0.2399,255050,1,81.469,0.708,1.209,-0.537,3.196,1.08,0.06,1.21,14.067,0.44,662047,13.403,1.041,4,0.0318,10.95,-1.0,16.752,21,1,34415.05078125,33500,2021-07-20,1,0.0,1,0.0,1,0.0,1,0.0,,
1.7,1807275,14.407,9.591,0.1132,204600,1,0.463,0.708,1.209,-0.537,1.162,3.28,0.183,2.096,15.147,0.44,1586568,14.277,2.495,3,0.0972,33.45,-1.0,16.752,21,0,34415.05078125,35000,2021-07-20,1,0.0,0,0.099,0,0.099,0,0.099,32.95,98.48
0.51,1093125,13.905,5.936,0.1288,140825,1,3.952,0.728,0.913,-0.067,0.577,1.0,0.307,3.214,15.072,0.565,4499231,15.319,2.913,6,0.003,1.05,1.0,16.729,21,1,34676.8984375,34500,2021-07-22,1,0.0,1,0.0,1,0.0,1,0.0,-115.5,-10896.23
0.932,1687750,14.339,9.164,-0.0708,-119525,0,0.386,0.728,0.913,-0.067,0.865,1.0,0.307,2.116,15.088,0.565,5868981,15.585,3.8,4,0.0014,0.5,1.0,16.729,21,0,34676.8984375,35000,2021-07-22,0,0.098,0,0.098,0,0.098,0,0.098,-316.1,-61980.39
2.951,1047625,13.862,6.696,0.284,297525,1,10.545,0.88,0.795,0.097,2.854,2.97,0.178,1.162,14.012,1.195,777145,13.563,1.875,4,0.152,53.25,0.4308,16.566,21,1,35033.9921875,34000,2021-07-23,1,0.0,1,0.0,1,0.0,1,0.0,17.55,32.95
2.757,1253100,14.041,8.009,0.1904,238575,1,0.126,0.88,0.795,0.097,2.854,1.8,0.108,1.201,14.224,1.195,561469,13.238,1.354,3,0.0921,32.25,0.4308,16.566,21,0,35033.9921875,36000,2021-07-23,1,0.0,1,0.0,1,0.0,1,0.0,15.55,48.2
2.716,1372875,14.132,7.157,0.2369,325250,1,14.102,0.821,0.904,-0.145,2.861,2.82,0.134,1.218,14.329,0.713,632258,13.357,1.458,4,0.1021,35.7,-0.2524,16.77,21,1,34949.29296875,34000,2021-07-26,1,0.0,1,0.0,1,0.0,1,0.0,9.0,25.2
3.006,1639250,14.31,8.546,0.2356,386150,1,0.089,0.821,0.904,-0.145,2.861,1.32,0.063,1.228,14.515,0.713,620734,13.339,1.431,3,0.0478,16.7,-0.2524,16.77,21,0,34949.29296875,36000,2021-07-26,1,0.0,1,0.0,1,0.0,1,0.0,,
2.291,1381600,14.139,6.486,0.0063,8725,1,11.839,0.77,1.114,-0.296,2.586,2.6,0.121,1.791,14.722,0.571,750900,13.529,1.357,4,0.0767,26.7,-0.8862,16.874,21,1,34797.04296875,34000,2021-07-27,1,0.0,1,0.0,1,0.0,1,0.0,3.75,14.04
0.583,2068175,14.542,9.71,0.1987,410875,1,0.52,0.77,1.114,-0.296,0.287,13.28,0.619,2.503,15.46,0.571,2058580,14.538,3.719,4,0.3923,136.5,-0.8862,16.874,21,0,34797.04296875,35000,2021-07-27,1,0.0,1,0.0,1,0.0,0,0.595,105.55,77.32
1.542,1510275,14.228,6.847,0.0852,128675,1,7.55,0.631,0.987,0.094,1.448,3.18,0.145,2.051,14.946,0.635,2069009,14.543,2.623,2,0.0665,22.95,-1.0,16.909,21,1,34532.49609375,34000,2021-07-28,1,0.0,1,0.0,1,0.0,1,0.0,22.7,98.87
1.354,2188700,14.599,9.922,0.0551,120525,1,0.202,0.631,0.987,0.094,1.448,4.29,0.196,2.288,15.426,0.635,1887114,14.451,2.393,4,0.0896,30.95,-1.0,16.909,21,0,34532.49609375,35000,2021-07-28,1,0.0,1,0.0,1,0.0,0,2.976,30.55,98.68
0.551,1421925,14.168,6.762,0.0394,56000,1,3.043,0.738,0.966,-0.026,0.577,1.0,0.416,2.882,15.226,0.676,5329761,15.489,3.621,4,0.0014,0.5,1.0,16.861,21,1,34691.09765625,34500,2021-07-29,1,0.0,1,0.0,1,0.0,1,0.0,-246.9,-48411.76
0.314,1526600,14.239,7.26,0.2771,423025,1,0.233,0.738,0.966,-0.026,0.288,1.0,0.416,4.433,15.728,0.676,5448614,15.511,3.701,5,0.005,1.75,1.0,16.861,21,0,34691.09765625,34800,2021-07-29,1,0.0,1,0.0,0,1.173,0,3.539,-198.3,-11267.05
1.688,693275,13.449,5.3,0.35,242625,1,7.381,0.639,0.91,-0.046,1.735,5.73,0.337,1.886,14.084,0.491,593938,13.295,2.047,4,0.2938,101.6,-0.2501,16.387,21,1,34583.94921875,34000,2021-07-30,1,0.0,1,0.0,1,0.0,1,0.0,60.05,59.1
1.203,1323250,14.096,10.116,0.4094,541675,1,0.248,0.639,0.91,-0.046,1.157,7.26,0.427,1.909,14.742,0.491,865533,13.671,2.982,5,0.3723,128.75,-0.2501,16.387,21,0,34583.94921875,35000,2021-07-30,1,0.0,0,0.599,0,2.971,0,2.971,3.95,3.07
0.604,1186875,13.987,6.431,0.2051,243400,1,1.128,0.631,0.872,0.028,0.576,11.08,0.576,2.127,14.742,0.651,778732,13.565,2.398,3,0.4019,139.5,-0.1489,16.731,21,1,34709.59765625,34500,2021-08-02,1,0.0,1,0.0,1,0.0,1,0.0,102.05,73.15
0.837,1944600,14.481,10.537,0.3195,621350,1,0.252,0.631,0.872,0.028,0.864,9.91,0.515,2.035,15.191,0.651,1099797,13.911,3.387,5,0.3596,124.8,-0.1489,16.731,21,0,34709.59765625,35000,2021-08-02,0,0.596,0,2.961,0,2.961,0,2.963,-199.9,-160.16
0.588,1608000,14.291,8.325,0.6949,1117350,1,1.103,0.819,0.625,0.588,0.0,11.64,0.582,2.413,15.171,1.323,1137544,13.944,2.332,4,0.3445,121.3,1.0,16.776,21,1,35207.0390625,35000,2021-08-03,1,0.0,1,0.0,1,0.0,1,0.0,,
0.832,1310125,14.086,6.783,0.1782,233475,1,0.121,0.819,0.625,0.588,1.42,8.5,0.425,1.975,14.766,1.323,1037687,13.853,2.127,5,0.2517,88.6,1.0,16.776,21,0,35207.0390625,35500,2021-08-03,0,1.499,0,1.499,0,1.499,0,1.516,-458.65,-517.61
1.465,1274575,14.058,7.071,0.8755,1115875,1,3.417,0.735,0.586,0.354,1.11,4.15,0.179,2.33,14.904,0.945,2065168,14.541,2.308,4,0.0869,31.3,0.8294,16.707,21,1,36027.6328125,35500,2021-08-04,1,0.0,1,0.0,1,0.0,1,0.0,30.75,98.21
2.699,1620875,14.298,8.992,0.3147,510150,1,0.015,0.735,0.586,0.354,3.053,1.0,0.043,1.234,14.508,0.945,904864,13.716,1.011,4,0.0207,7.45,0.8294,16.707,21,0,36027.6328125,37000,2021-08-04,1,0.0,1,0.0,1,0.0,1,0.0,7.25,97.18
2.328,1243025,14.033,5.887,-0.4639,-576600,0,3.698,0.724,0.886,0.096,2.232,1.0,0.193,1.212,14.226,0.708,1068190,13.881,0.606,6,0.0007,0.25,-1.0,16.865,21,1,35834.33203125,35000,2021-08-05,1,0.0,1,0.0,1,0.0,1,0.0,-72.2,-27769.23
0.462,2040275,14.529,9.663,0.3283,669775,1,0.268,0.724,0.886,0.096,0.558,1.0,0.193,2.805,15.56,0.708,9482782,16.065,5.378,5,0.0053,1.9,-1.0,16.865,21,0,35834.33203125,36000,2021-08-05,1,0.0,0,0.08,0,0.094,0,0.094,-248.6,-13015.71
2.259,1141450,13.948,8.769,0.3987,455050,1,11.819,0.797,1.006,0.025,2.234,3.94,0.222,1.394,14.28,0.754,633767,13.359,1.877,3,0.2023,72.45,-0.1639,16.382,21,1,35808.83203125,35000,2021-08-06,1,0.0,1,0.0,1,0.0,1,0.0,,
0.534,1461600,14.195,11.229,0.4558,666175,1,0.414,0.797,1.006,0.025,0.559,13.63,0.767,2.099,14.936,0.754,1461598,14.195,4.328,2,0.6995,250.5,-0.1639,16.382,21,0,35808.83203125,36000,2021-08-06,0,0.08,0,0.094,0,0.094,0,0.472,-27.55,-11.0
1.467,982500,13.798,5.766,0.0741,72850,1,3.817,0.716,0.805,0.079,1.388,6.03,0.3,2.331,14.644,0.926,1032965,13.848,2.145,5,0.2189,78.85,0.2277,16.651,21,1,36028.53125,35500,2021-08-09,1,0.0,1,0.0,1,0.0,1,0.0,31.45,39.88
1.309,1135850,13.943,6.666,0.0445,50600,1,0.073,0.716,0.805,0.079,1.388,7.2,0.358,2.208,14.735,0.926,1077079,13.89,2.237,5,0.2612,94.1,0.2277,16.651,21,0,36028.53125,36500,2021-08-09,1,0.0,1,0.0,1,0.0,1,0.0,24.25,25.77
1.481,999475,13.815,5.004,0.017,16975,1,4.441,0.593,0.859,0.093,1.388,4.44,0.213,2.276,14.638,0.645,840686,13.642,1.593,5,0.1315,47.4,-0.7751,16.81,21,1,36033.68359375,35500,2021-08-10,1,0.0,1,0.0,1,0.0,1,0.0,4.3,9.07
1.294,1664150,14.325,8.332,0.3175,528300,1,0.086,0.593,0.859,0.093,1.388,6.55,0.315,2.216,15.121,0.645,1453795,14.19,2.755,7,0.1938,69.85,-0.7751,16.81,21,0,36033.68359375,36500,2021-08-10,1,0.0,1,0.0,1,0.0,1,0.0,56.2,80.45
0.855,1721100,14.358,7.174,0.4193,721625,1,1.715,0.677,1.057,0.017,0.838,5.75,0.272,2.008,15.055,0.703,2297289,14.647,2.88,2,0.1204,43.1,-0.7176,16.993,21,1,35805.98046875,35500,2021-08-11,1,0.0,1,0.0,1,0.0,1,0.0,42.6,98.82
0.542,2496850,14.731,10.408,0.3083,769800,1,0.343,0.677,1.057,0.017,0.559,11.78,0.558,2.356,15.587,0.703,2401376,14.692,3.011,3,0.2467,88.35,-0.7176,16.993,21,0,35805.98046875,36000,2021-08-11,1,0.0,0,0.472,0,0.472,0,0.472,86.45,97.84
0.38,1877675,14.446,8.585,0.5808,1090475,1,2.253,0.69,0.883,0.102,0.278,1.0,0.379,2.869,15.499,0.767,6569814,15.698,4.493,3,0.0065,2.35,1.0,16.901,21,1,35936.6328125,35800,2021-08-12,1,0.0,1,0.0,1,0.0,0,2.133,-120.7,-5114.41
2.959,1866450,14.44,8.533,0.0068,12750,1,0.011,0.69,0.883,0.102,3.061,1.0,0.379,1.239,14.654,0.767,641759,13.372,0.439,5,0.0007,0.25,1.0,16.901,21,0,35936.6328125,37000,2021-08-12,1,0.0,1,0.0,1,0.0,1,0.0,-36.8,-14153.85
0.467,1370700,14.131,10.122,0.5878,805675,1,1.368,0.839,0.774,0.467,0.0,11.04,0.689,2.064,14.856,0.997,1434147,14.176,4.337,2,0.5159,186.6,0.1121,16.421,21,1,36168.9296875,36000,2021-08-13,1,0.0,0,0.368,0,1.233,0,2.672,21.0,11.25
2.298,933750,13.747,6.895,0.3496,326400,1,0.035,0.839,0.774,0.467,2.765,2.19,0.137,1.778,14.322,0.997,572400,13.258,1.731,5,0.1024,37.05,0.1121,16.421,21,0,36168.9296875,37000,2021-08-13,1,0.0,1,0.0,1,0.0,1,0.0,22.55,60.85
1.646,931800,13.745,5.088,0.152,141625,1,5.788,0.757,0.942,-0.016,1.662,4.17,0.203,2.43,14.633,0.706,521401,13.164,1.422,7,0.1234,44.55,-0.382,16.723,21,1,36094.08203125,35500,2021-08-16,1,0.0,1,0.0,0,1.293,0,1.293,17.1,38.38
2.51,1422475,14.168,7.767,0.3436,488725,1,0.02,0.757,0.942,-0.016,2.493,1.36,0.066,1.535,14.597,0.706,576274,13.264,1.572,6,0.0402,14.5,-0.382,16.723,21,0,36094.08203125,37000,2021-08-16,1,0.0,1,0.0,1,0.0,1,0.0,,
2.417,1200925,13.999,5.935,0.0192,23100,1,32.109,0.772,0.997,-0.092,2.509,1.01,0.055,1.58,14.456,0.722,611810,13.324,1.02,6,0.021,7.55,-1.0,16.823,21,1,35867.03125,35000,2021-08-17,1,0.0,1,0.0,1,0.0,1,0.0,7.1,93.92
0.371,1747525,14.374,8.636,0.3945,689325,1,0.424,0.772,0.997,-0.092,0.279,11.84,0.647,2.913,15.443,0.722,1924613,14.47,3.209,7,0.2477,88.85,-1.0,16.823,21,0,35867.03125,36000,2021-08-17,1,0.0,1,0.0,1,0.0,1,0.0,87.9,98.92
1.558,1438150,14.179,6.912,0.165,237225,1,62.458,0.654,1.031,-0.129,1.688,1.0,0.336,1.605,14.652,0.56,908027,13.719,0.569,3,0.0013,0.45,-1.0,16.851,21,1,35554.0859375,35000,2021-08-18,1,0.0,1,0.0,1,0.0,1,0.0,-279.3,-60717.39
1.254,1956100,14.486,9.402,0.1066,208575,1,0.082,0.654,1.031,-0.129,1.125,1.0,0.336,2.432,15.375,0.56,5401011,15.502,3.383,6,0.0027,0.95,-1.0,16.851,21,0,35554.0859375,36000,2021-08-18,1,0.0,1,0.0,1,0.0,1,0.0,-54.15,-5640.62
1.523,970300,13.785,5.729,0.3843,372875,1,9.898,0.664,1.085,-0.19,1.713,6.61,0.365,1.724,14.33,0.539,843548,13.645,2.154,2,0.3382,118.5,-0.5942,16.645,21,1,35033.4453125,34500,2021-08-20,1,0.0,1,0.0,1,0.0,1,0.0,60.6,51.13
2.759,1970100,14.494,11.632,0.2789,549375,1,0.192,0.664,1.085,-0.19,2.569,3.07,0.17,1.476,14.883,0.539,939664,13.753,2.4,3,0.1573,55.1,-0.5942,16.645,21,0,35033.4453125,36000,2021-08-20,1,0.0,1,0.0,1,0.0,1,0.0,24.95,45.27
0.353,1999000,14.508,9.294,0.2155,430750,1,1.144,0.664,0.961,0.068,0.285,13.92,0.687,1.764,15.076,0.638,2033296,14.525,4.211,2,0.5039,177.0,-0.0676,16.884,21,1,35123.98828125,35000,2021-08-23,1,0.0,1,0.0,1,0.0,1,0.0,130.6,73.78
2.494,1973200,14.495,9.174,0.0016,3100,1,0.165,0.664,0.961,0.068,2.562,2.37,0.117,1.844,15.107,0.638,736217,13.509,1.525,4,0.0858,30.15,-0.0676,16.884,21,0,35123.98828125,36000,2021-08-23,1,0.0,1,0.0,1,0.0,0,0.989,-62.65,-207.73
1.993,2077325,14.547,8.67,0.0377,78325,1,5.528,1.051,0.687,0.313,1.68,4.4,0.216,2.062,15.271,1.374,1656567,14.32,2.654,3,0.1299,46.4,1.0,16.992,21,1,35711.6875,35000,2021-08-24,1,0.0,1,0.0,1,0.0,1,0.0,23.35,50.31
0.807,1814050,14.411,7.571,-0.0877,-159150,0,0.204,1.051,0.687,0.313,1.12,8.8,0.433,2.148,15.176,1.374,1660297,14.323,2.66,4,0.2599,92.8,1.0,16.992,21,0,35711.6875,36000,2021-08-24,1,0.0,1,0.0,1,0.0,0,1.188,61.95,66.75
1.646,2144250,14.578,7.742,0.0312,66925,1,6.931,0.824,1.021,0.241,1.405,3.1,0.151,2.045,15.294,0.794,1541847,14.248,1.979,2,0.0648,23.05,-1.0,17.137,21,1,35585.8359375,35000,2021-08-25,1,0.0,1,0.0,1,0.0,1,0.0,22.75,98.66
1.164,2212950,14.61,7.99,0.1803,398900,1,0.16,0.824,1.021,0.241,1.405,4.15,0.202,2.354,15.466,0.794,2325893,14.66,2.985,7,0.0867,30.85,-1.0,17.137,21,0,35585.8359375,36000,2021-08-25,1,0.0,1,0.0,0,0.976,0,1.613,30.55,99.0
0.329,2041900,14.529,8.455,0.0703,143550,1,2.523,0.965,1.024,0.048,0.281,1.0,0.358,3.031,15.638,1.071,6122998,15.628,3.882,3,0.0051,1.8,0.6318,17.0,21,1,35617.13671875,35500,2021-08-26,1,0.0,1,0.0,1,0.0,1,0.0,-227.15,-12549.72
1.075,1629125,14.304,6.746,-0.3584,-583825,0,0.127,0.965,1.024,0.048,1.123,1.0,0.358,2.294,15.134,1.071,3264747,14.999,2.07,6,0.0008,0.3,0.6318,17.0,21,0,35617.13671875,36000,2021-08-26,1,0.0,0,0.975,0,1.191,0,2.333,-139.6,-45032.26
0.358,1283725,14.065,9.587,0.4264,547425,1,1.742,0.897,0.779,0.077,0.281,12.53,0.758,2.087,14.801,0.969,1186327,13.986,3.9,2,0.6426,228.95,0.0717,16.41,21,1,35627.38671875,35500,2021-08-27,1,0.0,1,0.0,1,0.0,1,0.0,174.5,76.21
1.046,969225,13.784,7.238,0.2108,204350,1,0.219,0.897,0.779,0.077,1.123,7.66,0.464,2.13,14.54,0.969,730741,13.502,2.402,7,0.3927,139.9,0.0717,16.41,21,0,35627.38671875,36000,2021-08-27,0,0.975,0,1.191,0,1.611,0,2.332,-358.75,-256.41
0.955,1629000,14.303,8.419,0.8698,1416850,1,2.355,0.843,0.504,0.405,0.55,10.12,0.485,2.271,15.124,1.074,1385366,14.141,2.709,3,0.3674,133.55,0.5971,16.778,21,1,36347.2265625,36000,2021-08-30,1,0.0,1,0.0,1,0.0,1,0.0,45.95,34.4
1.796,1669875,14.328,8.63,0.4988,832975,1,0.022,0.843,0.504,0.405,2.201,4.54,0.217,1.586,14.79,1.074,980545,13.796,1.918,3,0.1647,59.85,0.5971,16.778,21,0,36347.2265625,37000,2021-08-30,1,0.0,1,0.0,1,0.0,1,0.0,16.55,27.65
