date,spot,next_spot,return_pct,actual_up,p_oi,oi_action,oi_conviction,oi_participated,oi_correct,year
2023-11-22,43449.6015625,43577.5,0.294,True,0.1862,BUY_PE,high,True,False,2023
2023-11-23,43577.5,43769.1015625,0.44,True,0.6234,SMALL_CE,moderate,True,True,2023
2023-11-24,43769.1015625,43880.94921875,0.256,True,0.6315,SMALL_CE,moderate,True,True,2023
2023-11-28,43880.94921875,44566.44921875,1.562,True,0.6722,SMALL_CE,moderate,True,True,2023
2023-11-29,44566.44921875,44481.75,-0.19,False,0.7624,BUY_CE,high,True,False,2023
2023-11-30,44481.75,44814.19921875,0.747,True,0.1544,BUY_PE,high,True,False,2023
2023-12-01,44814.19921875,46431.3984375,3.609,True,0.1604,BUY_PE,high,True,False,2023
2023-12-04,46431.3984375,47012.25,1.251,True,0.5284,NO_TRADE,none,False,,2023
2023-12-05,47012.25,46834.55078125,-0.378,False,0.3621,SMALL_PE,moderate,True,True,2023
2023-12-06,46834.55078125,46841.3984375,0.015,False,0.2171,BUY_PE,high,True,False,2023
2023-12-07,46841.3984375,47262.0,0.898,True,0.5427,NO_TRADE,none,False,,2023
2023-12-08,47262.0,47314.25,0.111,True,0.6505,SMALL_CE,moderate,True,True,2023
2023-12-11,47314.25,47097.55078125,-0.458,False,0.2519,BUY_PE,high,True,True,2023
2023-12-12,47097.55078125,47092.25,-0.011,False,0.1761,BUY_PE,high,True,False,2023
2023-12-13,47092.25,47732.30078125,1.359,True,0.5506,SMALL_CE,moderate,True,True,2023
2023-12-14,47732.30078125,48143.55078125,0.862,True,0.601,SMALL_CE,moderate,True,True,2023
2023-12-15,48143.55078125,47867.69921875,-0.573,False,0.5481,NO_TRADE,none,False,,2023
2023-12-18,47867.69921875,47870.8984375,0.007,False,0.2173,BUY_PE,high,True,False,2023
2023-12-19,47870.8984375,47445.30078125,-0.889,False,0.3269,SMALL_PE,moderate,True,True,2023
2023-12-20,47445.30078125,47840.1484375,0.832,True,0.2584,BUY_PE,high,True,False,2023
2023-12-21,47840.1484375,47491.8515625,-0.728,False,0.5823,SMALL_CE,moderate,True,False,2023
2023-12-22,47491.8515625,47724.8515625,0.491,True,0.2973,BUY_PE,high,True,False,2023
2023-12-26,47724.8515625,48282.19921875,1.168,True,0.7248,BUY_CE,high,True,True,2023
2023-12-27,48282.19921875,48508.55078125,0.469,True,0.6184,SMALL_CE,moderate,True,True,2023
2023-12-28,48508.55078125,48292.25,-0.446,False,0.6404,SMALL_CE,moderate,True,False,2023
2023-12-29,48292.25,48234.30078125,-0.12,False,0.1438,BUY_PE,high,True,True,2023
2024-01-01,48234.30078125,47761.6484375,-0.98,False,0.1997,BUY_PE,high,True,True,2024
2024-01-02,47761.6484375,47704.94921875,-0.119,False,0.05,BUY_PE,high,True,True,2024
2024-01-03,47704.94921875,48195.8515625,1.029,True,0.6386,SMALL_CE,moderate,True,True,2024
2024-01-04,48195.8515625,48159.0,-0.076,False,0.5421,NO_TRADE,none,False,,2024
2024-01-05,48159.0,47450.25,-1.472,False,0.0977,BUY_PE,high,True,True,2024
2024-01-08,47450.25,47242.6484375,-0.438,False,0.1067,BUY_PE,high,True,True,2024
2024-01-09,47242.6484375,47360.8515625,0.25,True,0.05,BUY_PE,high,True,False,2024
2024-01-10,47360.8515625,47438.3515625,0.164,True,0.5388,NO_TRADE,none,False,,2024
2024-01-11,47438.3515625,47709.80078125,0.572,True,0.129,BUY_PE,high,True,False,2024
2024-01-12,47709.80078125,48158.30078125,0.94,True,0.6188,SMALL_CE,moderate,True,True,2024
2024-01-15,48158.30078125,48125.1015625,-0.069,False,0.5887,SMALL_CE,moderate,True,False,2024
2024-01-16,48125.1015625,46064.44921875,-4.282,False,0.0646,BUY_PE,high,True,True,2024
2024-01-17,46064.44921875,45713.55078125,-0.762,False,0.4118,SMALL_PE,moderate,True,True,2024
2024-01-18,45713.55078125,45701.1484375,-0.027,False,0.4118,SMALL_PE,moderate,True,False,2024
2024-01-19,45701.1484375,45015.05078125,-1.501,False,0.3327,SMALL_PE,moderate,True,True,2024
2024-01-23,45015.05078125,45082.3984375,0.15,True,0.3894,SMALL_PE,moderate,True,False,2024
2024-01-24,45082.3984375,44866.1484375,-0.48,False,0.2452,BUY_PE,high,True,True,2024
2024-01-25,44866.1484375,45442.3515625,1.284,True,0.2386,BUY_PE,high,True,False,2024
2024-01-29,45442.3515625,45367.75,-0.164,False,0.084,BUY_PE,high,True,True,2024
2024-01-30,45367.75,45996.80078125,1.387,True,0.1078,BUY_PE,high,True,False,2024
2024-01-31,45996.80078125,46188.6484375,0.417,True,0.4091,SMALL_PE,moderate,True,False,2024
2024-02-01,46188.6484375,45970.94921875,-0.471,False,0.0926,BUY_PE,high,True,True,2024
2024-02-02,45970.94921875,45825.55078125,-0.316,False,0.1821,BUY_PE,high,True,True,2024
2024-02-05,45825.55078125,45690.80078125,-0.294,False,0.05,BUY_PE,high,True,True,2024
2024-02-06,45690.80078125,45818.5,0.279,True,0.05,BUY_PE,high,True,False,2024
2024-02-07,45818.5,45012.0,-1.76,False,0.1642,BUY_PE,high,True,True,2024
2024-02-08,45012.0,45634.55078125,1.383,True,0.2388,BUY_PE,high,True,False,2024
2024-02-09,45634.55078125,44882.25,-1.649,False,0.5215,NO_TRADE,none,False,,2024
2024-02-12,44882.25,45502.3984375,1.382,True,0.0558,BUY_PE,high,True,False,2024
2024-02-13,45502.3984375,45908.30078125,0.892,True,0.5876,SMALL_CE,moderate,True,True,2024
2024-02-14,45908.30078125,46218.8984375,0.677,True,0.5176,NO_TRADE,none,False,,2024
2024-02-15,46218.8984375,46384.8515625,0.359,True,0.3973,SMALL_PE,moderate,True,False,2024
2024-02-16,46384.8515625,46535.5,0.325,True,0.4136,SMALL_PE,moderate,True,False,2024
2024-02-19,46535.5,47094.19921875,1.201,True,0.5725,SMALL_CE,moderate,True,True,2024
2024-02-20,47094.19921875,47019.69921875,-0.158,False,0.559,SMALL_CE,moderate,True,False,2024
2024-02-21,47019.69921875,46919.80078125,-0.212,False,0.3824,SMALL_PE,moderate,True,True,2024
2024-02-22,46919.80078125,46811.75,-0.23,False,0.2178,BUY_PE,high,True,True,2024
2024-02-23,46811.75,46576.5,-0.503,False,0.2791,BUY_PE,high,True,True,2024
2024-02-26,46576.5,46588.05078125,0.025,False,0.2006,BUY_PE,high,True,False,2024
2024-02-27,46588.05078125,45963.1484375,-1.341,False,0.127,BUY_PE,high,True,True,2024
2024-02-28,45963.1484375,46120.8984375,0.343,True,0.1548,BUY_PE,high,True,False,2024
2024-02-29,46120.8984375,47286.8984375,2.528,True,0.5601,SMALL_CE,moderate,True,True,2024
2024-03-01,47286.8984375,47456.1015625,0.358,True,0.2585,BUY_PE,high,True,False,2024
2024-03-04,47456.1015625,47581.0,0.263,True,0.1692,BUY_PE,high,True,False,2024
2024-03-05,47581.0,47965.3984375,0.808,True,0.561,SMALL_CE,moderate,True,True,2024
2024-03-06,47965.3984375,47835.80078125,-0.27,False,0.5511,SMALL_CE,moderate,True,False,2024
2024-03-07,47835.80078125,47327.8515625,-1.062,False,0.086,BUY_PE,high,True,True,2024
2024-03-11,47327.8515625,47282.3984375,-0.096,False,0.05,BUY_PE,high,True,True,2024
2024-03-12,47282.3984375,46981.30078125,-0.637,False,0.1533,BUY_PE,high,True,True,2024
2024-03-13,46981.30078125,46789.94921875,-0.407,False,0.1773,BUY_PE,high,True,True,2024
2024-03-14,46789.94921875,46594.1015625,-0.419,False,0.1765,BUY_PE,high,True,True,2024
2024-03-15,46594.1015625,46575.8984375,-0.039,False,0.05,BUY_PE,high,True,False,2024
2024-03-18,46575.8984375,46384.80078125,-0.41,False,0.3188,BUY_PE,high,True,True,2024
2024-03-19,46384.80078125,46310.8984375,-0.159,False,0.0784,BUY_PE,high,True,True,2024
2024-03-20,46310.8984375,46684.8984375,0.808,True,0.6062,SMALL_CE,moderate,True,True,2024
2024-03-21,46684.8984375,46863.75,0.383,True,0.387,SMALL_PE,moderate,True,False,2024
2024-03-22,46863.75,46600.19921875,-0.562,False,0.7701,BUY_CE,high,True,False,2024
2024-03-26,46600.19921875,46785.94921875,0.399,True,0.3699,SMALL_PE,moderate,True,False,2024
2024-03-27,46785.94921875,47124.6015625,0.724,True,0.6261,SMALL_CE,moderate,True,True,2024
2024-03-28,47124.6015625,47578.25,0.963,True,0.6453,SMALL_CE,moderate,True,True,2024
2024-04-01,47578.25,47545.44921875,-0.069,False,0.3623,SMALL_PE,moderate,True,True,2024
2024-04-02,47545.44921875,47624.25,0.166,True,0.1177,BUY_PE,high,True,False,2024
2024-04-03,47624.25,48060.80078125,0.917,True,0.6152,SMALL_CE,moderate,True,True,2024
2024-04-04,48060.80078125,48493.05078125,0.899,True,0.3677,SMALL_PE,moderate,True,False,2024
2024-04-05,48493.05078125,48581.69921875,0.183,True,0.6059,SMALL_CE,moderate,True,True,2024
2024-04-08,48581.69921875,48730.55078125,0.306,True,0.1836,BUY_PE,high,True,False,2024
2024-04-09,48730.55078125,48986.6015625,0.525,True,0.4338,SMALL_PE,moderate,True,False,2024
2024-04-10,48986.6015625,48564.55078125,-0.862,False,0.5784,SMALL_CE,moderate,True,False,2024
2024-04-12,48564.55078125,47773.25,-1.629,False,0.2382,BUY_PE,high,True,True,2024
2024-04-15,47773.25,47484.80078125,-0.604,False,0.0878,BUY_PE,high,True,True,2024
2024-04-16,47484.80078125,47069.44921875,-0.875,False,0.2407,BUY_PE,high,True,True,2024
2024-04-18,47069.44921875,47574.1484375,1.072,True,0.3682,SMALL_PE,moderate,True,False,2024
2024-04-19,47574.1484375,47924.8984375,0.737,True,0.4966,NO_TRADE,none,False,,2024
2024-04-22,47924.8984375,47970.44921875,0.095,True,0.5439,NO_TRADE,none,False,,2024
2024-04-23,47970.44921875,48189.0,0.456,True,0.1935,BUY_PE,high,True,False,2024
2024-04-24,48189.0,48494.94921875,0.635,True,0.5939,SMALL_CE,moderate,True,True,2024
2024-04-25,48494.94921875,48201.05078125,-0.606,False,0.4357,SMALL_PE,moderate,True,True,2024
2024-04-26,48201.05078125,49424.05078125,2.537,True,0.2157,BUY_PE,high,True,False,2024
2024-04-29,49424.05078125,49396.75,-0.055,False,0.6167,SMALL_CE,moderate,True,False,2024
2024-04-30,49396.75,49231.05078125,-0.335,False,0.4068,SMALL_PE,moderate,True,True,2024
2024-05-02,49231.05078125,48923.55078125,-0.625,False,0.2849,BUY_PE,high,True,True,2024
2024-05-03,48923.55078125,48895.30078125,-0.058,False,0.249,BUY_PE,high,True,True,2024
2024-05-06,48895.30078125,48285.3515625,-1.247,False,0.261,BUY_PE,high,True,True,2024
2024-05-07,48285.3515625,48021.1015625,-0.547,False,0.1903,BUY_PE,high,True,True,2024
2024-05-08,48021.1015625,47487.8984375,-1.11,False,0.2027,BUY_PE,high,True,True,2024
2024-05-09,47487.8984375,47421.1015625,-0.141,False,0.2001,BUY_PE,high,True,True,2024
2024-05-10,47421.1015625,47754.1015625,0.702,True,0.1616,BUY_PE,high,True,False,2024
2024-05-13,47754.1015625,47859.44921875,0.221,True,0.5204,NO_TRADE,none,False,,2024
2024-05-14,47859.44921875,47687.44921875,-0.359,False,0.0755,BUY_PE,high,True,True,2024
2024-05-15,47687.44921875,47977.05078125,0.607,True,0.0941,BUY_PE,high,True,False,2024
2024-05-16,47977.05078125,48115.6484375,0.289,True,0.05,BUY_PE,high,True,False,2024
2024-05-17,48115.6484375,48048.19921875,-0.14,False,0.4568,NO_TRADE,none,False,,2024
2024-05-21,48048.19921875,47781.94921875,-0.554,False,0.05,BUY_PE,high,True,True,2024
2024-05-22,47781.94921875,48768.6015625,2.065,True,0.05,BUY_PE,high,True,False,2024
2024-05-23,48768.6015625,48971.6484375,0.416,True,0.7068,BUY_CE,high,True,True,2024
2024-05-24,48971.6484375,49281.80078125,0.633,True,0.6486,SMALL_CE,moderate,True,True,2024
2024-05-27,49281.80078125,49142.1484375,-0.283,False,0.5731,SMALL_CE,moderate,True,False,2024
2024-05-28,49142.1484375,48501.3515625,-1.304,False,0.202,BUY_PE,high,True,True,2024
2024-05-29,48501.3515625,48682.3515625,0.373,True,0.2574,BUY_PE,high,True,False,2024
2024-05-30,48682.3515625,48983.94921875,0.62,True,0.427,SMALL_PE,moderate,True,False,2024
2024-05-31,48983.94921875,50979.94921875,4.075,True,0.1227,BUY_PE,high,True,False,2024
2024-06-03,50979.94921875,46928.6015625,-7.947,False,0.05,BUY_PE,high,True,True,2024
2024-06-04,46928.6015625,49054.6015625,4.53,True,0.196,BUY_PE,high,True,False,2024
2024-06-05,49054.6015625,49291.8984375,0.484,True,0.0692,BUY_PE,high,True,False,2024
2024-06-06,49291.8984375,49803.19921875,1.037,True,0.276,BUY_PE,high,True,False,2024
2024-06-07,49803.19921875,49780.8984375,-0.045,False,0.4665,NO_TRADE,none,False,,2024
2024-06-10,49780.8984375,49705.75,-0.151,False,0.0568,BUY_PE,high,True,True,2024
2024-06-11,49705.75,49895.1015625,0.381,True,0.361,SMALL_PE,moderate,True,False,2024
2024-06-12,49895.1015625,49846.69921875,-0.097,False,0.6199,SMALL_CE,moderate,True,False,2024
2024-06-13,49846.69921875,50002.0,0.312,True,0.2007,BUY_PE,high,True,False,2024
2024-06-14,50002.0,50440.8984375,0.878,True,0.6382,SMALL_CE,moderate,True,True,2024
2024-06-18,50440.8984375,51398.05078125,1.898,True,0.5755,SMALL_CE,moderate,True,True,2024
2024-06-19,51398.05078125,51783.25,0.749,True,0.4681,NO_TRADE,none,False,,2024
2024-06-20,51783.25,51661.44921875,-0.235,False,0.5457,NO_TRADE,none,False,,2024
2024-06-21,51661.44921875,51703.94921875,0.082,True,0.174,BUY_PE,high,True,False,2024
2024-06-24,51703.94921875,52606.0,1.745,True,0.7114,BUY_CE,high,True,True,2024
2024-06-25,52606.0,52870.5,0.503,True,0.6101,SMALL_CE,moderate,True,True,2024
2024-06-26,52870.5,52811.30078125,-0.112,False,0.6226,SMALL_CE,moderate,True,False,2024
2024-06-27,52811.30078125,52342.25,-0.888,False,0.3082,BUY_PE,high,True,True,2024
2024-06-28,52342.25,52574.75,0.444,True,0.3093,BUY_PE,high,True,False,2024
2024-07-01,52574.75,52168.1015625,-0.773,False,0.5973,SMALL_CE,moderate,True,False,2024
2024-07-02,52168.1015625,53089.25,1.766,True,0.2078,BUY_PE,high,True,False,2024
2024-07-03,53089.25,53103.69921875,0.027,False,0.5856,SMALL_CE,moderate,True,False,2024
2024-07-04,53103.69921875,52660.3515625,-0.835,False,0.3025,BUY_PE,high,True,True,2024
2024-07-05,52660.3515625,52425.80078125,-0.445,False,0.1331,BUY_PE,high,True,True,2024
