Date,Open,Close,High,Low,Volume
2016-05-30,17580.645786457626,17520.447265625,17665.845970556053,17484.598071871096,96700
2016-05-31,17614.894598761493,17620.6953125,17648.044603570797,17461.99598764405,116000
2016-06-01,17670.643600146755,17423.24609375,17670.643600146755,17392.646841109512,99200
2016-06-02,17404.947211203063,17567.595703125,17596.194978641804,17350.246677883446,78300
2016-06-03,17656.994414377543,17680.595703125,17761.844760713066,17648.846071390588,89400
2016-06-06,17710.243687459984,17671.1953125,17753.944352179115,17636.695712875473,81300
2016-06-07,17796.34356206801,17947.94140625,18000.739619596883,17713.14335896943,167600
2016-06-08,17976.04067269889,17946.591796875,17995.59122628671,17854.991301043956,123400
2016-06-09,17955.59296179625,17887.4921875,17985.942219906534,17801.34474707729,107500
2016-06-10,17829.99216892484,17828.392578125,18051.29038036126,17815.04312376982,94200
2016-06-13,17620.345393052572,17593.744140625,17666.34485686859,17527.34647707671,72900
2016-06-14,17698.743832540997,17672.1953125,17719.643980628884,17575.74525988583,94800
2016-06-15,17745.84380123279,17917.69140625,17943.44110591639,17659.393637675934,119300
2016-06-16,17827.3927173784,17671.095703125,17827.3927173784,17545.59715957153,132600
2016-06-17,17772.094819469814,17695.845703125,17842.943607774327,17590.546142197378,92000
2016-06-20,17425.59909202909,17718.39453125,17778.79422279047,17425.59909202909,110700
2016-06-21,17761.443653275204,17618.89453125,17763.094024690425,17585.44570183335,73700
2016-06-22,17609.894716841,17625.845703125,17755.043418649242,17517.94656791507,68900
2016-06-23,17630.59677750073,17892.2421875,17907.29279459933,17610.796225363047,71400
2016-06-24,17213.648957876518,17425.84765625,17458.99570735859,16946.152075963237,164600
2016-06-27,17346.099612105732,17514.74609375,17610.99497751603,17346.099612105732,89900
2016-06-28,17496.7956756782,17561.345703125,17626.493379842563,17481.2958566822,73800
2016-06-29,17643.445848673924,17689.6953125,17728.7436879339,17580.296190148223,60600
2016-06-30,17825.093079762337,17935.19140625,17974.84133486624,17795.693031712475,118500
2016-07-01,18019.489838744434,17985.44140625,18074.739196766717,17955.092149522472,69400
2016-07-04,18091.53913127211,18097.439453125,18146.138104260353,18054.590343184416,88000
2016-07-05,18122.190034819057,18004.041015625,18123.889233845373,17989.390795054445,71800
2016-07-07,18036.090410603003,18084.689453125,18146.33912467613,17996.889695960115,66100
2016-07-08,18077.841080000086,18016.041015625,18078.989504178477,17910.692628281347,71400
2016-07-11,18267.938921499182,18390.736328125,18409.23611397202,18243.089599779203,95500
2016-07-12,18527.634435491917,18667.3828125,18684.232226191423,18463.935956515208,120000
2016-07-13,18704.682592944573,18618.732421875,18711.38173368965,18546.034049626232,91800
2016-07-14,18633.283920051686,18863.53125,18880.681441743658,18579.983756894373,119600
2016-07-15,18887.68045311666,18953.4296875,19015.878179068826,18772.230625596647,98900
2016-07-18,18998.0792045637,18923.1796875,19157.77656074588,18884.779744737752,89800
2016-07-19,18969.928928674875,18904.9296875,19029.828620008775,18833.37974155047,119800
2016-07-20,18896.58090887641,18967.978515625,19016.02873778357,18886.08103104841,76200
2016-07-21,18967.180191048064,18674.083984375,19000.080199720243,18644.33432975377,83000
2016-07-22,18697.58389853513,18690.18359375,18735.183071778338,18551.085597842877,98200
2016-07-25,18594.7331023765,18989.37890625,19035.12837452905,18571.883758566877,134300
2016-07-26,18978.879487899798,18860.630859375,19044.228339343565,18814.03179046688,108800
2016-07-27,18908.229832514473,19021.728515625,19124.778101223113,18882.181306622315,102800
2016-07-28,19050.17803959516,19076.328125,19126.526757838536,18998.5790324766,150800
2016-07-29,19046.82898468622,18952.9296875,19069.92832507396,18912.379378450343,84600
2016-08-01,18896.27943024977,18740.380859375,19078.27730585136,18634.18288023737,107500
2016-08-02,18783.381939325875,18708.033203125,18866.332149937538,18671.633234318768,93800
2016-08-03,18680.731501761897,18601.783203125,18775.181572856396,18542.383504781425,79600
2016-08-04,18724.681805354932,18571.482421875,18724.681805354932,18443.43508852899,99900
2016-08-05,18724.980856651695,18925.728515625,18942.929486910198,18708.031835553367,86200
2016-08-08,18986.528745674692,18939.228515625,19028.47747558663,18895.7798031927,62700
2016-08-09,18968.429275434013,18933.080078125,19007.92881498744,18838.380010169745,80300
2016-08-10,18966.62910328036,18647.583984375,18985.029279984843,18611.03362805957,77600
2016-08-11,18620.78342876093,18640.18359375,18698.981738016184,18536.884013938066,101100
2016-08-12,18698.083166882305,18963.478515625,18986.579809264636,18695.28241822833,198800
2016-08-16,19028.878593244543,19001.9296875,19061.97781817951,18839.181577782565,94800
2016-08-17,19044.330039866338,19041.029296875,19138.127780788844,18966.12977440468,81100
2016-08-18,19086.97769195729,19352.576171875,19367.22443936465,19082.77852194359,81400
2016-08-19,19418.77338731144,19414.47265625,19457.173329817808,19326.97367734327,110400
2016-08-22,19432.373810740588,19330.025390625,19492.972715973614,19252.526291142407,72800
2016-08-23,19311.676126728733,19341.42578125,19372.425421255353,19246.67688155622,75700
2016-08-24,19358.474573406012,19355.375,19391.974184659903,19284.12582681076,59400
2016-08-25,19383.473684965124,19304.025390625,19432.523895498034,19282.576421441576,91800
2016-08-26,19336.224930494976,19195.52734375,19357.775461772137,19133.67845178391,62900
2016-08-29,19174.22705551126,19216.77734375,19247.62659568844,19096.477956355484,56200
2016-08-30,19306.276048048858,19531.32421875,19546.122875211237,19306.276048048858,78100
2016-08-31,19595.67215462077,19787.369140625,19823.16950489864,19595.67215462077,227800
2016-09-01,19805.570115079965,19788.619140625,19927.96712707947,19738.070901211595,73400
2016-09-02,19830.1197532117,19882.96875,19911.019206109744,19787.370248732514,55200
2016-09-06,19990.716014896578,20425.9609375,20459.21054962306,19990.716014896578,102500
2016-09-07,20505.563307779878,20406.6640625,20575.562497124243,20376.514021040486,182200
2016-09-08,20438.96068133978,20417.01171875,20477.16140738476,20334.96189508061,84100
2016-09-09,20274.515284073444,20245.06640625,20349.463635154283,20138.917244502656,99500
2016-09-12,19861.21792493046,19790.369140625,19861.21792493046,19735.32095356368,98000
2016-09-14,19756.822073208325,19908.919921875,19952.91941253006,19731.92197083078,87100
2016-09-15,19927.368094455484,19837.3203125,19955.168552721494,19730.0207778493,68400
2016-09-16,19935.61820739114,19855.21875,20226.9644349751,19783.36997460712,139000
2016-09-19,19891.968919612835,19906.619140625,20014.168676720965,19849.420584090905,64700
2016-09-20,19957.117921095214,19852.0703125,19964.069012272874,19797.270167441628,55700
2016-09-21,19902.467886982195,19828.21875,19937.617869049445,19749.71966241613,62300
2016-09-22,20152.864727387656,20109.365234375,20264.564597398738,19996.667329121035,102600
2016-09-23,20136.51681046843,19901.5703125,20137.317582445146,19861.21921728305,96800
2016-09-26,19791.96836511137,19591.521484375,19793.919514228157,19568.121366689113,74000
2016-09-27,19652.721097948637,19518.47265625,19696.220593024173,19478.9242871864,65800
2016-09-28,19541.772781397445,19653.322265625,19699.770944300977,19509.423548157592,117200
2016-09-29,19762.07140885769,19183.427734375,19792.969487733022,19058.829571173235,239400
2016-09-30,19115.77736701357,19285.474609375,19330.624474159536,19084.976944482438,84200
2016-10-03,19395.324522894836,19588.822265625,19611.02122541052,19363.723329042143,66400
2016-10-04,19641.52184387727,19672.470703125,19747.219834838306,19527.12278211297,113400
2016-10-05,19801.071151995646,19536.623046875,19816.27019448524,19492.574729569955,91700
2016-10-06,19518.32474165148,19394.826171875,19570.472575233085,19325.57697384244,74600
2016-10-07,19397.826195595804,19399.875,19455.774743424623,19317.77634115321,62700
2016-10-10,19489.274104655015,19378.326171875,19501.223184906186,19351.125315278387,40900
2016-10-13,19295.32610402162,18954.029296875,19295.32610402162,18824.18119946774,95100
2016-10-14,19016.478555671183,19019.9296875,19053.278909897883,18925.930778242888,61800
2016-10-17,19136.07931545501,19070.1796875,19241.52731383356,19002.229302028834,123600
2016-10-18,19174.476379228294,19494.82421875,19511.574024089216,19162.626907563994,104300
2016-10-19,19569.822375270258,19411.873046875,19576.072302325258,19322.524480317174,65300
