Date,Open,High,Low,Close,Volume
2014-01-01,134.17934415420987,139.930561622514,134.17934415420987,137.37962341308594,82763.0
2014-01-02,137.28686170205376,140.11608702068563,130.09785374130433,132.46327209472656,25092.0
2014-01-03,131.0718414112833,137.24046792622207,129.26299721289453,134.45762634277344,15449.0
2014-01-06,137.93618246176976,139.0029469266656,133.71553643601814,137.8434295654297,19621.0
2014-01-07,136.63749010502207,139.97689067008284,136.63749010502207,139.1420440673828,20203.0
2014-01-08,138.3535774902822,144.70773698766314,137.3332109143365,142.15679931640625,44735.0
2014-01-09,140.06968931978423,143.73376114332316,139.32759541968758,140.5798797607422,19721.0
2014-01-10,140.48710221680207,140.904525581205,136.86941418629291,137.56512451171875,13732.0
2014-01-13,137.2868487021864,139.04930934138724,133.57639333185702,136.08094787597656,19615.0
2014-01-14,134.50400610818264,140.4407289919417,132.46325850153195,133.437255859375,3986.0
2014-01-15,136.3128621711845,136.3128621711845,130.79356219998155,133.62278747558594,103539.0
2014-01-16,135.57076071661922,135.57076071661922,128.70642377689077,130.88632202148438,10630.0
2014-01-17,130.83990840744696,134.9677863267957,129.86591124227766,132.09217834472656,5538.0
2014-01-20,131.72113678295776,136.54472487655192,131.0718100662883,131.81390380859375,3230.0
2014-01-21,131.76748470893892,133.57632798623445,129.9586414316434,130.56158447265625,3209.0
2014-01-22,129.86590576171875,130.886286397265,128.98467566061632,129.86590576171875,7070.0
2014-01-23,129.8659295123393,131.5356371512077,127.12947168561048,130.00506591796875,5417.0
2014-01-24,128.93832094449525,135.15333070593113,128.93832094449525,130.79354858398438,12787.0
2014-01-27,129.86592193030506,129.86592193030506,126.24823405252288,126.43375396728516,3038.0
2014-01-28,127.08306719209143,130.93265809131546,126.20183707526118,128.24258422851562,84416.0
2014-01-29,125.78443833412352,128.93831962733128,125.227864386257,126.2482452392578,2614.0
2014-01-30,125.22783616834744,130.79351777582957,121.51738176335938,128.66000366210938,28195.0
2014-01-31,128.01064757830864,131.9993879786291,126.38732414887356,126.89751434326172,4702.0
2014-02-03,128.6136424976112,128.6136424976112,120.1259822331876,120.68255615234376,48973.0
2014-02-04,122.44504112830528,122.44504112830528,119.10562525400891,120.58981323242188,45407.0
2014-02-05,121.51742718036358,122.30590469782024,120.58981323242188,120.58981323242188,16689.0
2014-02-06,125.18148560328136,125.18148560328136,116.55468108751946,119.43028259277344,25133.0
2014-02-07,118.78092218892054,119.66215226232598,115.95169792861044,119.38386535644533,8541.0
2014-02-10,123.32621364516514,123.32621364516514,119.70852660843724,120.54337310791016,17969.0
2014-02-11,121.33644718797426,123.15579125698542,120.35679600114484,123.10913848876952,11819.0
2014-02-12,122.22279357910156,122.2694463476002,120.63669910513129,122.22279357910156,12018.0
2014-02-13,120.82328974545526,121.10319210566418,117.88434343611246,120.49673461914062,3908.0
2014-02-14,119.51714872107124,121.75634008554312,118.4908443744366,121.2898406982422,7468.0
2014-02-17,121.2898158453132,122.22281442873869,118.5841185297364,120.21687316894533,2400.0
2014-02-18,119.89030683717564,123.90220322064674,117.37121374313524,121.849609375,7436.0
2014-02-19,121.1965027338971,123.15580533146884,119.89031049313442,121.14986419677734,8918.0
2014-02-20,122.68929231628891,126.88778520924176,120.07689389116636,120.35679626464844,4916.0
2014-02-21,120.45011724742714,123.10915454542818,120.45011724742714,121.75630950927734,6593.0
2014-02-24,120.35679828809678,121.6163518717288,116.9980053409088,120.96324157714844,6113.0
2014-02-25,120.35679290946536,122.12948416472445,120.35679290946536,121.98954010009766,1839.0
2014-02-26,121.7562973498947,123.38904463236454,120.40345244884784,122.87589263916016,7247.0
2014-02-28,122.87587986806058,122.87587986806058,120.59003675746708,121.61634063720705,2775.0
2014-03-03,120.82329594269964,122.92254239730252,120.35679673056566,122.22279357910156,1205.0
2014-03-04,121.3364615971706,122.2228073528254,117.557814705771,118.44416046142578,8058.0
2014-03-05,120.77663697934952,120.963233807347,114.99204989287536,120.49673461914062,16920.0
2014-03-06,119.42379154962546,125.72153055712523,119.42379154962546,124.55528259277344,13072.0
2014-03-07,123.6223203077894,135.191497796739,122.26947512151835,130.9463653564453,32836.0
2014-03-10,134.5850159921052,135.09816794715917,125.48828180893,127.35427856445312,15998.0
2014-03-11,127.3543252117081,130.01337725685448,125.95482713245856,128.80047607421875,11055.0
2014-03-12,128.2873069822683,132.48580066532435,126.7012122159551,131.5061492919922,19251.0
2014-03-13,131.08629152647006,131.08629152647006,125.9547996873556,126.18804931640624,7617.0
2014-03-14,125.67491148120634,128.75380977974697,123.62231736098896,125.20841217041016,15831.0
2014-03-18,124.92848925916732,128.61384459952063,121.75630016028988,122.54935455322266,16365.0
2014-03-19,121.9428930035619,123.57564027011875,116.71810317422256,121.896240234375,15900.0
2014-03-20,121.28979441975838,123.57563769807628,120.68335114223,123.10913848876952,2968.0
2014-03-21,122.689294345137,129.22028339772984,121.10319985107829,128.7537841796875,22076.0
2014-03-24,125.02180604386596,127.82080170156446,124.9285004940381,127.40095520019533,16102.0
2014-03-25,126.88780212402344,128.24064716703074,125.34836021929584,126.88780212402344,16917.0
2014-03-26,126.42130138904795,131.97263982046968,125.58160840280624,130.0133514404297,7548.0
2014-03-27,129.68682230083226,142.70215161970876,128.75382357924352,138.64361572265625,199889.0
2014-03-28,141.39597104042264,142.28231705346934,133.1389259627469,136.5910186767578,29444.0
2014-03-31,136.31108863347612,139.01677863036863,135.28478457317755,136.777587890625,29723.0
2014-04-01,136.3110799880988,142.60881956018173,135.28477599289243,140.8827667236328,414970.0
2014-04-02,139.94974891946885,143.16859029733172,138.7368482482152,142.46884155273438,26470.0
2014-04-03,142.3289303921166,143.58846988163003,137.24409118683366,138.92347717285156,16852.0
2014-04-04,138.55028284375703,143.54183071485411,132.95229161774665,133.74534606933594,12917.0
2014-04-07,133.1855641050906,138.08380726832513,127.1210725696574,132.3458709716797,47872.0
2014-04-09,133.0455782551034,139.20335918659657,131.45946957737291,133.97857666015625,53335.0
2014-04-10,133.41878386469108,137.61727706323032,130.8063852494257,137.01083374023438,89052.0
2014-04-11,137.0574533191259,140.69615546311454,133.5587094709206,134.53836059570312,22254.0
2014-04-15,133.88530538256722,136.91755097485537,128.42725762187683,134.2584991455078,55101.0
2014-04-16,132.4857693532129,136.1711100900489,126.74783503706294,129.64012145996094,69574.0
2014-04-17,129.2203140258789,135.2381525177043,128.00741292419843,134.351806640625,34458.0
2014-04-21,135.37810200822335,136.87089122034158,127.82080768415096,131.5061492919922,58469.0
2014-04-22,135.28480429910007,135.28480429910007,129.50021551428657,131.03965759277344,19837.0
2014-04-23,129.68677338770746,135.1914580743422,129.68677338770746,130.05996704101562,3479.0
2014-04-24,130.05996704101562,130.05996704101562,130.05996704101562,130.05996704101562,0.0
2014-04-25,130.05996318671623,132.48576457060716,128.66046567364643,129.7800750732422,9750.0
2014-04-28,129.2203036836108,132.43914594613344,126.09475273748632,130.8997039794922,14344.0
2014-04-29,135.1448475157634,135.1448475157634,128.94039853130425,131.64610290527344,19672.0
2014-04-30,131.6461027114096,131.78604680105184,126.14140265715476,130.29324340820312,25114.0
2014-05-02,137.15078384225555,141.7224709424263,131.36619580639834,132.2991943359375,53270.0
2014-05-05,133.27886486262867,134.3518076317828,130.6198129753444,131.13296508789062,13561.0
2014-05-06,129.68679025945866,142.2822698889744,128.8004445402226,139.3899688720703,69145.0
2014-05-07,139.9498200525928,142.74881645364465,135.75132545101502,136.5910186767578,26570.0
2014-05-08,136.21775964890332,137.15075800266294,134.3517629413841,134.9582061767578,20690.0
2014-05-09,135.28480814121568,140.8361474211037,133.65206045675274,135.47140502929688,31184.0
2014-05-12,135.28480429910007,137.15080159977734,130.75975515038593,131.03965759277344,26936.0
2014-05-13,130.1533220812146,134.11856666074982,129.82676683303353,131.69276428222656,27296.0
2014-05-14,131.5528106689453,135.28480529785156,131.5528106689453,134.351806640625,7830.0
2014-05-15,136.1711150712919,137.05746071337052,132.01927499471503,133.1388702392578,30380.0
2014-05-16,133.4187898519652,136.03118858446405,129.22029646501522,133.23219299316406,42566.0
2014-05-19,132.48575409616976,154.87771253495902,131.22620073941837,151.0524139404297,111497.0
2014-05-20,146.57404645254618,174.47069141783288,144.61474422333742,167.7997589111328,205385.0
2014-05-21,171.6250343336486,172.51137987082632,163.27470240099677,169.10594177246094,49977.0
2014-05-22,168.8727744198611,171.158618519142,164.11447508141407,165.74722290039062,35029.0
2014-05-23,165.14074328251718,172.32482926729588,164.30105028243156,165.37399291992188,31359.0
2014-05-26,165.37397046716632,172.55805547656476,158.60973190080833,159.4027862548828,27615.0
2014-05-27,153.15172665147318,160.94227127440018,150.67928585980076,157.86337280273438,33223.0
2014-05-28,156.74376852969223,160.3824574617027,152.7785243853399,153.15171813964844,13070.0
2014-05-29,151.3323587070195,158.0499452752148,151.3323587070195,153.57156372070312,15138.0
2014-05-30,153.01177032491918,156.69711194582507,147.41377872766603,153.80482482910156,37912.0
2014-06-02,153.94475113617293,156.46384421657032,151.61225490683697,155.99734497070312,8308.0
2014-06-03,156.044019702396,164.20775765394134,156.044019702396,156.8837127685547,12682.0
2014-06-04,155.81080134869305,163.2747918324628,155.81080134869305,162.57504272460938,24071.0
2014-06-05,162.85491189826843,170.73874738659308,162.85491189826843,165.18740844726562,35710.0
2014-06-06,165.1407110637723,172.1381988207118,160.75562158337527,168.9193572998047,31133.0
2014-06-09,172.55810063043748,179.88214586164165,168.87275874273018,177.87619018554688,128778.0
2014-06-10,179.13570861279456,180.06870709515286,171.34516559053188,178.01611328125,85025.0
2014-06-11,178.01612255694943,178.9024683140883,172.60472823002002,176.29006958007812,19693.0
2014-06-12,175.40369249905896,179.13568595648576,165.42061284772734,167.05335998535156,41515.0
2014-06-13,167.4732374307696,171.15857880549814,160.94224767023815,162.90155029296875,62137.0
2014-06-16,159.68267439262567,162.9015303409301,153.01174136313273,159.4027862548828,62745.0
2014-06-17,159.35611741530406,166.72679851866948,158.60971590493705,165.32730102539062,35618.0
2014-06-18,168.03302309864893,171.62505851573655,162.80822619106988,165.0007781982422,82545.0
2014-06-19,164.2076838208077,169.57242349108975,164.2076838208077,166.72677612304688,11537.0
2014-06-20,164.02113711186212,165.98042539569192,156.27724681067463,158.28318786621094,21560.0
2014-06-23,156.83706864150344,160.28916057651185,154.03807287207573,158.3765106201172,11446.0
2014-06-24,160.28917017904433,160.28917017904433,152.03212647000186,156.6504669189453,41918.0
2014-06-25,156.74375315703043,158.65640299224404,151.14576197285078,154.5045623779297,93177.0
2014-06-26,155.81075357707888,160.0092469369403,152.68520282572211,153.9914093017578,63556.0
2014-06-27,157.58345504783853,159.4028136746824,153.94476626700796,156.93035888671875,15700.0
2014-06-30,157.11693376161037,161.87523156560215,156.04399123542916,161.1288299560547,29295.0
2014-07-01,159.5427684762765,171.48515399313166,153.94477659991594,157.07032775878906,89316.0
2014-07-02,157.0702670951417,165.14069657203004,155.8107137148532,158.00326538085938,44634.0
2014-07-03,162.99483897983697,162.99483897983697,157.30355653631608,158.14324951171875,55402.0
2014-07-04,162.24844106531572,174.75063009355827,158.79634930068883,172.7446746826172,126330.0
2014-07-07,176.38340182603815,187.5327331115006,173.72434991570609,177.4563446044922,331433.0
2014-07-08,178.80920100104157,179.60225561651802,166.07377402462444,169.71246337890625,110605.0
2014-07-09,165.23406883309508,175.87024789165224,164.20776460971246,169.3859100341797,31516.0
2014-07-10,170.7387326820053,175.40372537823495,164.3476869935995,165.70054626464844,45938.0
2014-07-11,165.70050299137435,168.21959554218284,156.9769632330371,159.96255493164062,31149.0
2014-07-14,160.89560114084546,162.3417517769488,157.02366275567925,159.12290954589844,18539.0
2014-07-15,159.54273986816406,162.99483139229508,158.60974138940287,159.54273986816406,8992.0
2014-07-16,158.70304967991345,165.65388561975794,158.70304967991345,164.30104064941406,10419.0
2014-07-17,164.67528025267845,170.1020821163978,163.69283964577852,168.55824279785156,14540.0
2014-07-18,167.48222471087166,169.11962076251427,162.42969403373013,166.54656982421875,18914.0
2014-07-21,166.54658727499563,171.22486219845058,166.54658727499563,167.71615600585938,10943.0
2014-07-22,167.7161685845652,170.66347629660495,165.98520102227957,168.37112426757812,17188.0
2014-07-23,167.10804596341367,169.82144068226071,162.9911539867543,166.2191619873047,15727.0
2014-07-24,165.6109383400912,175.9031435476675,164.72206892755668,168.511474609375,15101.0
2014-07-25,171.22489154451517,171.22489154451517,161.3069412961782,162.6168670654297,10410.0
2014-07-28,162.3829492437765,162.80399119319364,157.14327485091104,160.27772521972656,14793.0
2014-07-30,160.37129087774824,160.41807649177267,154.4766747117603,155.88015747070312,12718.0
2014-07-31,155.31870909479397,161.58759389563755,155.31870909479397,159.2952423095703,12482.0
2014-08-01,160.83912491026973,162.6168783756928,154.85093727623476,156.95616149902344,16693.0
2014-08-04,154.85095690194547,159.80993299951604,154.38312923758917,157.47079467773438,38071.0
2014-08-05,157.23682958875744,166.35946606986607,156.25438895847628,165.75128173828125,34157.0
2014-08-06,163.73965534800487,167.48227604167357,161.30694618633427,161.91513061523438,11621.0
2014-08-07,159.99700483266594,178.80367602378175,159.10813543898803,172.8154754638672,112850.0
2014-08-08,169.35356112365685,171.13129997715322,160.65196645362334,166.64016723632812,38471.0
2014-08-11,171.2248818704666,172.16053696265493,165.84486509038362,171.27166748046875,18443.0
2014-08-12,173.09617035590853,174.03182533080533,162.47648068004506,169.25997924804688,41514.0
2014-08-13,168.41791744335185,173.0961929278894,167.48226234644434,170.94418334960938,30867.0
2014-08-14,168.41793665188868,176.83883348448313,168.41793665188868,175.38856506347656,72831.0
2014-08-18,170.7570464087392,182.2656063645564,170.7570464087392,179.59898376464844,48989.0
2014-08-19,178.71014338925923,179.08439975886944,175.80960655540133,177.82127380371094,49027.0
2014-08-20,174.12541774938657,182.35917110986665,174.12541774938657,180.9556884765625,37722.0
2014-08-21,180.5814169263156,185.25969197622013,178.80367811813682,182.17202758789065,79900.0
2014-08-22,176.8387939453125,182.9673370141536,174.96748395647322,180.11358642578125,296228.0
2014-08-25,179.64578552158414,187.1778121970226,175.9967362139627,176.55812072753906,34559.0
2014-08-26,176.37097934624214,177.54054817479815,169.82139390632864,172.58157348632812,30172.0
2014-08-27,171.92659963448247,176.3709607134691,169.21320594967534,172.95582580566406,35794.0
2014-08-28,171.22487301068165,174.0318381420043,170.80383109637583,173.5640106201172,8007.0
2014-09-01,172.16054683195858,174.96751226943616,168.27758368756704,169.86819458007812,29744.0
2014-09-02,169.9149572593888,188.5344864374651,166.6401646909961,176.97914123535156,3164519.0
2014-09-03,182.82697839948275,203.3646167464381,178.7101021753383,181.65740966796875,2093197.0
2014-09-04,183.43518696094665,191.4818123315587,178.7101258054618,188.44093322753903,488335.0
2014-09-05,187.22457838244267,191.1075410703951,185.11935455180185,186.61639404296875,181472.0
2014-09-08,186.19534301757807,191.80927295780663,181.9848955624068,186.19534301757807,281444.0
2014-09-09,188.76839375808893,191.76248686317177,185.72751504823125,186.8035125732422,96299.0
2014-09-10,186.1953421257048,189.93796206793,182.9205496762577,184.09011840820312,116083.0
2014-09-11,185.25970933116903,195.36478724098924,184.51118239767055,189.70407104492188,228529.0
2014-09-12,190.8736758728265,203.8325071269398,190.4058482358833,201.3530120849609,483253.0
2014-09-15,201.1657790789394,202.84996054987585,197.0021181347904,198.26524353027344,135915.0
2014-09-16,199.1074130714968,206.77978222631097,178.28908658038628,186.5696258544922,303889.0
2014-09-17,188.066658667886,195.31798505930945,188.066658667886,190.0315399169922,92015.0
2014-09-18,190.7800779705991,202.10151091309044,190.12512222581068,197.3764495849609,159077.0
2014-09-19,198.35889891756332,199.94950987424517,191.80931263254948,194.1952362060547,79865.0
2014-09-22,194.52265900067576,199.94946058298711,192.51100656268864,197.56353759765625,147857.0
2014-09-23,199.4816909889681,203.4114400760999,193.0256756513205,197.0489959716797,658477.0
2014-09-24,197.00218297776985,200.04306203451517,190.6397254805715,195.45834350585935,1033662.0
2014-09-25,196.4408051303004,198.31211551835173,187.1310388051378,188.1134796142578,82397.0
2014-09-26,187.83274492227503,191.71570753740508,183.5755117336504,188.815185546875,81047.0
2014-09-29,188.81522100977708,191.5286153616655,187.2246100353265,188.1134796142578,29721.0
2014-09-30,187.59884523414075,192.51103444850105,185.2597075130168,186.10179138183597,41753.0
2014-10-01,187.59881747300457,189.3297848412708,182.63984338266505,183.62228393554688,31906.0
2014-10-07,187.03747258778,187.03747258778,178.71014684855504,179.55223083496094,40590.0
2014-10-08,177.86801759334122,182.6398494301153,177.86801759334122,181.98489379882807,51268.0
2014-10-09,180.72178398623703,187.1310273849576,180.72178398623703,185.9146728515625,26942.0
2014-10-10,184.04334381769647,185.2129126196353,180.9089079946783,181.75099182128903,26105.0
2014-10-13,181.5171125058622,182.92059533451575,177.35344963624974,179.55223083496094,31220.0
2014-10-14,177.91479325937277,181.75098448568568,176.8387957158023,178.56976318359375,39168.0
2014-10-15,178.56976318359375,178.56976318359375,178.56976318359375,178.56976318359375,0.0
2014-10-16,174.96752421164112,184.7919039133643,174.96752421164112,180.2071990966797,52453.0
2014-10-17,180.3943182171733,187.03746130591475,174.12543148271183,176.74525451660156,60374.0
2014-10-20,178.7101442632877,180.3007552573584,173.4236980626206,175.9967498779297,37410.0
