Date,Open,Close,High,Low,Volume
2016-05-30,1007.9765617490411,1028.8150634765625,1030.9808858285999,1007.5863269206443,1349464
2016-05-31,1030.2198652979182,1002.6692504882812,1032.9515088801475,999.7815510959343,3722608
2016-06-01,1003.3720604103163,1027.7032470703125,1032.171418086606,1003.2940324766216,1911942
2016-06-02,1014.6110267568517,1034.1812744140625,1035.8008068701022,1014.6110267568517,1408756
2016-06-03,1034.668664327204,1026.14208984375,1037.2442524987148,1022.6104453246359,1554922
2016-06-06,1033.2196970319976,1030.0654296875,1040.5139402661484,1026.3985746474016,1322026
2016-06-07,1030.6572646487627,1037.419189453125,1040.5143540199253,1030.2629810739163,1202194
2016-06-08,1031.9386063687336,1030.3023681640625,1036.394029671664,1027.3057747229861,938266
2016-06-09,1033.9689751458407,1016.1671142578125,1033.9689751458407,1007.4731441396945,1562138
2016-06-10,1011.7315919449403,1007.690185546875,1026.4186542208363,1006.68474323962,1396832
2016-06-13,1001.479884231142,1004.2398681640625,1006.7436063788805,992.805649013392,1029978
2016-06-14,1008.9512051722822,999.4490356445312,1008.9512051722822,992.9038945296842,977570
2016-06-15,997.5369875157287,1008.12353515625,1011.2974394716882,994.3827203615288,1270844
2016-06-16,1003.668320257954,1008.6954345703125,1011.2188103091331,992.1946326172664,1145070
2016-06-17,1008.97131305551,1026.162109375,1029.079768298117,1008.97131305551,1878988
2016-06-20,1026.1620931137782,1048.5179443359375,1051.9481909237857,1021.9038128189376,1872838
2016-06-21,1050.1742921399739,1045.3245849609375,1050.7657174969138,1041.4605867101345,1027690
2016-06-22,1044.8508739239883,1051.8099365234375,1055.7725034294922,1037.6552028111155,1761712
2016-06-23,1046.8222517233862,1043.0174560546875,1048.5965267263073,1035.1120559562237,1397014
2016-06-24,1011.3960095371975,1014.86572265625,1022.4556779901671,991.2875564447417,3766586
2016-06-27,1004.2397608109633,984.0722045898438,1004.2397608109633,978.8675870070864,4272566
2016-06-28,984.0723897859926,971.4946899414062,986.8520111073482,969.3063975360046,4499524
2016-06-29,975.8514598496002,986.8519287109375,990.6370880291397,972.0269299459461,2531264
2016-06-30,994.382646307941,1006.6448974609375,1010.5087974286049,985.846449961832,5121812
2016-07-01,1010.1540931101358,986.043701171875,1011.179268477016,983.4808590152724,2197296
