date,spot,next_spot,return_pct,actual_up,p_oi,oi_action,oi_conviction,oi_participated,oi_correct,year
2021-10-06,17646.0,17790.349609375,0.818,True,0.0657,BUY_PE,high,True,False,2021
2021-10-07,17790.349609375,17895.19921875,0.589,True,0.5653,SMALL_CE,moderate,True,True,2021
2021-10-08,17895.19921875,17945.94921875,0.284,True,0.4394,SMALL_PE,moderate,True,False,2021
2021-10-11,17945.94921875,17991.94921875,0.256,True,0.6198,SMALL_CE,moderate,True,True,2021
2021-10-12,17991.94921875,18161.75,0.944,True,0.1931,BUY_PE,high,True,False,2021
2021-10-13,18161.75,18338.55078125,0.973,True,0.6107,SMALL_CE,moderate,True,True,2021
2021-10-14,18338.55078125,18477.05078125,0.755,True,0.5219,NO_TRADE,none,False,,2021
2021-10-18,18477.05078125,18418.75,-0.316,False,0.1862,BUY_PE,high,True,True,2021
2021-10-19,18418.75,18266.599609375,-0.826,False,0.2673,BUY_PE,high,True,True,2021
2021-10-20,18266.599609375,18178.099609375,-0.484,False,0.1992,BUY_PE,high,True,True,2021
2021-10-21,18178.099609375,18114.900390625,-0.348,False,0.5051,NO_TRADE,none,False,,2021
2021-10-22,18114.900390625,18125.400390625,0.058,True,0.2138,BUY_PE,high,True,False,2021
2021-10-25,18125.400390625,18268.400390625,0.789,True,0.05,BUY_PE,high,True,False,2021
2021-10-26,18268.400390625,18210.94921875,-0.314,False,0.5405,NO_TRADE,none,False,,2021
2021-10-27,18210.94921875,17857.25,-1.942,False,0.1736,BUY_PE,high,True,True,2021
2021-10-28,17857.25,17671.650390625,-1.039,False,0.2182,BUY_PE,high,True,True,2021
2021-10-29,17671.650390625,17929.650390625,1.46,True,0.272,BUY_PE,high,True,False,2021
2021-11-01,17929.650390625,17888.94921875,-0.227,False,0.5143,NO_TRADE,none,False,,2021
2021-11-02,17888.94921875,17829.19921875,-0.334,False,0.05,BUY_PE,high,True,True,2021
2021-11-03,17829.19921875,17916.80078125,0.491,True,0.4888,NO_TRADE,none,False,,2021
2021-11-04,17916.80078125,18068.55078125,0.847,True,0.5981,SMALL_CE,moderate,True,True,2021
2021-11-08,18068.55078125,18044.25,-0.134,False,0.5617,SMALL_CE,moderate,True,False,2021
2021-11-09,18044.25,18017.19921875,-0.15,False,0.0962,BUY_PE,high,True,True,2021
2021-11-10,18017.19921875,17873.599609375,-0.797,False,0.193,BUY_PE,high,True,True,2021
2021-11-11,17873.599609375,18102.75,1.282,True,0.129,BUY_PE,high,True,False,2021
2021-11-12,18102.75,18109.44921875,0.037,False,0.5188,NO_TRADE,none,False,,2021
2021-11-15,18109.44921875,17999.19921875,-0.609,False,0.1924,BUY_PE,high,True,True,2021
2021-11-16,17999.19921875,17898.650390625,-0.559,False,0.1158,BUY_PE,high,True,True,2021
2021-11-17,17898.650390625,17764.80078125,-0.748,False,0.1252,BUY_PE,high,True,True,2021
2021-11-18,17764.80078125,17416.55078125,-1.96,False,0.5019,NO_TRADE,none,False,,2021
2021-11-22,17416.55078125,17503.349609375,0.498,True,0.2982,BUY_PE,high,True,False,2021
2021-11-23,17503.349609375,17415.05078125,-0.504,False,0.4713,NO_TRADE,none,False,,2021
2021-11-24,17415.05078125,17536.25,0.696,True,0.1944,BUY_PE,high,True,False,2021
2021-11-25,17536.25,17026.44921875,-2.907,False,0.5672,SMALL_CE,moderate,True,False,2021
2021-11-26,17026.44921875,17053.94921875,0.162,True,0.1182,BUY_PE,high,True,False,2021
2021-11-29,17053.94921875,16983.19921875,-0.415,False,0.2915,BUY_PE,high,True,True,2021
2021-11-30,16983.19921875,17166.900390625,1.082,True,0.1108,BUY_PE,high,True,False,2021
2021-12-01,17166.900390625,17401.650390625,1.367,True,0.544,NO_TRADE,none,False,,2021
2021-12-02,17401.650390625,17196.69921875,-1.178,False,0.5726,SMALL_CE,moderate,True,False,2021
2021-12-03,17196.69921875,16912.25,-1.654,False,0.0986,BUY_PE,high,True,True,2021
2021-12-06,16912.25,17176.69921875,1.564,True,0.2812,BUY_PE,high,True,False,2021
2021-12-07,17176.69921875,17469.75,1.706,True,0.3694,SMALL_PE,moderate,True,False,2021
2021-12-08,17469.75,17516.849609375,0.27,True,0.5475,NO_TRADE,none,False,,2021
2021-12-09,17516.849609375,17511.30078125,-0.032,False,0.5116,NO_TRADE,none,False,,2021
2021-12-10,17511.30078125,17368.25,-0.817,False,0.183,BUY_PE,high,True,True,2021
2021-12-13,17368.25,17324.900390625,-0.25,False,0.185,BUY_PE,high,True,True,2021
2021-12-14,17324.900390625,17221.400390625,-0.597,False,0.1676,BUY_PE,high,True,True,2021
2021-12-15,17221.400390625,17248.400390625,0.157,True,0.1992,BUY_PE,high,True,False,2021
2021-12-16,17248.400390625,16985.19921875,-1.526,False,0.461,NO_TRADE,none,False,,2021
2021-12-17,16985.19921875,16614.19921875,-2.184,False,0.1701,BUY_PE,high,True,True,2021
2021-12-20,16614.19921875,16770.849609375,0.943,True,0.1783,BUY_PE,high,True,False,2021
2021-12-21,16770.849609375,16955.44921875,1.101,True,0.564,SMALL_CE,moderate,True,True,2021
2021-12-22,16955.44921875,17072.599609375,0.691,True,0.5047,NO_TRADE,none,False,,2021
2021-12-23,17072.599609375,17003.75,-0.403,False,0.5787,SMALL_CE,moderate,True,False,2021
2021-12-24,17003.75,17086.25,0.485,True,0.2515,BUY_PE,high,True,False,2021
2021-12-27,17086.25,17233.25,0.86,True,0.5827,SMALL_CE,moderate,True,True,2021
2021-12-28,17233.25,17213.599609375,-0.114,False,0.5736,SMALL_CE,moderate,True,False,2021
2021-12-29,17213.599609375,17203.94921875,-0.056,False,0.3133,BUY_PE,high,True,True,2021
2021-12-30,17203.94921875,17354.05078125,0.872,True,0.6469,SMALL_CE,moderate,True,True,2021
2021-12-31,17354.05078125,17625.69921875,1.565,True,0.6088,SMALL_CE,moderate,True,True,2021
2022-01-03,17625.69921875,17805.25,1.019,True,0.4421,SMALL_PE,moderate,True,False,2022
2022-01-04,17805.25,17925.25,0.674,True,0.4838,NO_TRADE,none,False,,2022
2022-01-05,17925.25,17745.900390625,-1.001,False,0.4665,NO_TRADE,none,False,,2022
2022-01-06,17745.900390625,17812.69921875,0.376,True,0.1294,BUY_PE,high,True,False,2022
2022-01-07,17812.69921875,18003.30078125,1.07,True,0.2652,BUY_PE,high,True,False,2022
2022-01-10,18003.30078125,18055.75,0.291,True,0.5533,SMALL_CE,moderate,True,True,2022
2022-01-11,18055.75,18212.349609375,0.867,True,0.1428,BUY_PE,high,True,False,2022
2022-01-12,18212.349609375,18257.80078125,0.25,True,0.589,SMALL_CE,moderate,True,True,2022
2022-01-13,18257.80078125,18255.75,-0.011,False,0.5856,SMALL_CE,moderate,True,False,2022
2022-01-14,18255.75,18308.099609375,0.287,True,0.2091,BUY_PE,high,True,False,2022
2022-01-17,18308.099609375,18113.05078125,-1.065,False,0.593,SMALL_CE,moderate,True,False,2022
2022-01-18,18113.05078125,17938.400390625,-0.964,False,0.2111,BUY_PE,high,True,True,2022
2022-01-19,17938.400390625,17757.0,-1.011,False,0.0943,BUY_PE,high,True,True,2022
2022-01-20,17757.0,17617.150390625,-0.788,False,0.1734,BUY_PE,high,True,True,2022
2022-01-21,17617.150390625,17149.099609375,-2.657,False,0.2133,BUY_PE,high,True,True,2022
2022-01-24,17149.099609375,17277.94921875,0.751,True,0.3161,BUY_PE,high,True,False,2022
2022-01-25,17277.94921875,17110.150390625,-0.971,False,0.3124,BUY_PE,high,True,True,2022
2022-01-27,17110.150390625,17101.94921875,-0.048,False,0.1857,BUY_PE,high,True,False,2022
2022-01-28,17101.94921875,17339.849609375,1.391,True,0.5216,NO_TRADE,none,False,,2022
2022-01-31,17339.849609375,17576.849609375,1.367,True,0.4509,NO_TRADE,none,False,,2022
2022-02-01,17576.849609375,17780.0,1.156,True,0.3285,SMALL_PE,moderate,True,False,2022
2022-02-02,17780.0,17560.19921875,-1.236,False,0.4072,SMALL_PE,moderate,True,True,2022
2022-02-03,17560.19921875,17516.30078125,-0.25,False,0.1749,BUY_PE,high,True,True,2022
2022-02-04,17516.30078125,17213.599609375,-1.728,False,0.0855,BUY_PE,high,True,True,2022
2022-02-07,17213.599609375,17266.75,0.309,True,0.1992,BUY_PE,high,True,False,2022
2022-02-08,17266.75,17463.80078125,1.141,True,0.0871,BUY_PE,high,True,False,2022
2022-02-09,17463.80078125,17605.849609375,0.813,True,0.5227,NO_TRADE,none,False,,2022
2022-02-10,17605.849609375,17374.75,-1.313,False,0.6418,SMALL_CE,moderate,True,False,2022
2022-02-11,17374.75,16842.80078125,-3.062,False,0.2843,BUY_PE,high,True,True,2022
2022-02-14,16842.80078125,17352.44921875,3.026,True,0.2728,BUY_PE,high,True,False,2022
2022-02-15,17352.44921875,17322.19921875,-0.174,False,0.347,SMALL_PE,moderate,True,True,2022
2022-02-16,17322.19921875,17304.599609375,-0.102,False,0.1833,BUY_PE,high,True,True,2022
2022-02-17,17304.599609375,17276.30078125,-0.164,False,0.5784,SMALL_CE,moderate,True,False,2022
2022-02-18,17276.30078125,17206.650390625,-0.403,False,0.2469,BUY_PE,high,True,True,2022
2022-02-21,17206.650390625,17092.19921875,-0.665,False,0.2883,BUY_PE,high,True,True,2022
2022-02-22,17092.19921875,17063.25,-0.169,False,0.145,BUY_PE,high,True,True,2022
2022-02-23,17063.25,16247.9501953125,-4.778,False,0.181,BUY_PE,high,True,True,2022
2022-02-24,16247.9501953125,16658.400390625,2.526,True,0.4578,NO_TRADE,none,False,,2022
2022-02-25,16658.400390625,16793.900390625,0.813,True,0.5376,NO_TRADE,none,False,,2022
2022-02-28,16793.900390625,16605.94921875,-1.119,False,0.1438,BUY_PE,high,True,True,2022
2022-03-02,16605.94921875,16498.05078125,-0.65,False,0.05,BUY_PE,high,True,True,2022
2022-03-03,16498.05078125,16245.349609375,-1.532,False,0.2137,BUY_PE,high,True,True,2022
2022-03-04,16245.349609375,15863.150390625,-2.353,False,0.2319,BUY_PE,high,True,True,2022
2022-03-07,15863.150390625,16013.4501953125,0.947,True,0.2726,BUY_PE,high,True,False,2022
2022-03-08,16013.4501953125,16345.349609375,2.073,True,0.1391,BUY_PE,high,True,False,2022
2022-03-09,16345.349609375,16594.900390625,1.527,True,0.4203,SMALL_PE,moderate,True,False,2022
2022-03-10,16594.900390625,16630.44921875,0.214,True,0.3955,SMALL_PE,moderate,True,False,2022
2022-03-11,16630.44921875,16871.30078125,1.448,True,0.05,BUY_PE,high,True,False,2022
2022-03-14,16871.30078125,16663.0,-1.235,False,0.3887,SMALL_PE,moderate,True,True,2022
2022-03-15,16663.0,16975.349609375,1.875,True,0.2045,BUY_PE,high,True,False,2022
2022-03-16,16975.349609375,17287.05078125,1.836,True,0.2579,BUY_PE,high,True,False,2022
2022-03-17,17287.05078125,17117.599609375,-0.98,False,0.4773,NO_TRADE,none,False,,2022
2022-03-21,17117.599609375,17315.5,1.156,True,0.2333,BUY_PE,high,True,False,2022
2022-03-22,17315.5,17245.650390625,-0.403,False,0.4767,NO_TRADE,none,False,,2022
2022-03-23,17245.650390625,17222.75,-0.133,False,0.0687,BUY_PE,high,True,True,2022
2022-03-24,17222.75,17153.0,-0.405,False,0.5531,SMALL_CE,moderate,True,False,2022
2022-03-25,17153.0,17222.0,0.402,True,0.2629,BUY_PE,high,True,False,2022
2022-03-28,17222.0,17325.30078125,0.6,True,0.2236,BUY_PE,high,True,False,2022
2022-03-29,17325.30078125,17498.25,0.998,True,0.587,SMALL_CE,moderate,True,True,2022
2022-03-30,17498.25,17464.75,-0.191,False,0.5377,NO_TRADE,none,False,,2022
2022-03-31,17464.75,17670.44921875,1.178,True,0.2389,BUY_PE,high,True,False,2022
2022-04-01,17670.44921875,18053.400390625,2.167,True,0.5726,SMALL_CE,moderate,True,True,2022
2022-04-04,18053.400390625,17957.400390625,-0.532,False,0.5211,NO_TRADE,none,False,,2022
2022-04-05,17957.400390625,17807.650390625,-0.834,False,0.2816,BUY_PE,high,True,True,2022
2022-04-06,17807.650390625,17639.55078125,-0.944,False,0.1917,BUY_PE,high,True,True,2022
2022-04-07,17639.55078125,17784.349609375,0.821,True,0.1521,BUY_PE,high,True,False,2022
2022-04-08,17784.349609375,17674.94921875,-0.615,False,0.5408,NO_TRADE,none,False,,2022
2022-04-11,17674.94921875,17530.30078125,-0.818,False,0.2389,BUY_PE,high,True,True,2022
2022-04-12,17530.30078125,17475.650390625,-0.312,False,0.05,BUY_PE,high,True,True,2022
2022-04-13,17475.650390625,17173.650390625,-1.728,False,0.0888,BUY_PE,high,True,True,2022
2022-04-18,17173.650390625,16958.650390625,-1.252,False,0.1533,BUY_PE,high,True,True,2022
2022-04-19,16958.650390625,17136.55078125,1.049,True,0.3267,SMALL_PE,moderate,True,False,2022
2022-04-20,17136.55078125,17392.599609375,1.494,True,0.3546,SMALL_PE,moderate,True,False,2022
2022-04-21,17392.599609375,17171.94921875,-1.269,False,0.6566,SMALL_CE,moderate,True,False,2022
2022-04-22,17171.94921875,16953.94921875,-1.27,False,0.2537,BUY_PE,high,True,True,2022
2022-04-25,16953.94921875,17200.80078125,1.456,True,0.227,BUY_PE,high,True,False,2022
2022-04-26,17200.80078125,17038.400390625,-0.944,False,0.5093,NO_TRADE,none,False,,2022
2022-04-27,17038.400390625,17245.05078125,1.213,True,0.1212,BUY_PE,high,True,False,2022
2022-04-28,17245.05078125,17102.55078125,-0.826,False,0.617,SMALL_CE,moderate,True,False,2022
2022-04-29,17102.55078125,17069.099609375,-0.196,False,0.2987,BUY_PE,high,True,True,2022
2022-05-02,17069.099609375,16677.599609375,-2.294,False,0.1759,BUY_PE,high,True,True,2022
2022-05-04,16677.599609375,16682.650390625,0.03,False,0.1777,BUY_PE,high,True,False,2022
2022-05-05,16682.650390625,16411.25,-1.627,False,0.5934,SMALL_CE,moderate,True,False,2022
2022-05-06,16411.25,16301.849609375,-0.667,False,0.2397,BUY_PE,high,True,True,2022
2022-05-09,16301.849609375,16240.0498046875,-0.379,False,0.2269,BUY_PE,high,True,True,2022
2022-05-10,16240.0498046875,16167.099609375,-0.449,False,0.1991,BUY_PE,high,True,True,2022
2022-05-11,16167.099609375,15808.0,-2.221,False,0.1493,BUY_PE,high,True,True,2022
2022-05-12,15808.0,15782.150390625,-0.164,False,0.2928,BUY_PE,high,True,True,2022
2022-05-13,15782.150390625,15842.2998046875,0.381,True,0.1208,BUY_PE,high,True,False,2022
2022-05-16,15842.2998046875,16259.2998046875,2.632,True,0.05,BUY_PE,high,True,False,2022
2022-05-17,16259.2998046875,16240.2998046875,-0.117,False,0.43,SMALL_PE,moderate,True,True,2022
2022-05-18,16240.2998046875,15809.400390625,-2.653,False,0.05,BUY_PE,high,True,True,2022
2022-05-19,15809.400390625,16266.150390625,2.889,True,0.3551,SMALL_PE,moderate,True,False,2022
2022-05-20,16266.150390625,16214.7001953125,-0.316,False,0.564,SMALL_CE,moderate,True,False,2022
2022-05-23,16214.7001953125,16125.150390625,-0.552,False,0.3426,SMALL_PE,moderate,True,True,2022
2022-05-24,16125.150390625,16025.7998046875,-0.616,False,0.1323,BUY_PE,high,True,True,2022
2022-05-25,16025.7998046875,16170.150390625,0.901,True,0.0944,BUY_PE,high,True,False,2022
2022-05-26,16170.150390625,16352.4501953125,1.127,True,0.5982,SMALL_CE,moderate,True,True,2022
2022-05-27,16352.4501953125,16661.400390625,1.889,True,0.4839,NO_TRADE,none,False,,2022
2022-05-30,16661.400390625,16584.55078125,-0.461,False,0.4768,NO_TRADE,none,False,,2022
2022-05-31,16584.55078125,16522.75,-0.373,False,0.05,BUY_PE,high,True,True,2022
2022-06-01,16522.75,16628.0,0.637,True,0.1177,BUY_PE,high,True,False,2022
2022-06-02,16628.0,16584.30078125,-0.263,False,0.6318,SMALL_CE,moderate,True,False,2022
2022-06-03,16584.30078125,16569.55078125,-0.089,False,0.1815,BUY_PE,high,True,True,2022
2022-06-06,16569.55078125,16416.349609375,-0.925,False,0.1885,BUY_PE,high,True,True,2022
2022-06-07,16416.349609375,16356.25,-0.366,False,0.1683,BUY_PE,high,True,True,2022
2022-06-08,16356.25,16478.099609375,0.745,True,0.05,BUY_PE,high,True,False,2022
2022-06-09,16478.099609375,16201.7998046875,-1.677,False,0.5648,SMALL_CE,moderate,True,False,2022
2022-06-10,16201.7998046875,15774.400390625,-2.638,False,0.2691,BUY_PE,high,True,True,2022
2022-06-13,15774.400390625,15732.099609375,-0.268,False,0.3571,SMALL_PE,moderate,True,True,2022
2022-06-14,15732.099609375,15692.150390625,-0.254,False,0.143,BUY_PE,high,True,True,2022
2022-06-15,15692.150390625,15360.599609375,-2.113,False,0.1835,BUY_PE,high,True,True,2022
2022-06-16,15360.599609375,15293.5,-0.437,False,0.3207,SMALL_PE,moderate,True,True,2022
2022-06-17,15293.5,15350.150390625,0.37,True,0.231,BUY_PE,high,True,False,2022
2022-06-20,15350.150390625,15638.7998046875,1.88,True,0.05,BUY_PE,high,True,False,2022
2022-06-21,15638.7998046875,15413.2998046875,-1.442,False,0.3937,SMALL_PE,moderate,True,True,2022
2022-06-22,15413.2998046875,15556.650390625,0.93,True,0.1398,BUY_PE,high,True,False,2022
2022-06-23,15556.650390625,15699.25,0.917,True,0.5555,SMALL_CE,moderate,True,True,2022
2022-06-24,15699.25,15832.0498046875,0.846,True,0.477,NO_TRADE,none,False,,2022
2022-06-27,15832.0498046875,15850.2001953125,0.115,True,0.4555,NO_TRADE,none,False,,2022
2022-06-28,15850.2001953125,15799.099609375,-0.322,False,0.0562,BUY_PE,high,True,True,2022
2022-06-29,15799.099609375,15780.25,-0.119,False,0.3508,SMALL_PE,moderate,True,True,2022
2022-06-30,15780.25,15752.0498046875,-0.179,False,0.5221,NO_TRADE,none,False,,2022
2022-07-01,15752.0498046875,15835.349609375,0.529,True,0.1795,BUY_PE,high,True,False,2022
2022-07-04,15835.349609375,15810.849609375,-0.155,False,0.3751,SMALL_PE,moderate,True,True,2022
2022-07-05,15810.849609375,15989.7998046875,1.132,True,0.0643,BUY_PE,high,True,False,2022
2022-07-06,15989.7998046875,16132.900390625,0.895,True,0.464,NO_TRADE,none,False,,2022
2022-07-07,16132.900390625,16220.599609375,0.544,True,0.563,SMALL_CE,moderate,True,True,2022
2022-07-08,16220.599609375,16216.0,-0.028,False,0.1622,BUY_PE,high,True,False,2022
2022-07-11,16216.0,16058.2998046875,-0.972,False,0.3429,SMALL_PE,moderate,True,True,2022
2022-07-12,16058.2998046875,15966.650390625,-0.571,False,0.1041,BUY_PE,high,True,True,2022
2022-07-13,15966.650390625,15938.650390625,-0.175,False,0.1944,BUY_PE,high,True,True,2022
2022-07-14,15938.650390625,16049.2001953125,0.694,True,0.5667,SMALL_CE,moderate,True,True,2022
2022-07-15,16049.2001953125,16278.5,1.429,True,0.5705,SMALL_CE,moderate,True,True,2022
2022-07-18,16278.5,16340.5498046875,0.381,True,0.5093,NO_TRADE,none,False,,2022
2022-07-19,16340.5498046875,16520.849609375,1.103,True,0.3728,SMALL_PE,moderate,True,False,2022
2022-07-20,16520.849609375,16605.25,0.511,True,0.709,BUY_CE,high,True,True,2022
2022-07-21,16605.25,16719.44921875,0.688,True,0.7637,BUY_CE,high,True,True,2022
2022-07-22,16719.44921875,16631.0,-0.529,False,0.6218,SMALL_CE,moderate,True,False,2022
2022-07-25,16631.0,16483.849609375,-0.885,False,0.111,BUY_PE,high,True,True,2022
2022-07-26,16483.849609375,16641.80078125,0.958,True,0.1322,BUY_PE,high,True,False,2022
2022-07-27,16641.80078125,16929.599609375,1.729,True,0.4981,NO_TRADE,none,False,,2022
2022-07-28,16929.599609375,17158.25,1.351,True,0.6589,SMALL_CE,moderate,True,True,2022
2022-07-29,17158.25,17340.05078125,1.06,True,0.5566,SMALL_CE,moderate,True,True,2022
2022-08-01,17340.05078125,17345.44921875,0.031,False,0.4714,NO_TRADE,none,False,,2022
2022-08-02,17345.44921875,17388.150390625,0.246,True,0.095,BUY_PE,high,True,False,2022
2022-08-03,17388.150390625,17382.0,-0.035,False,0.2037,BUY_PE,high,True,False,2022
2022-08-04,17382.0,17397.5,0.089,True,0.1329,BUY_PE,high,True,False,2022
2022-08-05,17397.5,17525.099609375,0.733,True,0.0938,BUY_PE,high,True,False,2022
2022-08-08,17525.099609375,17534.75,0.055,True,0.4157,SMALL_PE,moderate,True,False,2022
2022-08-10,17534.75,17659.0,0.709,True,0.0539,BUY_PE,high,True,False,2022
2022-08-11,17659.0,17698.150390625,0.222,True,0.5521,SMALL_CE,moderate,True,True,2022
2022-08-12,17698.150390625,17825.25,0.718,True,0.1272,BUY_PE,high,True,False,2022
2022-08-16,17825.25,17944.25,0.668,True,0.4232,SMALL_PE,moderate,True,False,2022
2022-08-17,17944.25,17956.5,0.068,True,0.5821,SMALL_CE,moderate,True,True,2022
2022-08-18,17956.5,17758.44921875,-1.103,False,0.1708,BUY_PE,high,True,True,2022
