date,next_date,type,strike,spot,next_spot,dist_pct,entry_prem,exit_prem,pnl_per_unit,wall_held,wall_oi,oi_building,breach_amt,year,month
2021-07-22,2021-07-23,put,34500,34676.9,35034.0,0.51,1.05,116.55,-115.5,True,1093125.0,True,0.0,2021,2021-07
2021-07-23,2021-07-26,put,34000,35034.0,34949.3,2.95,53.25,35.7,17.55,True,1047625.0,True,0.0,2021,2021-07
2021-07-23,2021-07-26,call,36000,35034.0,34949.3,2.76,32.25,16.7,15.55,True,1253100.0,True,0.0,2021,2021-07
2021-07-26,2021-07-27,put,34000,34949.3,34797.0,2.72,35.7,26.7,9.0,True,1372875.0,True,0.0,2021,2021-07
2021-07-26,2021-07-27,call,36000,34949.3,34797.0,3.01,16.7,,,True,1639250.0,True,0.0,2021,2021-07
2021-07-27,2021-07-28,put,34000,34797.0,34532.5,2.29,26.7,22.95,3.75,True,1381600.0,True,0.0,2021,2021-07
2021-07-27,2021-07-28,call,35000,34797.0,34532.5,0.58,136.5,30.95,105.55,True,2068175.0,True,0.0,2021,2021-07
2021-07-28,2021-07-29,put,34000,34532.5,34691.1,1.54,22.95,0.25,22.7,True,1510275.0,True,0.0,2021,2021-07
2021-07-28,2021-07-29,call,35000,34532.5,34691.1,1.35,30.95,0.4,30.55,True,2188700.0,True,0.0,2021,2021-07
2021-07-30,2021-08-02,put,34000,34583.9,34709.6,1.69,101.6,41.55,60.05,True,693275.0,True,0.0,2021,2021-07
2021-07-30,2021-08-02,call,35000,34583.9,34709.6,1.2,128.75,124.8,3.95,True,1323250.0,True,0.0,2021,2021-07
2021-08-02,2021-08-03,put,34500,34709.6,35207.0,0.6,139.5,37.45,102.05,True,1186875.0,True,0.0,2021,2021-08
2021-08-02,2021-08-03,call,35000,34709.6,35207.0,0.84,124.8,324.7,-199.9,False,1944600.0,True,207.0,2021,2021-08
2021-08-03,2021-08-04,put,35000,35207.0,36027.6,0.59,121.3,,,True,1608000.0,True,0.0,2021,2021-08
2021-08-03,2021-08-04,call,35500,35207.0,36027.6,0.83,88.6,547.25,-458.65,False,1310125.0,True,527.6,2021,2021-08
2021-08-04,2021-08-05,put,35500,36027.6,35834.3,1.47,31.3,0.55,30.75,True,1274575.0,True,0.0,2021,2021-08
2021-08-04,2021-08-05,call,37000,36027.6,35834.3,2.7,7.45,0.2,7.25,True,1620875.0,True,0.0,2021,2021-08
2021-08-06,2021-08-09,put,35000,35808.8,36028.5,2.26,72.45,,,True,1141450.0,True,0.0,2021,2021-08
2021-08-06,2021-08-09,call,36000,35808.8,36028.5,0.53,250.5,278.05,-27.55,False,1461600.0,True,28.5,2021,2021-08
2021-08-09,2021-08-10,put,35500,36028.5,36033.7,1.47,78.85,47.4,31.45,True,982500.0,True,0.0,2021,2021-08
2021-08-09,2021-08-10,call,36500,36028.5,36033.7,1.31,94.1,69.85,24.25,True,1135850.0,True,0.0,2021,2021-08
2021-08-10,2021-08-11,put,35500,36033.7,35806.0,1.48,47.4,43.1,4.3,True,999475.0,True,0.0,2021,2021-08
2021-08-10,2021-08-11,call,36500,36033.7,35806.0,1.29,69.85,13.65,56.2,True,1664150.0,True,0.0,2021,2021-08
2021-08-11,2021-08-12,put,35500,35806.0,35936.6,0.85,43.1,0.5,42.6,True,1721100.0,True,0.0,2021,2021-08
2021-08-11,2021-08-12,call,36000,35806.0,35936.6,0.54,88.35,1.9,86.45,True,2496850.0,True,0.0,2021,2021-08
2021-08-13,2021-08-16,call,37000,36168.9,36094.1,2.3,37.05,14.5,22.55,True,933750.0,True,0.0,2021,2021-08
2021-08-16,2021-08-17,put,35500,36094.1,35867.0,1.65,44.55,27.45,17.1,True,931800.0,True,0.0,2021,2021-08
2021-08-16,2021-08-17,call,37000,36094.1,35867.0,2.51,14.5,,,True,1422475.0,True,0.0,2021,2021-08
2021-08-17,2021-08-18,put,35000,35867.0,35554.1,2.42,7.55,0.45,7.1,True,1200925.0,True,0.0,2021,2021-08
2021-08-18,2021-08-20,call,36000,35554.1,35033.4,1.25,0.95,55.1,-54.15,True,1956100.0,True,0.0,2021,2021-08
2021-08-20,2021-08-23,put,34500,35033.4,35124.0,1.52,118.5,57.9,60.6,True,970300.0,True,0.0,2021,2021-08
2021-08-20,2021-08-23,call,36000,35033.4,35124.0,2.76,55.1,30.15,24.95,True,1970100.0,True,0.0,2021,2021-08
2021-08-23,2021-08-24,call,36000,35124.0,35711.7,2.49,30.15,92.8,-62.65,True,1973200.0,True,0.0,2021,2021-08
2021-08-24,2021-08-25,put,35000,35711.7,35585.8,1.99,46.4,23.05,23.35,True,2077325.0,True,0.0,2021,2021-08
2021-08-24,2021-08-25,call,36000,35711.7,35585.8,0.81,92.8,30.85,61.95,True,1814050.0,False,0.0,2021,2021-08
2021-08-25,2021-08-26,put,35000,35585.8,35617.1,1.65,23.05,0.3,22.75,True,2144250.0,True,0.0,2021,2021-08
2021-08-25,2021-08-26,call,36000,35585.8,35617.1,1.16,30.85,0.3,30.55,True,2212950.0,True,0.0,2021,2021-08
2021-08-27,2021-08-30,call,36000,35627.4,36347.2,1.05,139.9,498.65,-358.75,False,969225.0,True,347.2,2021,2021-08
2021-08-30,2021-08-31,put,36000,36347.2,36424.2,0.95,133.55,87.6,45.95,True,1629000.0,True,0.0,2021,2021-08
2021-08-30,2021-08-31,call,37000,36347.2,36424.2,1.8,59.85,43.3,16.55,True,1669875.0,True,0.0,2021,2021-08
2021-08-31,2021-09-01,put,36000,36424.2,36573.9,1.17,87.6,20.25,67.35,True,1549925.0,False,0.0,2021,2021-08
2021-08-31,2021-09-01,call,37000,36424.2,36573.9,1.58,43.3,32.4,10.9,True,1685750.0,True,0.0,2021,2021-08
2021-09-01,2021-09-02,put,36000,36573.9,36830.9,1.57,20.25,0.25,20.0,True,1528775.0,False,0.0,2021,2021-09
2021-09-01,2021-09-02,call,37000,36573.9,36830.9,1.17,32.4,0.5,31.9,True,2052525.0,True,0.0,2021,2021-09
2021-09-03,2021-09-06,put,36000,36760.7,36591.9,2.07,70.4,62.15,8.25,True,1183725.0,True,0.0,2021,2021-09
2021-09-03,2021-09-06,call,37000,36760.7,36591.9,0.65,228.0,143.2,84.8,True,1842450.0,True,0.0,2021,2021-09
2021-09-06,2021-09-07,put,36000,36591.9,36468.4,1.62,62.15,53.65,8.5,True,1455350.0,True,0.0,2021,2021-09
2021-09-06,2021-09-07,call,37000,36591.9,36468.4,1.11,143.2,56.9,86.3,True,2433550.0,True,0.0,2021,2021-09
2021-09-07,2021-09-08,put,36000,36468.4,36767.8,1.28,53.65,13.25,40.4,True,1753325.0,True,0.0,2021,2021-09
2021-09-07,2021-09-08,call,37000,36468.4,36767.8,1.46,56.9,56.2,0.7,True,2221725.0,False,0.0,2021,2021-09
2021-09-08,2021-09-09,put,36500,36767.8,36682.8,0.73,55.7,0.75,54.95,True,1711700.0,True,0.0,2021,2021-09
2021-09-08,2021-09-09,call,37000,36767.8,36682.8,0.63,56.2,0.55,55.65,True,1993400.0,False,0.0,2021,2021-09
2021-09-13,2021-09-14,put,36000,36471.4,36612.6,1.29,76.95,25.75,51.2,True,1024600.0,True,0.0,2021,2021-09
2021-09-13,2021-09-14,call,37000,36471.4,36612.6,1.45,67.7,52.85,14.85,True,1461575.0,True,0.0,2021,2021-09
2021-09-14,2021-09-15,call,37000,36612.6,36851.8,1.06,52.85,77.05,-24.2,True,1669050.0,True,0.0,2021,2021-09
2021-09-15,2021-09-16,put,36500,36851.8,37668.2,0.95,30.4,,,True,1782225.0,False,0.0,2021,2021-09
2021-09-16,2021-09-17,put,37000,37668.2,37811.5,1.77,0.7,88.1,-87.4,True,1180400.0,True,0.0,2021,2021-09
2021-09-16,2021-09-17,call,38000,37668.2,37811.5,0.88,0.8,238.25,-237.45,True,1305600.0,False,0.0,2021,2021-09
2021-09-17,2021-09-20,put,37000,37811.5,37145.3,2.15,88.1,249.95,-161.85,True,1112325.0,True,0.0,2021,2021-09
2021-09-20,2021-09-21,call,38000,37145.3,37235.4,2.3,77.15,54.5,22.65,True,1886275.0,True,0.0,2021,2021-09
2021-09-21,2021-09-22,put,37000,37235.4,36944.2,0.63,127.2,191.0,-63.8,False,1553475.0,True,55.8,2021,2021-09
2021-09-21,2021-09-22,call,38000,37235.4,36944.2,2.05,54.5,20.1,34.4,True,1852975.0,False,0.0,2021,2021-09
2021-09-22,2021-09-23,put,36500,36944.2,37771.3,1.2,49.0,,,True,1586650.0,True,0.0,2021,2021-09
2021-09-22,2021-09-23,call,38000,36944.2,37771.3,2.86,20.1,0.95,19.15,True,1973525.0,True,0.0,2021,2021-09
2021-09-23,2021-09-24,call,38000,37771.3,37829.9,0.61,0.95,301.0,-300.05,True,1627650.0,False,0.0,2021,2021-09
2021-09-24,2021-09-27,put,37000,37829.9,38170.8,2.19,105.3,,,True,1467350.0,True,0.0,2021,2021-09
2021-09-27,2021-09-28,put,37500,38170.8,37944.6,1.76,95.85,78.35,17.5,True,1370125.0,True,0.0,2021,2021-09
2021-09-27,2021-09-28,call,39000,38170.8,37944.6,2.17,60.95,35.9,25.05,True,1529525.0,True,0.0,2021,2021-09
2021-09-28,2021-09-29,put,37000,37944.6,37742.6,2.49,29.8,23.3,6.5,True,1443950.0,False,0.0,2021,2021-09
2021-09-28,2021-09-29,call,39000,37944.6,37742.6,2.78,35.9,,,True,1936925.0,True,0.0,2021,2021-09
2021-09-29,2021-09-30,put,37500,37742.6,37424.7,0.64,73.85,63.5,10.35,False,1848350.0,True,75.3,2021,2021-09
2021-09-29,2021-09-30,call,38000,37742.6,37424.7,0.68,129.85,0.6,129.25,True,2276850.0,True,0.0,2021,2021-09
2021-09-30,2021-10-01,call,38000,37424.7,37225.5,1.54,0.6,126.0,-125.4,True,1453125.0,False,0.0,2021,2021-09
2021-10-01,2021-10-04,put,37000,37225.5,37579.2,0.61,282.15,98.1,184.05,True,1097500.0,True,0.0,2021,2021-10
2021-10-01,2021-10-04,call,38000,37225.5,37579.2,2.08,126.0,142.9,-16.9,True,1516550.0,True,0.0,2021,2021-10
2021-10-04,2021-10-05,put,37000,37579.2,37740.6,1.54,98.1,41.85,56.25,True,1179725.0,True,0.0,2021,2021-10
2021-10-04,2021-10-05,call,38000,37579.2,37740.6,1.12,142.9,124.2,18.7,True,1563625.0,True,0.0,2021,2021-10
2021-10-05,2021-10-06,put,37500,37740.6,37521.1,0.64,131.85,161.6,-29.75,True,1771475.0,True,0.0,2021,2021-10
2021-10-05,2021-10-06,call,38000,37740.6,37521.1,0.69,124.2,37.6,86.6,True,1747375.0,True,0.0,2021,2021-10
2021-10-06,2021-10-07,put,37000,37521.1,37752.8,1.39,37.35,0.25,37.1,True,1395825.0,False,0.0,2021,2021-10
2021-10-06,2021-10-07,call,38000,37521.1,37752.8,1.28,37.6,0.5,37.1,True,2430100.0,True,0.0,2021,2021-10
2021-10-08,2021-10-11,put,37000,37774.8,38293.4,2.05,78.15,,,True,1106575.0,True,0.0,2021,2021-10
2021-10-08,2021-10-11,call,38000,37774.8,38293.4,0.6,246.1,467.8,-221.7,False,1842575.0,True,293.4,2021,2021-10
2021-10-11,2021-10-12,put,38000,38293.4,38521.1,0.77,176.9,91.7,85.2,True,2040750.0,True,0.0,2021,2021-10
2021-10-11,2021-10-12,call,39000,38293.4,38521.1,1.84,54.25,59.4,-5.15,True,1476250.0,False,0.0,2021,2021-10
2021-10-12,2021-10-13,put,38000,38521.1,38635.3,1.35,91.7,28.25,63.45,True,2052600.0,True,0.0,2021,2021-10
2021-10-12,2021-10-13,call,39000,38521.1,38635.3,1.24,59.4,48.6,10.8,True,1459400.0,False,0.0,2021,2021-10
2021-10-13,2021-10-14,put,38000,38635.3,39340.4,1.64,28.25,,,True,1795825.0,False,0.0,2021,2021-10
2021-10-13,2021-10-14,call,39000,38635.3,39340.4,0.94,48.6,321.3,-272.7,False,1665950.0,True,340.4,2021,2021-10
2021-10-18,2021-10-19,put,39000,39684.3,39540.0,1.72,87.15,86.25,0.9,True,1097625.0,True,0.0,2021,2021-10
2021-10-18,2021-10-19,call,40000,39684.3,39540.0,0.8,202.5,122.05,80.45,True,1479475.0,True,0.0,2021,2021-10
2021-10-19,2021-10-20,put,39000,39540.0,39517.7,1.37,86.25,40.0,46.25,True,1071450.0,False,0.0,2021,2021-10
2021-10-19,2021-10-20,call,40000,39540.0,39517.7,1.16,122.05,57.6,64.45,True,2329375.0,True,0.0,2021,2021-10
2021-10-20,2021-10-21,put,39000,39517.7,40029.7,1.31,40.0,,,True,1338375.0,True,0.0,2021,2021-10
2021-10-20,2021-10-21,call,40000,39517.7,40029.7,1.22,57.6,17.85,39.75,False,2357675.0,True,29.7,2021,2021-10
2021-10-21,2021-10-22,call,40500,40029.7,40323.2,1.18,0.65,330.35,-329.7,True,1508050.0,True,0.0,2021,2021-10
2021-10-22,2021-10-25,put,40000,40323.2,41191.9,0.8,223.6,,,True,1276200.0,True,0.0,2021,2021-10
2021-10-25,2021-10-26,call,42000,41191.9,41237.8,1.96,115.35,74.7,40.65,True,1372600.0,True,0.0,2021,2021-10
2021-10-26,2021-10-27,put,41000,41237.8,40873.9,0.58,141.25,214.1,-72.85,False,1613075.0,True,126.1,2021,2021-10
2021-10-26,2021-10-27,call,42000,41237.8,40873.9,1.85,74.7,14.7,60.0,True,1533300.0,True,0.0,2021,2021-10
2021-10-27,2021-10-28,put,40000,40873.9,39508.5,2.14,19.45,428.85,-409.4,False,1448250.0,False,491.5,2021,2021-10
2021-10-27,2021-10-28,call,42000,40873.9,39508.5,2.75,14.7,,,True,2074950.0,True,0.0,2021,2021-10
2021-10-28,2021-10-29,put,39000,39508.5,39115.1,1.29,1.25,324.0,-322.75,True,1421600.0,True,0.0,2021,2021-10
2021-10-28,2021-10-29,call,40500,39508.5,39115.1,2.51,1.85,,,True,1348175.0,True,0.0,2021,2021-10
2021-10-29,2021-11-01,call,40000,39115.1,39763.3,2.26,142.4,234.7,-92.3,True,1230625.0,True,0.0,2021,2021-10
2021-11-01,2021-11-02,put,39500,39763.3,39938.0,0.66,122.95,44.8,78.15,True,1225925.0,True,0.0,2021,2021-11
2021-11-01,2021-11-02,call,41000,39763.3,39938.0,3.11,31.1,11.45,19.65,True,1560700.0,False,0.0,2021,2021-11
2021-11-02,2021-11-03,put,39500,39938.0,39401.6,1.1,44.8,84.55,-39.75,False,1505700.0,True,98.4,2021,2021-11
2021-11-02,2021-11-03,call,41000,39938.0,39401.6,2.66,11.45,,,True,2046850.0,True,0.0,2021,2021-11
2021-11-03,2021-11-04,put,39000,39401.6,39573.2,1.02,1.15,193.65,-192.5,True,1483925.0,True,0.0,2021,2021-11
2021-11-03,2021-11-04,call,40000,39401.6,39573.2,1.52,1.45,219.2,-217.75,True,2021100.0,False,0.0,2021,2021-11
2021-11-04,2021-11-08,put,39000,39573.2,39437.8,1.45,193.65,116.15,77.5,True,959600.0,True,0.0,2021,2021-11
2021-11-04,2021-11-08,call,40000,39573.2,39437.8,1.08,219.2,142.55,76.65,True,1339425.0,True,0.0,2021,2021-11
2021-11-08,2021-11-09,put,39000,39437.8,39368.3,1.11,116.15,104.75,11.4,True,1268050.0,True,0.0,2021,2021-11
2021-11-08,2021-11-09,call,40000,39437.8,39368.3,1.43,142.55,81.8,60.75,True,1702850.0,True,0.0,2021,2021-11
2021-11-09,2021-11-10,put,39000,39368.3,39022.8,0.94,104.75,180.25,-75.5,True,1372750.0,True,0.0,2021,2021-11
2021-11-09,2021-11-10,call,40000,39368.3,39022.8,1.6,81.8,15.3,66.5,True,2026375.0,True,0.0,2021,2021-11
2021-11-10,2021-11-11,put,38500,39022.8,38559.8,1.34,39.55,6.1,33.45,True,1437275.0,True,0.0,2021,2021-11
2021-11-10,2021-11-11,call,40000,39022.8,38559.8,2.5,15.3,,,True,2386050.0,True,0.0,2021,2021-11
2021-11-11,2021-11-12,call,39000,38559.8,38732.9,1.14,0.6,243.45,-242.85,True,1368325.0,False,0.0,2021,2021-11
2021-11-12,2021-11-15,put,38500,38732.9,38701.9,0.6,192.75,170.0,22.75,True,1798075.0,True,0.0,2021,2021-11
2021-11-12,2021-11-15,call,39000,38732.9,38701.9,0.69,243.45,204.7,38.75,True,1477950.0,True,0.0,2021,2021-11
2021-11-15,2021-11-16,put,38500,38701.9,38306.7,0.52,170.0,328.45,-158.45,False,1818000.0,True,193.3,2021,2021-11
2021-11-15,2021-11-16,call,39000,38701.9,38306.7,0.77,204.7,58.75,145.95,True,2826575.0,True,0.0,2021,2021-11
2021-11-16,2021-11-17,put,38000,38306.7,38041.1,0.8,118.95,158.6,-39.65,True,1235300.0,True,0.0,2021,2021-11
2021-11-16,2021-11-17,call,39000,38306.7,38041.1,1.81,58.75,18.85,39.9,True,2540725.0,False,0.0,2021,2021-11
2021-11-17,2021-11-18,put,37500,38041.1,37975.8,1.42,36.8,0.5,36.3,True,1038975.0,True,0.0,2021,2021-11
2021-11-17,2021-11-18,call,39000,38041.1,37975.8,2.52,18.85,0.4,18.45,True,2682550.0,True,0.0,2021,2021-11
2021-11-22,2021-11-23,call,38000,37128.4,37272.4,2.35,80.75,45.6,35.15,True,2425500.0,True,0.0,2021,2021-11
2021-11-23,2021-11-24,put,37000,37272.4,37441.5,0.73,146.4,57.05,89.35,True,1802625.0,True,0.0,2021,2021-11
2021-11-23,2021-11-24,call,38000,37272.4,37441.5,1.95,45.6,26.2,19.4,True,2307650.0,False,0.0,2021,2021-11
2021-11-24,2021-11-25,put,37000,37441.5,37364.3,1.18,57.05,0.9,56.15,True,2119950.0,True,0.0,2021,2021-11
2021-11-24,2021-11-25,call,38000,37441.5,37364.3,1.49,26.2,0.45,25.75,True,2637275.0,True,0.0,2021,2021-11
2021-11-25,2021-11-26,put,37000,37364.3,36025.1,0.97,0.9,1032.15,-1031.25,False,1663850.0,False,974.9,2021,2021-11
2021-11-26,2021-11-29,put,35500,36025.1,35976.0,1.46,243.6,199.5,44.1,True,898175.0,True,0.0,2021,2021-11
2021-11-26,2021-11-29,call,37000,36025.1,35976.0,2.71,120.15,54.6,65.55,True,1694625.0,True,0.0,2021,2021-11
2021-11-29,2021-11-30,put,35500,35976.0,35694.9,1.32,199.5,231.4,-31.9,True,1017600.0,True,0.0,2021,2021-11
2021-11-29,2021-11-30,call,37000,35976.0,35694.9,2.85,54.6,,,True,1683525.0,False,0.0,2021,2021-11
2021-11-30,2021-12-01,put,35000,35694.9,36364.5,1.95,105.25,,,True,1095725.0,False,0.0,2021,2021-11
2021-11-30,2021-12-01,call,36500,35694.9,36364.5,2.26,53.95,150.5,-96.55,True,1839575.0,True,0.0,2021,2021-11
2021-12-01,2021-12-02,put,36000,36364.5,36507.8,1.0,96.15,0.5,95.65,True,1931925.0,True,0.0,2021,2021-12
2021-12-01,2021-12-02,call,37000,36364.5,36507.8,1.75,31.15,0.3,30.85,True,2150075.0,True,0.0,2021,2021-12
2021-12-03,2021-12-06,put,35500,36196.7,35735.5,1.93,175.25,247.3,-72.05,True,1224100.0,True,0.0,2021,2021-12
2021-12-03,2021-12-06,call,37000,36196.7,35735.5,2.22,117.7,,,True,1613475.0,True,0.0,2021,2021-12
2021-12-06,2021-12-07,put,35000,35735.5,36618.0,2.06,119.45,,,True,1138075.0,True,0.0,2021,2021-12
2021-12-06,2021-12-07,call,36500,35735.5,36618.0,2.14,107.3,380.05,-272.75,False,1504150.0,True,118.0,2021,2021-12
2021-12-07,2021-12-08,put,36000,36618.0,37284.3,1.69,105.95,,,True,1892325.0,True,0.0,2021,2021-12
2021-12-07,2021-12-08,call,37000,36618.0,37284.3,1.04,147.2,380.1,-232.9,False,2093525.0,False,284.3,2021,2021-12
2021-12-08,2021-12-09,put,36500,37284.3,37082.0,2.1,26.45,0.25,26.2,True,1894475.0,True,0.0,2021,2021-12
2021-12-08,2021-12-09,call,38000,37284.3,37082.0,1.92,18.9,0.25,18.65,True,1887150.0,False,0.0,2021,2021-12
2021-12-10,2021-12-13,call,38000,37105.2,36924.8,2.41,78.95,46.45,32.5,True,1459975.0,True,0.0,2021,2021-12
2021-12-13,2021-12-14,put,36500,36924.8,36893.5,1.15,139.7,107.85,31.85,True,1081200.0,True,0.0,2021,2021-12
2021-12-13,2021-12-14,call,38000,36924.8,36893.5,2.91,46.45,24.85,21.6,True,1937825.0,True,0.0,2021,2021-12
2021-12-14,2021-12-15,put,36500,36893.5,36789.1,1.07,107.85,97.5,10.35,True,1529675.0,True,0.0,2021,2021-12
2021-12-14,2021-12-15,call,37500,36893.5,36789.1,1.64,75.15,40.1,35.05,True,1981525.0,True,0.0,2021,2021-12
2021-12-15,2021-12-16,put,36500,36789.1,36548.2,0.79,97.5,9.3,88.2,True,1606350.0,True,0.0,2021,2021-12
2021-12-15,2021-12-16,call,37000,36789.1,36548.2,0.57,154.75,0.4,154.35,True,2468450.0,True,0.0,2021,2021-12
2021-12-17,2021-12-20,put,35000,35618.2,34439.5,1.74,166.85,680.45,-513.6,False,949900.0,True,560.5,2021,2021-12
2021-12-17,2021-12-20,call,36000,35618.2,34439.5,1.07,256.4,,,True,1748550.0,True,0.0,2021,2021-12
2021-12-20,2021-12-21,put,34000,34439.5,34607.4,1.28,216.45,89.5,126.95,True,1378850.0,True,0.0,2021,2021-12
2021-12-20,2021-12-21,call,35000,34439.5,34607.4,1.63,163.05,110.9,52.15,True,1576525.0,True,0.0,2021,2021-12
2021-12-21,2021-12-22,put,34000,34607.4,35029.1,1.75,89.5,,,True,1571250.0,True,0.0,2021,2021-12
2021-12-21,2021-12-22,call,35000,34607.4,35029.1,1.13,110.9,201.4,-90.5,False,1720750.0,True,29.1,2021,2021-12
2021-12-22,2021-12-23,put,34500,35029.1,35190.7,1.51,43.0,0.2,42.8,True,1623575.0,True,0.0,2021,2021-12
2021-12-22,2021-12-23,call,36000,35029.1,35190.7,2.77,10.55,0.25,10.3,True,2439325.0,True,0.0,2021,2021-12
2021-12-24,2021-12-27,put,34000,34856.6,35057.5,2.46,118.7,,,True,1231825.0,True,0.0,2021,2021-12
2021-12-24,2021-12-27,call,35500,34856.6,35057.5,1.85,126.75,157.5,-30.75,True,1462650.0,True,0.0,2021,2021-12
2021-12-27,2021-12-28,put,34500,35057.5,35183.4,1.59,154.25,74.7,79.55,True,1808150.0,True,0.0,2021,2021-12
2021-12-27,2021-12-28,call,36000,35057.5,35183.4,2.69,47.75,41.6,6.15,True,2082425.0,True,0.0,2021,2021-12
2021-12-28,2021-12-29,put,35000,35183.4,35045.0,0.52,186.1,171.5,14.6,True,2073025.0,True,0.0,2021,2021-12
2021-12-28,2021-12-29,call,36000,35183.4,35045.0,2.32,41.6,9.2,32.4,True,2361350.0,True,0.0,2021,2021-12
2021-12-29,2021-12-30,put,34000,35045.0,35063.2,2.98,14.25,0.25,14.0,True,1853850.0,False,0.0,2021,2021-12
2021-12-29,2021-12-30,call,35500,35045.0,35063.2,1.3,52.95,0.3,52.65,True,2897600.0,True,0.0,2021,2021-12
2021-12-31,2022-01-03,put,35000,35481.3,36421.5,1.36,183.1,,,True,1291775.0,True,0.0,2021,2021-12
2021-12-31,2022-01-03,call,36000,35481.3,36421.5,1.46,165.7,593.5,-427.8,False,1240700.0,True,421.5,2021,2021-12
2022-01-03,2022-01-04,put,36000,36421.5,36839.7,1.16,148.4,38.55,109.85,True,1634575.0,True,0.0,2022,2022-01
2022-01-03,2022-01-04,call,37000,36421.5,36839.7,1.59,110.95,159.55,-48.6,True,1603775.0,True,0.0,2022,2022-01
2022-01-04,2022-01-05,put,36000,36839.7,37695.5,2.28,38.55,,,True,2044450.0,True,0.0,2022,2022-01
2022-01-05,2022-01-06,put,37000,37695.5,37489.8,1.84,34.15,0.45,33.7,True,2368025.0,True,0.0,2022,2022-01
2022-01-05,2022-01-06,call,38000,37695.5,37489.8,0.81,75.1,0.45,74.65,True,2510450.0,True,0.0,2022,2022-01
