Date,crude_ret_1d,crude_ret_5d,crude_ret_20d,crude_vs_ma50,dxy_ret_1d,dxy_ret_5d,dxy_vs_ma50,vix_level,vix_chg_1d,vix_regime,vix_pctile,ivix_level,ivix_chg_1d,ivix_regime,sp500_ret_1d,sp500_ret_5d,sp500_ret_20d,us10y_level,us10y_chg_1d,us10y_chg_5d,gold_ret_1d,gold_ret_5d,usdinr_level,usdinr_ret_1d,usdinr_ret_5d,dow_ret_1d,dow_ret_5d,hsi_ret_1d,hsi_ret_5d
2006-01-03,0.44345705100337085,0.36426915498835033,5.416531837195437,-1.8741324383583446,-0.7791595912465143,-0.5676697769641859,-0.1086923807628648,11.140000343322754,0.22999954223632812,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.3672692252556953,1.6464290490388223,1.07660084991259,4.369999885559082,-0.01399993896484375,0.05800008773803711,0.6029794862305149,2.562648440383297,44.86000061035156,-0.266782865953763,-1.6007141574713502,0.3018253564988971,1.513448090468028,1.7082233254161583,4.183006125941313
2006-01-04,0.44345705100337085,0.36426915498835033,5.416531837195437,-1.8741324383583446,-0.7791595912465143,-0.5676697769641859,-0.1086923807628648,11.369999885559082,0.22999954223632812,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.3672692252556953,1.6464290490388223,1.07660084991259,4.355999946594238,-0.01399993896484375,0.05800008773803711,0.6029794862305149,2.562648440383297,44.68000030517578,-0.40124900295753774,-1.6007141574713502,0.3018253564988971,1.513448090468028,1.7082233254161583,4.183006125941313
2006-01-05,-0.9933731813421276,0.36426915498835033,5.416531837195437,-1.8741324383583446,0.2131505976073811,-0.5676697769641859,-0.1086923807628648,11.3100004196167,-0.05999946594238281,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.0015720581615585871,1.6464290490388223,1.07660084991259,4.355999946594238,0.0,0.05800008773803711,-1.4234943385579624,2.562648440383297,44.66999816894531,-0.02238615971833502,-1.6007141574713502,0.018382098851521533,1.513448090468028,0.4675660129570103,4.183006125941313
2006-01-06,2.2615036602016803,0.36426915498835033,5.416531837195437,-1.8741324383583446,-0.5373372294801948,-0.5676697769641859,-0.1086923807628648,11.0,-0.3100004196166992,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.9399418040885843,1.6464290490388223,1.07660084991259,4.379000186920166,0.023000240325927734,0.05800008773803711,2.5460810801564593,2.562648440383297,44.290000915527344,-0.8506766711312341,-1.6007141574713502,0.7090434970828285,1.513448090468028,0.4800597430417497,4.183006125941313
2006-01-09,-1.1057453583492527,0.36426915498835033,5.416531837195437,-1.8741324383583446,0.4501986862671892,-0.5676697769641859,-0.1086923807628648,11.130000114440918,0.13000011444091797,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.36563642465448076,1.6464290490388223,1.07660084991259,4.379000186920166,0.0,0.05800008773803711,1.7417015316465,2.562648440383297,44.2599983215332,-0.06774123588609848,-1.6007141574713502,0.47987348085287707,1.513448090468028,1.3228847199912686,4.183006125941313
2006-01-10,-0.20472609152005772,0.36426915498835033,5.416531837195437,-1.8741324383583446,0.08963790594362919,-0.5676697769641859,-0.1086923807628648,10.859999656677246,-0.2700004577636719,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,-0.03566120211651036,1.6464290490388223,1.07660084991259,4.427999973297119,0.048999786376953125,0.05800008773803711,-0.8741555283892977,2.562648440383297,44.18000030517578,-0.18074563802796817,-1.5158276770483758,-0.0029087849384490383,1.513448090468028,0.1445928311100353,4.183006125941313
2006-01-11,0.8994787824391448,0.8199313667250907,5.416531837195437,-1.8741324383583446,-0.38061565019128496,-0.1682763371168794,-0.1086923807628648,10.9399995803833,0.07999992370605469,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.3481544021186611,1.6270706114846156,1.07660084991259,4.458000183105469,0.03000020980834961,0.10200023651123047,0.826749972610985,2.79077780437611,43.91999816894531,-0.5885064156507247,-1.7009895502226091,0.289334966793664,1.5008068197586821,0.5200397802552326,2.965911484850392
2006-01-12,0.0,1.8314981596014857,5.416531837195437,-1.8741324383583446,0.5056799510497978,0.12313960382492883,-0.1086923807628648,11.199999809265137,0.26000022888183594,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,-0.6274239116809244,0.9878504819816225,1.07660084991259,4.409999847412109,-0.048000335693359375,0.053999900817871094,-0.09110787374664309,4.180125500716181,43.93999862670898,0.045538384784826746,-1.634205444726955,-0.7341921989005962,0.7370782249673802,0.43761267665349823,2.9352132934151065
2006-01-13,-0.031280040965331324,-0.45164447852713563,5.416531837195437,-1.8741324383583446,-0.6149407834801113,0.04502072730929729,-0.1086923807628648,11.229999542236328,0.029999732971191406,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.12051744764605132,0.168037205782956,1.07660084991259,4.349999904632568,-0.059999942779541016,-0.029000282287597656,1.4225766855048505,3.0387183635295356,44.06999969482422,0.29586042826186265,-0.4967288691700933,-0.022716224381780226,0.00511480099547601,0.4364017696866451,2.8904885708108674
2006-01-17,3.7390479632547713,4.425193005659445,5.416531837195437,-1.8741324383583446,0.46124835743572845,0.05602582830006586,-0.1086923807628648,11.90999984741211,0.6800003051757812,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,-0.3634587875106621,-0.5596225684221467,1.07660084991259,4.331999778747559,-0.018000125885009766,-0.04700040817260742,-0.4855154271550144,0.7831085447666419,44.20000076293945,0.18132781729709446,0.04527038846879883,-0.579840855849556,-1.0495924774564735,-1.2772411650254667,0.0403986856659877
2006-01-18,-0.8746708234269707,3.7241667426656466,5.416531837195437,-1.8741324383583446,-0.04479385684249548,-0.07836078964444937,-0.1086923807628648,12.25,0.3400001525878906,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,-0.3897328607695538,-0.9118383665526419,1.07660084991259,4.340000152587891,0.008000373840332031,-0.08799982070922852,-1.7528029958620905,-0.11022884427579482,44.290000915527344,0.2036202512090357,0.842447090181464,-0.38049506391564236,-1.4232265074640038,-0.6098421513841767,-1.0840919050265518
2006-01-19,1.673510448718174,4.5198674795380755,5.416531837195437,-1.8741324383583446,0.14563886433653916,0.44949043204973727,-0.1086923807628648,11.979999542236328,-0.2700004577636719,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.5563673325403196,-0.7062398019680005,1.07660084991259,4.379000186920166,0.03900003433227539,-0.07899999618530273,2.7036990761430735,1.7492778488754857,44.15999984741211,-0.2935223875094928,0.5006855429654067,0.23813857145826844,-1.4735486625394367,1.2221910394272673,-0.3114004883629451
2006-01-20,2.2744225668419604,6.897090932326,5.416531837195437,-1.8741324383583446,-0.49222781565115836,-0.5478594362573697,-0.1086923807628648,14.5600004196167,2.580000877380371,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,-1.8326315221513179,-1.910491519831603,1.07660084991259,4.361000061035156,-0.018000125885009766,-0.048999786376953125,-0.8775114971035669,0.9483881675727224,44.150001525878906,-0.02264112673856511,0.18153354120418186,-1.960536704551763,-2.690759048829816,-0.05322029525423044,-0.7973770574546846
2006-01-23,-0.3657644558611839,6.539424945112993,5.416531837195437,-1.8741324383583446,-1.1242271324437225,-1.0574895352240432,-0.1086923807628648,13.93000030517578,-0.6300001144409197,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.18469873504542988,-1.8476121910474652,1.07660084991259,4.35699987411499,-0.004000186920166016,0.006999969482421875,0.8672064666610302,0.3956145124288435,44.06999969482422,-0.18120459408771383,-0.1133255627175811,0.20042281680066054,-2.4735748055294438,-1.2597978422456246,-1.9834944512649333
2006-01-24,-1.5271673110573647,1.1310511651539068,5.416531837195437,-1.8741324383583446,0.12507176141949294,-1.3885839314533577,-0.1086923807628648,13.3100004196167,-0.6199998855590803,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.24054368436154938,-1.2526067428923038,1.07660084991259,4.389999866485596,0.03299999237060547,0.05800008773803711,-0.1074647320536859,0.7770125773885805,44.16999816894531,0.22690827050955154,-0.06787917076077621,0.21939097146721487,-1.689566575298862,0.4254882758972567,-0.29294617583454086
2006-01-25,-1.8043530100272043,0.18255760088112805,5.416531837195437,-1.8741324383583446,0.30661399040043946,-1.0419003841792396,-0.1086923807628648,12.869999885559082,-0.4400005340576172,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,-0.17207360448914244,-1.036832959794931,1.07660084991259,4.479000091552734,0.08900022506713867,0.13899993896484375,0.8068854046088036,3.4026116580176735,44.02000045776367,-0.33959184378481444,-0.6096194449818015,-0.02314639029810106,-1.3369137187159708,-0.06555241602625994,0.25307897508566324
2006-01-26,0.622632758709174,-0.8529098895809883,5.416531837195437,-1.8741324383583446,0.3283153056897081,-0.8613901424364134,-0.1086923807628648,12.420000076293944,-0.4499998092651385,0.0,50.79365079365079,35.7599983215332,2.3200035095214844,3.0,0.7234954261278626,-0.8723528191379004,1.07660084991259,4.5229997634887695,0.043999671936035156,0.14399957656860352,-0.44468159831333454,0.23280582667108973,43.9900016784668,-0.06814806675355944,-0.3849596230360408,0.9312036520493727,-0.6547388417737166,-0.0020575252602128558,-0.959448503132454
