date,category,buy_value,sell_value,net_value
2019-01-08,FII_estimate,0.0,9.415398194553603,-9.415398194553603
2019-01-09,FII_estimate,2.806999302676816,0.0,2.806999302676816
2019-01-10,FII_estimate,19.360558609220156,0.0,19.360558609220156
2019-01-11,FII_estimate,6.5669706699435055,0.0,6.5669706699435055
2019-01-14,FII_estimate,0.0,18.420871493356017,-18.420871493356017
2019-01-15,FII_estimate,0.0,2.32717162773132,-2.32717162773132
2019-01-16,FII_estimate,0.0,4.153704265551498,-4.153704265551498
2019-01-17,FII_estimate,4.06644628496001,0.0,4.06644628496001
2019-01-18,FII_estimate,16.40657244382738,0.0,16.40657244382738
2019-01-21,FII_estimate,29.336838541745635,0.0,29.336838541745635
2019-01-22,FII_estimate,0.782881595790218,0.0,0.782881595790218
2019-01-23,FII_estimate,0.0,12.689439755413249,-12.689439755413249
2019-01-24,FII_estimate,0.0,7.190446356675754,-7.190446356675754
2019-01-25,FII_estimate,0.0,22.616793016163033,-22.616793016163033
2019-01-28,FII_estimate,0.0,51.73619274572716,-51.73619274572716
2019-01-29,FII_estimate,0.0,44.187597835353415,-44.187597835353415
2019-01-30,FII_estimate,0.0,38.781844137756416,-38.781844137756416
2019-01-31,FII_estimate,0.0,2.565396678610102,-2.565396678610102
2019-02-01,FII_estimate,18.3018064224887,0.0,18.3018064224887
2019-02-04,FII_estimate,40.04694379066821,0.0,40.04694379066821
2019-02-05,FII_estimate,44.207890303822005,0.0,44.207890303822005
2019-02-06,FII_estimate,73.9821062704319,0.0,73.9821062704319
2019-02-07,FII_estimate,37.817485822698515,0.0,37.817485822698515
2019-02-08,FII_estimate,4.082624995475084,0.0,4.082624995475084
2019-02-11,FII_estimate,0.19531308144117432,0.0,0.19531308144117432
2019-02-12,FII_estimate,0.0,12.257223220688328,-12.257223220688328
2019-02-14,FII_estimate,0.0,45.139262184946446,-45.139262184946446
2019-02-15,FII_estimate,0.0,55.66759338686577,-55.66759338686577
2019-02-18,FII_estimate,0.0,52.31414821273294,-52.31414821273294
2019-02-19,FII_estimate,0.0,60.5137215993694,-60.5137215993694
2019-02-20,FII_estimate,0.0,22.725982486347156,-22.725982486347156
2019-02-21,FII_estimate,2.2353491685741576,0.0,2.2353491685741576
2019-02-22,FII_estimate,10.256201630059254,0.0,10.256201630059254
2019-02-25,FII_estimate,48.73995317205749,0.0,48.73995317205749
2019-02-26,FII_estimate,51.881428989395076,0.0,51.881428989395076
2019-02-27,FII_estimate,22.58268943664877,0.0,22.58268943664877
2019-02-28,FII_estimate,2.115336281281587,0.0,2.115336281281587
2019-03-01,FII_estimate,18.57940389202807,0.0,18.57940389202807
2019-03-05,FII_estimate,21.65728004986301,0.0,21.65728004986301
2019-03-06,FII_estimate,44.876274464171985,0.0,44.876274464171985
2019-03-07,FII_estimate,54.331767064365714,0.0,54.331767064365714
2019-03-08,FII_estimate,54.61010443665782,0.0,54.61010443665782
2019-03-11,FII_estimate,67.3419787122297,0.0,67.3419787122297
2019-03-12,FII_estimate,72.36541263394747,0.0,72.36541263394747
2019-03-13,FII_estimate,64.59291738762576,0.0,64.59291738762576
2019-03-14,FII_estimate,60.2884154698008,0.0,60.2884154698008
2019-03-15,FII_estimate,86.47194316546926,0.0,86.47194316546926
2019-03-18,FII_estimate,67.05898852647564,0.0,67.05898852647564
2019-03-19,FII_estimate,57.50962303300469,0.0,57.50962303300469
2019-03-20,FII_estimate,38.96630053995333,0.0,38.96630053995333
2019-03-22,FII_estimate,31.447695762857233,0.0,31.447695762857233
2019-03-25,FII_estimate,0.0,10.134595995114882,-10.134595995114882
2019-03-26,FII_estimate,4.286652435741578,0.0,4.286652435741578
2019-03-27,FII_estimate,0.0,26.78789336841612,-26.78789336841612
2019-03-28,FII_estimate,8.037642683649612,0.0,8.037642683649612
2019-04-01,FII_estimate,29.857832337650954,0.0,29.857832337650954
2019-04-02,FII_estimate,62.05140892231621,0.0,62.05140892231621
2019-04-03,FII_estimate,28.196287926587807,0.0,28.196287926587807
2019-04-04,FII_estimate,35.144471579014805,0.0,35.144471579014805
2019-04-05,FII_estimate,22.450387954118703,0.0,22.450387954118703
2019-04-08,FII_estimate,0.0,7.107995028955633,-7.107995028955633
2019-04-09,FII_estimate,0.0,12.088537355748647,-12.088537355748647
2019-04-10,FII_estimate,0.0,15.223895951085737,-15.223895951085737
2019-04-11,FII_estimate,0.0,4.3083795810889685,-4.3083795810889685
2019-04-12,FII_estimate,0.0,10.406111286139534,-10.406111286139534
2019-04-15,FII_estimate,14.80823930719057,0.0,14.80823930719057
2019-04-16,FII_estimate,16.035547757321655,0.0,16.035547757321655
2019-04-18,FII_estimate,26.905250347763275,0.0,26.905250347763275
2019-04-22,FII_estimate,0.0,3.347303394316191,-3.347303394316191
2019-04-23,FII_estimate,0.0,20.53791041751105,-20.53791041751105
2019-04-24,FII_estimate,0.0,2.171745921308394,-2.171745921308394
2019-04-25,FII_estimate,0.0,28.577917013637524,-28.577917013637524
2019-04-26,FII_estimate,0.0,10.136918956840077,-10.136918956840077
2019-04-30,FII_estimate,20.076085951842863,0.0,20.076085951842863
2019-05-02,FII_estimate,31.974530787509355,0.0,31.974530787509355
2019-05-03,FII_estimate,2.540046837871692,0.0,2.540046837871692
2019-05-06,FII_estimate,5.995680470399904,0.0,5.995680470399904
2019-05-07,FII_estimate,0.0,33.13830222052748,-33.13830222052748
2019-05-08,FII_estimate,0.0,68.42248449480469,-68.42248449480469
2019-05-09,FII_estimate,0.0,78.58203679158703,-78.58203679158703
2019-05-10,FII_estimate,0.0,89.20985280809222,-89.20985280809222
2019-05-13,FII_estimate,0.0,89.68857387864746,-89.68857387864746
2019-05-14,FII_estimate,0.0,65.70948467495839,-65.70948467495839
2019-05-15,FII_estimate,0.0,41.485747253692125,-41.485747253692125
2019-05-16,FII_estimate,0.0,10.570269662846002,-10.570269662846002
2019-05-17,FII_estimate,25.486929899015035,0.0,25.486929899015035
2019-05-20,FII_estimate,114.90794343360935,0.0,114.90794343360935
2019-05-21,FII_estimate,93.63603816839284,0.0,93.63603816839284
2019-05-23,FII_estimate,94.15916178090944,0.0,94.15916178090944
2019-05-24,FII_estimate,107.30948337499326,0.0,107.30948337499326
2019-05-27,FII_estimate,103.00048575766655,0.0,103.00048575766655
2019-05-28,FII_estimate,25.312303015192732,0.0,25.312303015192732
2019-05-29,FII_estimate,29.702301561883484,0.0,29.702301561883484
2019-05-30,FII_estimate,51.540163051937554,0.0,51.540163051937554
2019-05-31,FII_estimate,12.824024756929575,0.0,12.824024756929575
2019-06-03,FII_estimate,24.51007219372493,0.0,24.51007219372493
2019-06-04,FII_estimate,23.8216026244097,0.0,23.8216026244097
2019-06-06,FII_estimate,1.0946734310409796,0.0,1.0946734310409796
2019-06-07,FII_estimate,0.0,5.7143009382812835,-5.7143009382812835
2019-06-10,FII_estimate,9.502383895362518,0.0,9.502383895362518
2019-06-11,FII_estimate,0.0,19.543815354103536,-19.543815354103536
2019-06-12,FII_estimate,0.0,22.29369150807269,-22.29369150807269
2019-06-13,FII_estimate,10.799222095519989,0.0,10.799222095519989
2019-06-14,FII_estimate,0.0,14.218341896095486,-14.218341896095486
2019-06-17,FII_estimate,0.0,48.349472994883,-48.349472994883
2019-06-18,FII_estimate,0.0,54.55799255141657,-54.55799255141657
2019-06-19,FII_estimate,0.0,41.652347854130284,-41.652347854130284
2019-06-20,FII_estimate,0.0,15.95745056681107,-15.95745056681107
2019-06-21,FII_estimate,0.0,16.19723190892229,-16.19723190892229
2019-06-24,FII_estimate,7.788253876161012,0.0,7.788253876161012
2019-06-25,FII_estimate,25.453433001530705,0.0,25.453433001530705
2019-06-26,FII_estimate,28.666339109219575,0.0,28.666339109219575
2019-06-27,FII_estimate,5.660707119415586,0.0,5.660707119415586
2019-06-28,FII_estimate,17.655498689283966,0.0,17.655498689283966
2019-07-01,FII_estimate,37.38249305646669,0.0,37.38249305646669
2019-07-02,FII_estimate,25.54527386492768,0.0,25.54527386492768
2019-07-03,FII_estimate,19.696642175228057,0.0,19.696642175228057
2019-07-04,FII_estimate,26.327508170130862,0.0,26.327508170130862
2019-07-05,FII_estimate,12.417168080541618,0.0,12.417168080541618
2019-07-08,FII_estimate,0.0,44.55053207616798,-44.55053207616798
2019-07-09,FII_estimate,0.0,55.24982326209026,-55.24982326209026
2019-07-10,FII_estimate,0.0,66.19248567968182,-66.19248567968182
2019-07-11,FII_estimate,0.0,51.923835818996714,-51.923835818996714
2019-07-12,FII_estimate,0.0,42.77189656402068,-42.77189656402068
2019-07-15,FII_estimate,3.578170486453162,0.0,3.578170486453162
2019-07-16,FII_estimate,19.97372953314404,0.0,19.97372953314404
2019-07-17,FII_estimate,30.728872784622347,0.0,30.728872784622347
2019-07-18,FII_estimate,0.0,3.581973815972012,-3.581973815972012
2019-07-19,FII_estimate,0.0,25.47757945162897,-25.47757945162897
2019-07-22,FII_estimate,0.0,45.930757819273566,-45.930757819273566
2019-07-23,FII_estimate,0.0,63.33369079497485,-63.33369079497485
2019-07-24,FII_estimate,0.0,73.98014815710017,-73.98014815710017
2019-07-25,FII_estimate,0.0,65.84702733607294,-65.84702733607294
2019-07-26,FII_estimate,0.0,28.066084739138613,-28.066084739138613
2019-07-29,FII_estimate,0.0,28.36128619990118,-28.36128619990118
2019-07-30,FII_estimate,0.0,40.61136688315446,-40.61136688315446
2019-07-31,FII_estimate,0.0,28.057179367108155,-28.057179367108155
2019-08-01,FII_estimate,0.0,51.834299268934345,-51.834299268934345
2019-08-02,FII_estimate,0.0,53.33396237009779,-53.33396237009779
2019-08-05,FII_estimate,0.0,70.23157204300833,-70.23157204300833
2019-08-06,FII_estimate,0.0,61.49348552379173,-61.49348552379173
2019-08-07,FII_estimate,0.0,78.41445428457037,-78.41445428457037
2019-08-08,FII_estimate,0.0,15.336602295303743,-15.336602295303743
2019-08-09,FII_estimate,3.6999121399289465,0.0,3.6999121399289465
2019-08-13,FII_estimate,0.0,15.430469780669181,-15.430469780669181
2019-08-14,FII_estimate,21.486920195415117,0.0,21.486920195415117
2019-08-16,FII_estimate,28.708051265336955,0.0,28.708051265336955
2019-08-19,FII_estimate,4.498763325983452,0.0,4.498763325983452
2019-08-20,FII_estimate,0.0,38.05991739483158,-38.05991739483158
2019-08-21,FII_estimate,0.0,4.508429202623259,-4.508429202623259
2019-08-22,FII_estimate,0.0,57.751347662627765,-57.751347662627765
2019-08-23,FII_estimate,0.0,42.454166865799024,-42.454166865799024
2019-08-26,FII_estimate,0.0,3.746354097624777,-3.746354097624777
2019-08-27,FII_estimate,14.45813408913946,0.0,14.45813408913946
2019-08-28,FII_estimate,27.724326904647462,0.0,27.724326904647462
2019-08-29,FII_estimate,29.63081132918912,0.0,29.63081132918912
2019-08-30,FII_estimate,39.30838822534635,0.0,39.30838822534635
2019-09-03,FII_estimate,0.0,53.52129938781002,-53.52129938781002
2019-09-04,FII_estimate,0.0,51.17683800616699,-51.17683800616699
2019-09-05,FII_estimate,0.0,41.608601053880854,-41.608601053880854
2019-09-06,FII_estimate,0.0,1.7623203187216803,-1.7623203187216803
2019-09-09,FII_estimate,0.0,3.066822295867277,-3.066822295867277
2019-09-11,FII_estimate,45.049800930892744,0.0,45.049800930892744
2019-09-12,FII_estimate,37.8821148711417,0.0,37.8821148711417
2019-09-13,FII_estimate,51.12121700208452,0.0,51.12121700208452
2019-09-16,FII_estimate,27.305212591724597,0.0,27.305212591724597
2019-09-17,FII_estimate,0.0,34.74304475309229,-34.74304475309229
2019-09-18,FII_estimate,0.0,33.23402360260873,-33.23402360260873
2019-09-19,FII_estimate,0.0,50.533924197555415,-50.533924197555415
2019-09-20,FII_estimate,32.60418624355534,0.0,32.60418624355534
2019-09-23,FII_estimate,107.13407880122097,0.0,107.13407880122097
2019-09-24,FII_estimate,154.75739034351813,0.0,154.75739034351813
2019-09-25,FII_estimate,117.40918002623127,0.0,117.40918002623127
2019-09-26,FII_estimate,162.68770045355444,0.0,162.68770045355444
2019-09-27,FII_estimate,49.92057505933137,0.0,49.92057505933137
2019-09-30,FII_estimate,0.0,11.778285349885655,-11.778285349885655
2019-10-01,FII_estimate,0.0,41.33358376602978,-41.33358376602978
2019-10-03,FII_estimate,0.0,19.96248191248904,-19.96248191248904
2019-10-04,FII_estimate,0.0,65.41974409661952,-65.41974409661952
2019-10-07,FII_estimate,0.0,62.355781134956736,-62.355781134956736
2019-10-09,FII_estimate,0.0,37.80323842420495,-37.80323842420495
2019-10-10,FII_estimate,0.0,28.55607631739296,-28.55607631739296
2019-10-11,FII_estimate,1.186489468899569,0.0,1.186489468899569
2019-10-14,FII_estimate,31.409169948010042,0.0,31.409169948010042
2019-10-15,FII_estimate,44.95114045352413,0.0,44.95114045352413
2019-10-16,FII_estimate,18.87742731143985,0.0,18.87742731143985
2019-10-17,FII_estimate,58.90370473075615,0.0,58.90370473075615
2019-10-18,FII_estimate,56.12178238659895,0.0,56.12178238659895
2019-10-22,FII_estimate,40.64542103030891,0.0,40.64542103030891
2019-10-23,FII_estimate,36.01063737994428,0.0,36.01063737994428
2019-10-24,FII_estimate,35.426045463668146,0.0,35.426045463668146
2019-10-25,FII_estimate,5.637513345206038,0.0,5.637513345206038
2019-10-29,FII_estimate,31.278545415399115,0.0,31.278545415399115
2019-10-30,FII_estimate,47.03773038905326,0.0,47.03773038905326
2019-10-31,FII_estimate,48.04215163277494,0.0,48.04215163277494
2019-11-01,FII_estimate,49.17852150720505,0.0,49.17852150720505
2019-11-04,FII_estimate,70.65091619405064,0.0,70.65091619405064
2019-11-05,FII_estimate,18.26394448480486,0.0,18.26394448480486
2019-11-06,FII_estimate,20.341714032166358,0.0,20.341714032166358
2019-11-07,FII_estimate,22.404351767466935,0.0,22.404351767466935
2019-11-08,FII_estimate,0.0,2.6935691138463027,-2.6935691138463027
2019-11-11,FII_estimate,0.0,16.78326899302604,-16.78326899302604
2019-11-13,FII_estimate,0.0,23.735664193031276,-23.735664193031276
2019-11-14,FII_estimate,0.0,33.10304401337658,-33.10304401337658
2019-11-15,FII_estimate,0.0,32.80256031632687,-32.80256031632687
2019-11-18,FII_estimate,0.0,8.567221198245132,-8.567221198245132
2019-11-19,FII_estimate,0.0,3.2983780927740893,-3.2983780927740893
2019-11-20,FII_estimate,25.661497444630335,0.0,25.661497444630335
2019-11-21,FII_estimate,21.38717151731253,0.0,21.38717151731253
2019-11-22,FII_estimate,6.241615177680316,0.0,6.241615177680316
2019-11-25,FII_estimate,30.770587224663437,0.0,30.770587224663437
2019-11-26,FII_estimate,20.076361850634463,0.0,20.076361850634463
2019-11-27,FII_estimate,22.994794615591196,0.0,22.994794615591196
2019-11-28,FII_estimate,38.10193351467008,0.0,38.10193351467008
2019-11-29,FII_estimate,26.604013006330103,0.0,26.604013006330103
2019-12-02,FII_estimate,0.0,3.3147180931163276,-3.3147180931163276
2019-12-03,FII_estimate,0.0,6.377082249697671,-6.377082249697671
2019-12-04,FII_estimate,0.0,16.853782031608795,-16.853782031608795
2019-12-05,FII_estimate,0.0,25.44584385806479,-25.44584385806479
2019-12-06,FII_estimate,0.0,20.105051601617337,-20.105051601617337
2019-12-09,FII_estimate,0.0,12.288631574764993,-12.288631574764993
2019-12-10,FII_estimate,0.0,13.629969312912475,-13.629969312912475
2019-12-11,FII_estimate,0.0,8.826173449088412,-8.826173449088412
2019-12-12,FII_estimate,2.9287555104950003,0.0,2.9287555104950003
2019-12-13,FII_estimate,39.31391331119817,0.0,39.31391331119817
2019-12-16,FII_estimate,28.005074028839687,0.0,28.005074028839687
2019-12-17,FII_estimate,52.0946169013632,0.0,52.0946169013632
2019-12-18,FII_estimate,48.958538124494375,0.0,48.958538124494375
2019-12-19,FII_estimate,44.04058971827587,0.0,44.04058971827587
2019-12-20,FII_estimate,21.14482165840705,0.0,21.14482165840705
2019-12-23,FII_estimate,29.70866355491732,0.0,29.70866355491732
2019-12-24,FII_estimate,4.0681799548148065,0.0,4.0681799548148065
2019-12-26,FII_estimate,0.0,20.1263768515376,-20.1263768515376
2019-12-27,FII_estimate,0.0,6.495651341967815,-6.495651341967815
2019-12-30,FII_estimate,0.0,3.726961746411056,-3.726961746411056
2019-12-31,FII_estimate,0.0,19.276251943983954,-19.276251943983954
2020-01-01,FII_estimate,0.0,5.983588526495705,-5.983588526495705
2020-01-02,FII_estimate,32.93627425735625,0.0,32.93627425735625
2020-01-03,FII_estimate,0.0,4.618486793460539,-4.618486793460539
2020-01-06,FII_estimate,0.0,48.71824618242303,-48.71824618242303
2020-01-07,FII_estimate,0.0,25.27540875595634,-25.27540875595634
2020-01-08,FII_estimate,0.0,37.85399189439485,-37.85399189439485
2020-01-09,FII_estimate,0.0,15.681746457053327,-15.681746457053327
2020-01-10,FII_estimate,8.598132118460848,0.0,8.598132118460848
2020-01-13,FII_estimate,66.49491123602658,0.0,66.49491123602658
2020-01-14,FII_estimate,65.89823072843639,0.0,65.89823072843639
2020-01-15,FII_estimate,70.81570074329281,0.0,70.81570074329281
2020-01-16,FII_estimate,32.52778212398367,0.0,32.52778212398367
2020-01-17,FII_estimate,19.05612220168519,0.0,19.05612220168519
2020-01-20,FII_estimate,0.0,18.152307886551963,-18.152307886551963
2020-01-21,FII_estimate,0.0,35.66126621834508,-35.66126621834508
2020-01-22,FII_estimate,0.0,43.10490708258773,-43.10490708258773
2020-01-23,FII_estimate,0.0,33.45108122459082,-33.45108122459082
2020-01-24,FII_estimate,0.0,21.990861941813314,-21.990861941813314
2020-01-27,FII_estimate,0.0,21.203747148015857,-21.203747148015857
2020-01-28,FII_estimate,0.0,24.348951870639002,-24.348951870639002
2020-01-29,FII_estimate,3.1135260075279136,0.0,3.1135260075279136
2020-01-30,FII_estimate,0.0,26.738261158804494,-26.738261158804494
2020-01-31,FII_estimate,0.0,51.48546633938332,-51.48546633938332
2020-02-03,FII_estimate,0.0,70.82203747940761,-70.82203747940761
2020-02-04,FII_estimate,0.0,9.80692439525319,-9.80692439525319
2020-02-05,FII_estimate,0.0,3.6841365906748846,-3.6841365906748846
2020-02-06,FII_estimate,19.691105133447532,0.0,19.691105133447532
2020-02-07,FII_estimate,26.107189496341515,0.0,26.107189496341515
2020-02-10,FII_estimate,54.917185935147174,0.0,54.917185935147174
2020-02-11,FII_estimate,21.937534621829805,0.0,21.937534621829805
2020-02-12,FII_estimate,16.131596447645073,0.0,16.131596447645073
2020-02-13,FII_estimate,4.538183784603147,0.0,4.538183784603147
2020-02-14,FII_estimate,5.47230483277207,0.0,5.47230483277207
2020-02-17,FII_estimate,2.5345809803691965,0.0,2.5345809803691965
2020-02-18,FII_estimate,0.0,19.992399927787215,-19.992399927787215
2020-02-19,FII_estimate,0.0,16.387133394969982,-16.387133394969982
2020-02-20,FII_estimate,0.0,22.700148860800834,-22.700148860800834
2020-02-24,FII_estimate,0.0,55.4883650846236,-55.4883650846236
2020-02-25,FII_estimate,0.0,48.412957356024556,-48.412957356024556
2020-02-26,FII_estimate,0.0,59.66751224636666,-59.66751224636666
2020-02-27,FII_estimate,0.0,83.61616787564527,-83.61616787564527
2020-02-28,FII_estimate,0.0,150.5702093899952,-150.5702093899952
2020-03-02,FII_estimate,0.0,123.49488671591709,-123.49488671591709
2020-03-03,FII_estimate,0.0,94.66103730528762,-94.66103730528762
2020-03-04,FII_estimate,0.0,93.22580493582,-93.22580493582
2020-03-05,FII_estimate,0.0,94.71117637750658,-94.71117637750658
2020-03-06,FII_estimate,0.0,63.881788453219656,-63.881788453219656
2020-03-09,FII_estimate,0.0,148.31410660955277,-148.31410660955277
2020-03-11,FII_estimate,0.0,171.10194391767973,-171.10194391767973
2020-03-12,FII_estimate,0.0,328.26681191604456,-328.26681191604456
2020-03-13,FII_estimate,0.0,253.00835100787262,-253.00835100787262
2020-03-16,FII_estimate,0.0,339.628166977136,-339.628166977136
2020-03-17,FII_estimate,0.0,306.8355252211144,-306.8355252211144
2020-03-18,FII_estimate,0.0,401.2573572121295,-401.2573572121295
2020-03-19,FII_estimate,0.0,289.33542897010676,-289.33542897010676
2020-03-20,FII_estimate,0.0,243.95401323587672,-243.95401323587672
2020-03-23,FII_estimate,0.0,376.01282231699406,-376.01282231699406
2020-03-24,FII_estimate,0.0,270.54057554528345,-270.54057554528345
2020-03-25,FII_estimate,0.0,51.97532506051016,-51.97532506051016
2020-03-26,FII_estimate,105.73789375698252,0.0,105.73789375698252
2020-03-27,FII_estimate,10.56601817449079,0.0,10.56601817449079
2020-03-30,FII_estimate,178.87172768993508,0.0,178.87172768993508
2020-03-31,FII_estimate,217.7539102150825,0.0,217.7539102150825
2020-04-01,FII_estimate,16.099885381982027,0.0,16.099885381982027
2020-04-03,FII_estimate,0.0,145.30596891253458,-145.30596891253458
2020-04-07,FII_estimate,26.075045083771624,0.0,26.075045083771624
2020-04-08,FII_estimate,104.49675204087744,0.0,104.49675204087744
2020-04-09,FII_estimate,119.32203764031684,0.0,119.32203764031684
2020-04-13,FII_estimate,169.69359803088807,0.0,169.69359803088807
2020-04-15,FII_estimate,222.8305234222135,0.0,222.8305234222135
2020-04-16,FII_estimate,30.581297194958573,0.0,30.581297194958573
2020-04-17,FII_estimate,105.9119748506891,0.0,105.9119748506891
2020-04-20,FII_estimate,25.71288253929224,0.0,25.71288253929224
2020-04-21,FII_estimate,0.0,14.683510944031548,-14.683510944031548
2020-04-22,FII_estimate,46.42335108526639,0.0,46.42335108526639
2020-04-23,FII_estimate,83.13261455966811,0.0,83.13261455966811
2020-04-24,FII_estimate,0.0,7.708267446779354,-7.708267446779354
2020-04-27,FII_estimate,10.247424709745351,0.0,10.247424709745351
2020-04-28,FII_estimate,101.64874227202222,0.0,101.64874227202222
2020-04-29,FII_estimate,85.80168829758945,0.0,85.80168829758945
2020-04-30,FII_estimate,130.79910232905962,0.0,130.79910232905962
2020-05-04,FII_estimate,45.909422722614956,0.0,45.909422722614956
2020-05-05,FII_estimate,0.0,6.225892739180225,-6.225892739180225
2020-05-06,FII_estimate,0.0,18.61944479334015,-18.61944479334015
2020-05-07,FII_estimate,0.0,66.98215085393616,-66.98215085393616
2020-05-08,FII_estimate,0.0,134.59753788353515,-134.59753788353515
2020-05-11,FII_estimate,0.0,10.527514029582365,-10.527514029582365
2020-05-12,FII_estimate,0.0,7.937129175481017,-7.937129175481017
2020-05-13,FII_estimate,31.017720999338458,0.0,31.017720999338458
2020-05-14,FII_estimate,0.0,1.697770929411547,-1.697770929411547
2020-05-15,FII_estimate,0.0,16.107707706801325,-16.107707706801325
2020-05-18,FII_estimate,0.0,93.82665323127233,-93.82665323127233
2020-05-19,FII_estimate,0.0,58.64034849238449,-58.64034849238449
2020-05-20,FII_estimate,0.0,70.63044959702276,-70.63044959702276
2020-05-21,FII_estimate,0.0,11.007955691590366,-11.007955691590366
2020-05-22,FII_estimate,0.0,21.607453226637997,-21.607453226637997
2020-05-26,FII_estimate,42.80542299331652,0.0,42.80542299331652
2020-05-27,FII_estimate,94.38475639778214,0.0,94.38475639778214
2020-05-28,FII_estimate,90.9691577425859,0.0,90.9691577425859
2020-05-29,FII_estimate,100.55921972926258,0.0,100.55921972926258
2020-06-01,FII_estimate,170.43525033916112,0.0,170.43525033916112
2020-06-02,FII_estimate,207.3653241914209,0.0,207.3653241914209
2020-06-03,FII_estimate,165.52123398365563,0.0,165.52123398365563
2020-06-04,FII_estimate,119.16974735053893,0.0,119.16974735053893
2020-06-05,FII_estimate,121.18810600217128,0.0,121.18810600217128
2020-06-08,FII_estimate,68.61586956272552,0.0,68.61586956272552
2020-06-09,FII_estimate,15.17297347976637,0.0,15.17297347976637
2020-06-10,FII_estimate,5.236480503215733,0.0,5.236480503215733
2020-06-11,FII_estimate,0.0,29.104246191234477,-29.104246191234477
2020-06-12,FII_estimate,0.0,44.83198177469056,-44.83198177469056
2020-06-15,FII_estimate,0.0,75.7216846819629,-75.7216846819629
2020-06-16,FII_estimate,0.0,30.37702454512698,-30.37702454512698
2020-06-17,FII_estimate,0.0,61.273150998240325,-61.273150998240325
2020-06-18,FII_estimate,29.877667091483932,0.0,29.877667091483932
2020-06-19,FII_estimate,54.57161196049326,0.0,54.57161196049326
2020-06-22,FII_estimate,95.80963465917453,0.0,95.80963465917453
2020-06-23,FII_estimate,112.7060049707613,0.0,112.7060049707613
2020-06-24,FII_estimate,98.99543199617706,0.0,98.99543199617706
2020-06-25,FII_estimate,47.04614162024529,0.0,47.04614162024529
2020-06-26,FII_estimate,38.773474196236066,0.0,38.773474196236066
2020-06-29,FII_estimate,9.133105106097059,0.0,9.133105106097059
2020-06-30,FII_estimate,0.0,30.98332227170591,-30.98332227170591
2020-07-01,FII_estimate,22.443756543247098,0.0,22.443756543247098
2020-07-02,FII_estimate,57.639533500030325,0.0,57.639533500030325
2020-07-03,FII_estimate,53.95962699074437,0.0,53.95962699074437
2020-07-06,FII_estimate,98.64605815796797,0.0,98.64605815796797
2020-07-07,FII_estimate,109.3536761090666,0.0,109.3536761090666
2020-07-08,FII_estimate,60.850073536551875,0.0,60.850073536551875
2020-07-09,FII_estimate,56.211409475010306,0.0,56.211409475010306
2020-07-10,FII_estimate,22.20121713772422,0.0,22.20121713772422
2020-07-13,FII_estimate,1.0176305038411328,0.0,1.0176305038411328
2020-07-14,FII_estimate,0.0,46.677082082221034,-46.677082082221034
2020-07-15,FII_estimate,0.0,21.963436384914537,-21.963436384914537
2020-07-16,FII_estimate,0.0,15.659406420272125,-15.659406420272125
2020-07-17,FII_estimate,27.537434201854904,0.0,27.537434201854904
2020-07-20,FII_estimate,44.486682534224784,0.0,44.486682534224784
2020-07-21,FII_estimate,108.70675222434572,0.0,108.70675222434572
2020-07-22,FII_estimate,105.93873862685294,0.0,105.93873862685294
2020-07-23,FII_estimate,91.26635456468475,0.0,91.26635456468475
2020-07-24,FII_estimate,58.17687164442238,0.0,58.17687164442238
2020-07-27,FII_estimate,21.87784314411396,0.0,21.87784314411396
2020-07-28,FII_estimate,24.808827397665606,0.0,24.808827397665606
2020-07-29,FII_estimate,8.696525693827343,0.0,8.696525693827343
2020-07-30,FII_estimate,0.0,20.04997819749004,-20.04997819749004
2020-07-31,FII_estimate,0.0,23.713751791088523,-23.713751791088523
2020-08-03,FII_estimate,0.0,45.0904479186886,-45.0904479186886
2020-08-04,FII_estimate,0.0,40.30226745645365,-40.30226745645365
2020-08-05,FII_estimate,0.0,19.595352208674857,-19.595352208674857
2020-08-06,FII_estimate,17.56837863755296,0.0,17.56837863755296
2020-08-07,FII_estimate,27.10762461452682,0.0,27.10762461452682
2020-08-10,FII_estimate,67.32581544827927,0.0,67.32581544827927
2020-08-11,FII_estimate,43.71967851488775,0.0,43.71967851488775
2020-08-12,FII_estimate,41.676471329665524,0.0,41.676471329665524
2020-08-13,FII_estimate,19.34521298537324,0.0,19.34521298537324
2020-08-14,FII_estimate,0.0,7.9517168501773,-7.9517168501773
2020-08-17,FII_estimate,0.0,2.301523581582683,-2.301523581582683
2020-08-18,FII_estimate,12.697245880449033,0.0,12.697245880449033
2020-08-19,FII_estimate,19.30727582138488,0.0,19.30727582138488
2020-08-20,FII_estimate,0.0,0.15598197610704007,-0.15598197610704007
2020-08-21,FII_estimate,34.95424310593394,0.0,34.95424310593394
2020-08-24,FII_estimate,38.69091137194488,0.0,38.69091137194488
2020-08-25,FII_estimate,23.380627568945282,0.0,23.380627568945282
2020-08-26,FII_estimate,29.377097973456962,0.0,29.377097973456962
2020-08-27,FII_estimate,53.06280406076365,0.0,53.06280406076365
2020-08-28,FII_estimate,64.56047544494844,0.0,64.56047544494844
2020-08-31,FII_estimate,10.934653235295366,0.0,10.934653235295366
2020-09-01,FII_estimate,10.084507100276044,0.0,10.084507100276044
2020-09-02,FII_estimate,14.025194440208622,0.0,14.025194440208622
