date,category,buy_value,sell_value,net_value
2016-01-11,FII_estimate,0.0,68.42986092459266,-68.42986092459266
2016-01-12,FII_estimate,0.0,74.01550855896042,-74.01550855896042
2016-01-13,FII_estimate,0.0,51.98430774770476,-51.98430774770476
2016-01-14,FII_estimate,0.0,11.36774879239807,-11.36774879239807
2016-01-15,FII_estimate,0.0,48.91812789211765,-48.91812789211765
2016-01-18,FII_estimate,0.0,70.48124063775626,-70.48124063775626
2016-01-19,FII_estimate,0.0,33.31721093462877,-33.31721093462877
2016-01-20,FII_estimate,0.0,79.95674638662517,-79.95674638662517
2016-01-21,FII_estimate,0.0,84.5257508783753,-84.5257508783753
2016-01-22,FII_estimate,0.0,10.6502974607233,-10.6502974607233
2016-01-25,FII_estimate,27.19806979240438,0.0,27.19806979240438
2016-01-27,FII_estimate,0.5303237111195209,0.0,0.5303237111195209
2016-01-28,FII_estimate,25.388332490243442,0.0,25.388332490243442
2016-01-29,FII_estimate,75.89295979055723,0.0,75.89295979055723
2016-02-01,FII_estimate,35.05184149960242,0.0,35.05184149960242
2016-02-02,FII_estimate,0.6708438923447545,0.0,0.6708438923447545
2016-02-03,FII_estimate,0.0,23.050100694792825,-23.050100694792825
2016-02-04,FII_estimate,0.0,0.909060558534766,-0.909060558534766
2016-02-05,FII_estimate,0.0,11.50368842391622,-11.50368842391622
2016-02-08,FII_estimate,0.0,43.49120594656683,-43.49120594656683
2016-02-09,FII_estimate,0.0,44.889346860910806,-44.889346860910806
2016-02-10,FII_estimate,0.0,38.642627140801764,-38.642627140801764
2016-02-11,FII_estimate,0.0,116.80123569082143,-116.80123569082143
2016-02-12,FII_estimate,0.0,152.3716263969232,-152.3716263969232
2016-02-15,FII_estimate,0.0,64.20633404928796,-64.20633404928796
2016-02-16,FII_estimate,0.0,68.46389226215805,-68.46389226215805
2016-02-17,FII_estimate,0.0,36.362732126101704,-36.362732126101704
2016-02-18,FII_estimate,55.08977786956841,0.0,55.08977786956841
2016-02-19,FII_estimate,64.54030514755452,0.0,64.54030514755452
2016-02-22,FII_estimate,14.106703756390152,0.0,14.106703756390152
2016-02-23,FII_estimate,11.432822109904185,0.0,11.432822109904185
2016-02-24,FII_estimate,0.0,26.213946571685817,-26.213946571685817
2016-02-25,FII_estimate,0.0,62.23770099408928,-62.23770099408928
2016-02-26,FII_estimate,0.0,53.63524028357422,-53.63524028357422
2016-02-29,FII_estimate,0.0,71.81944171238848,-71.81944171238848
2016-03-01,FII_estimate,38.05046793021219,0.0,38.05046793021219
2016-03-02,FII_estimate,111.53214152220508,0.0,111.53214152220508
2016-03-03,FII_estimate,156.18733861954848,0.0,156.18733861954848
2016-03-04,FII_estimate,151.6173730053976,0.0,151.6173730053976
2016-03-08,FII_estimate,164.22325160302546,0.0,164.22325160302546
2016-03-09,FII_estimate,97.2206089131347,0.0,97.2206089131347
2016-03-10,FII_estimate,40.74447140452745,0.0,40.74447140452745
2016-03-11,FII_estimate,10.46946826446852,0.0,10.46946826446852
2016-03-14,FII_estimate,17.711476606122414,0.0,17.711476606122414
2016-03-15,FII_estimate,0.0,8.353230471392546,-8.353230471392546
2016-03-16,FII_estimate,0.0,8.665878921310842,-8.665878921310842
2016-03-17,FII_estimate,11.842533186625129,0.0,11.842533186625129
2016-03-18,FII_estimate,35.56098003465273,0.0,35.56098003465273
2016-03-21,FII_estimate,51.892097714731506,0.0,51.892097714731506
2016-03-22,FII_estimate,77.12082873485707,0.0,77.12082873485707
2016-03-23,FII_estimate,66.39448843364497,0.0,66.39448843364497
2016-03-28,FII_estimate,26.437336286937033,0.0,26.437336286937033
2016-03-29,FII_estimate,0.0,6.017628873996126,-6.017628873996126
2016-03-30,FII_estimate,8.60387053503922,0.0,8.60387053503922
2016-03-31,FII_estimate,8.83591537750053,0.0,8.83591537750053
2016-04-01,FII_estimate,7.345487292496983,0.0,7.345487292496983
2016-04-04,FII_estimate,45.971221213351875,0.0,45.971221213351875
2016-04-05,FII_estimate,14.00644010270749,0.0,14.00644010270749
2016-04-06,FII_estimate,0.0,32.56496024477304,-32.56496024477304
2016-04-07,FII_estimate,0.0,52.20482742144081,-52.20482742144081
2016-04-08,FII_estimate,0.0,48.83956234425977,-48.83956234425977
2016-04-11,FII_estimate,0.0,24.762865100376825,-24.762865100376825
2016-04-12,FII_estimate,25.5623296506732,0.0,25.5623296506732
2016-04-13,FII_estimate,64.0283373943348,0.0,64.0283373943348
2016-04-18,FII_estimate,94.11253464149874,0.0,94.11253464149874
2016-04-20,FII_estimate,101.9699173366854,0.0,101.9699173366854
2016-04-21,FII_estimate,67.28010416452561,0.0,67.28010416452561
2016-04-22,FII_estimate,45.798230518077,0.0,45.798230518077
2016-04-25,FII_estimate,0.0,3.858616798861317,-3.858616798861317
2016-04-26,FII_estimate,11.485967027497741,0.0,11.485967027497741
2016-04-27,FII_estimate,13.057666794927622,0.0,13.057666794927622
2016-04-28,FII_estimate,0.0,18.243011357876174,-18.243011357876174
2016-04-29,FII_estimate,0.0,10.968803731167233,-10.968803731167233
2016-05-02,FII_estimate,0.0,8.52925525746359,-8.52925525746359
2016-05-03,FII_estimate,0.0,49.52900865390883,-49.52900865390883
2016-05-04,FII_estimate,0.0,71.35219571023374,-71.35219571023374
2016-05-05,FII_estimate,0.0,32.54830533278194,-32.54830533278194
2016-05-06,FII_estimate,0.0,32.20701802271384,-32.20701802271384
2016-05-09,FII_estimate,13.0893936359642,0.0,13.0893936359642
2016-05-10,FII_estimate,31.09595490281894,0.0,31.09595490281894
2016-05-11,FII_estimate,35.81693060556937,0.0,35.81693060556937
2016-05-12,FII_estimate,42.98485712185287,0.0,42.98485712185287
2016-05-13,FII_estimate,19.197419435656027,0.0,19.197419435656027
2016-05-16,FII_estimate,0.0,5.7133022634551,-5.7133022634551
2016-05-17,FII_estimate,0.0,1.3297604157161742,-1.3297604157161742
2016-05-18,FII_estimate,2.6052451677795134,0.0,2.6052451677795134
2016-05-19,FII_estimate,0.0,38.06759992205276,-38.06759992205276
2016-05-20,FII_estimate,0.0,27.399815734302035,-27.399815734302035
2016-05-23,FII_estimate,0.0,40.91453363384265,-40.91453363384265
2016-05-24,FII_estimate,0.0,44.68704017981126,-44.68704017981126
2016-05-25,FII_estimate,5.43976674214033,0.0,5.43976674214033
2016-05-26,FII_estimate,70.94516361187911,0.0,70.94516361187911
2016-05-27,FII_estimate,111.08705703722258,0.0,111.08705703722258
2016-05-30,FII_estimate,119.4120882267609,0.0,119.4120882267609
2016-05-31,FII_estimate,109.05214132540246,0.0,109.05214132540246
2016-06-01,FII_estimate,67.44731108788196,0.0,67.44731108788196
2016-06-02,FII_estimate,34.989228806113125,0.0,34.989228806113125
2016-06-03,FII_estimate,10.664180327532714,0.0,10.664180327532714
2016-06-06,FII_estimate,6.00539631601429,0.0,6.00539631601429
2016-06-07,FII_estimate,30.931549500287225,0.0,30.931549500287225
2016-06-08,FII_estimate,29.691776899115315,0.0,29.691776899115315
2016-06-09,FII_estimate,10.056706464866474,0.0,10.056706464866474
2016-06-10,FII_estimate,0.0,4.033159305980114,-4.033159305980114
2016-06-13,FII_estimate,0.0,21.296212464543917,-21.296212464543917
2016-06-14,FII_estimate,0.0,43.64998091242009,-43.64998091242009
2016-06-15,FII_estimate,0.0,23.850529569951014,-23.850529569951014
2016-06-16,FII_estimate,0.0,23.55517482903633,-23.55517482903633
2016-06-17,FII_estimate,0.0,8.15629679160954,-8.15629679160954
2016-06-20,FII_estimate,29.753231183377387,0.0,29.753231183377387
2016-06-21,FII_estimate,27.837220656590137,0.0,27.837220656590137
2016-06-22,FII_estimate,0.0,5.160339728732619,-5.160339728732619
2016-06-23,FII_estimate,26.53918996589535,0.0,26.53918996589535
2016-06-24,FII_estimate,0.0,18.513417998295957,-18.513417998295957
2016-06-27,FII_estimate,0.0,46.748450186854555,-46.748450186854555
2016-06-28,FII_estimate,0.0,33.7366376693394,-33.7366376693394
2016-06-29,FII_estimate,0.0,0.7860123165918935,-0.7860123165918935
2016-06-30,FII_estimate,4.904515525898572,0.0,4.904515525898572
2016-07-01,FII_estimate,54.74730731336744,0.0,54.74730731336744
2016-07-04,FII_estimate,77.57860481895808,0.0,77.57860481895808
2016-07-05,FII_estimate,60.914850797529354,0.0,60.914850797529354
2016-07-07,FII_estimate,37.02547402241543,0.0,37.02547402241543
2016-07-08,FII_estimate,7.389629296386225,0.0,7.389629296386225
2016-07-11,FII_estimate,39.03088817557301,0.0,39.03088817557301
2016-07-12,FII_estimate,36.494414274598235,0.0,36.494414274598235
2016-07-13,FII_estimate,49.347624856569986,0.0,49.347624856569986
2016-07-14,FII_estimate,59.96655147333088,0.0,59.96655147333088
2016-07-15,FII_estimate,61.913505822960325,0.0,61.913505822960325
2016-07-18,FII_estimate,9.6649494651855,0.0,9.6649494651855
2016-07-19,FII_estimate,1.8817358927825318,0.0,1.8817358927825318
2016-07-20,FII_estimate,5.899067098405286,0.0,5.899067098405286
2016-07-21,FII_estimate,0.0,15.140468675113405,-15.140468675113405
2016-07-22,FII_estimate,0.0,4.678966053031066,-4.678966053031066
2016-07-25,FII_estimate,29.627086775192673,0.0,29.627086775192673
2016-07-26,FII_estimate,10.771586032233959,0.0,10.771586032233959
2016-07-27,FII_estimate,10.672708697094155,0.0,10.672708697094155
2016-07-28,FII_estimate,38.07170378162563,0.0,38.07170378162563
2016-07-29,FII_estimate,25.033103271968752,0.0,25.033103271968752
2016-08-01,FII_estimate,7.703817775301294,0.0,7.703817775301294
2016-08-02,FII_estimate,17.276689684035084,0.0,17.276689684035084
2016-08-03,FII_estimate,0.0,7.353134185547928,-7.353134185547928
2016-08-04,FII_estimate,0.0,22.15721360790311,-22.15721360790311
2016-08-05,FII_estimate,13.095144469967531,0.0,13.095144469967531
2016-08-08,FII_estimate,14.773979279650092,0.0,14.773979279650092
2016-08-09,FII_estimate,12.494477591388796,0.0,12.494477591388796
2016-08-10,FII_estimate,5.912765992223146,0.0,5.912765992223146
2016-08-11,FII_estimate,10.013998362537603,0.0,10.013998362537603
2016-08-16,FII_estimate,0.0,9.527516713013972,-9.527516713013972
2016-08-17,FII_estimate,0.0,20.285937264816624,-20.285937264816624
2016-08-18,FII_estimate,0.0,2.6052416668235,-2.6052416668235
2016-08-19,FII_estimate,20.76985452561477,0.0,20.76985452561477
2016-08-22,FII_estimate,3.152310472612794,0.0,3.152310472612794
2016-08-23,FII_estimate,0.0,7.070826829630207,-7.070826829630207
2016-08-24,FII_estimate,2.057764951079254,0.0,2.057764951079254
2016-08-25,FII_estimate,0.0,22.517154799479666,-22.517154799479666
2016-08-26,FII_estimate,0.0,24.605898011388774,-24.605898011388774
2016-08-29,FII_estimate,0.0,4.991883075214678,-4.991883075214678
2016-08-30,FII_estimate,27.491499517908654,0.0,27.491499517908654
2016-08-31,FII_estimate,31.562746350558577,0.0,31.562746350558577
2016-09-01,FII_estimate,45.076534418918364,0.0,45.076534418918364
2016-09-02,FII_estimate,58.04201416939693,0.0,58.04201416939693
2016-09-06,FII_estimate,87.0003450420598,0.0,87.0003450420598
2016-09-07,FII_estimate,52.08922281016883,0.0,52.08922281016883
2016-09-08,FII_estimate,47.545028984842716,0.0,47.545028984842716
2016-09-09,FII_estimate,29.068461772249556,0.0,29.068461772249556
2016-09-12,FII_estimate,0.0,20.640850042622265,-20.640850042622265
2016-09-14,FII_estimate,0.0,56.62534219840752,-56.62534219840752
2016-09-15,FII_estimate,0.0,46.91310457631691,-46.91310457631691
2016-09-16,FII_estimate,0.0,44.24350655315654,-44.24350655315654
2016-09-19,FII_estimate,0.0,22.11314768868143,-22.11314768868143
2016-09-20,FII_estimate,11.168009861777591,0.0,11.168009861777591
2016-09-21,FII_estimate,11.882593100718172,0.0,11.882593100718172
2016-09-22,FII_estimate,28.459292144197196,0.0,28.459292144197196
2016-09-23,FII_estimate,15.286468653693893,0.0,15.286468653693893
2016-09-26,FII_estimate,0.0,13.681472709727064,-13.681472709727064
2016-09-27,FII_estimate,0.0,10.41171602529021,-10.41171602529021
2016-09-28,FII_estimate,0.9808323351865539,0.0,0.9808323351865539
2016-09-29,FII_estimate,0.0,56.35124631114594,-56.35124631114594
2016-09-30,FII_estimate,0.0,52.9864895162637,-52.9864895162637
2016-10-03,FII_estimate,6.216588280221776,0.0,6.216588280221776
2016-10-04,FII_estimate,18.288940424107686,0.0,18.288940424107686
2016-10-05,FII_estimate,0.0,1.818550911796929,-1.818550911796929
2016-10-06,FII_estimate,24.099128461547622,0.0,24.099128461547622
2016-10-07,FII_estimate,22.149815877715714,0.0,22.149815877715714
2016-10-10,FII_estimate,0.0,7.3593909617033315,-7.3593909617033315
2016-10-13,FII_estimate,0.0,51.47770331653054,-51.47770331653054
2016-10-14,FII_estimate,0.0,39.896888626223955,-39.896888626223955
2016-10-17,FII_estimate,0.0,45.751925784500905,-45.751925784500905
2016-10-18,FII_estimate,0.0,5.350090604959251,-5.350090604959251
2016-10-19,FII_estimate,0.0,13.013849888673795,-13.013849888673795
2016-10-20,FII_estimate,32.33068094902028,0.0,32.33068094902028
2016-10-21,FII_estimate,24.94069132514878,0.0,24.94069132514878
2016-10-24,FII_estimate,41.0542204713358,0.0,41.0542204713358
2016-10-25,FII_estimate,2.358358182048677,0.0,2.358358182048677
2016-10-26,FII_estimate,0.0,10.703182112581349,-10.703182112581349
2016-10-27,FII_estimate,0.0,22.772166266954866,-22.772166266954866
2016-10-28,FII_estimate,0.0,13.539187908047069,-13.539187908047069
2016-11-01,FII_estimate,0.0,15.322180251299036,-15.322180251299036
2016-11-02,FII_estimate,0.0,38.64280913173177,-38.64280913173177
2016-11-03,FII_estimate,0.0,30.23978967381156,-30.23978967381156
2016-11-04,FII_estimate,0.0,39.677361455446736,-39.677361455446736
2016-11-07,FII_estimate,0.0,30.875917830283186,-30.875917830283186
2016-11-08,FII_estimate,0.0,20.007197872275874,-20.007197872275874
2016-11-09,FII_estimate,0.0,12.325447281575018,-12.325447281575018
2016-11-10,FII_estimate,14.022477036940387,0.0,14.022477036940387
2016-11-11,FII_estimate,0.0,39.75726896592833,-39.75726896592833
2016-11-15,FII_estimate,0.0,106.8882730180455,-106.8882730180455
2016-11-16,FII_estimate,0.0,117.40377653031919,-117.40377653031919
2016-11-17,FII_estimate,0.0,110.11547871619841,-110.11547871619841
2016-11-18,FII_estimate,0.0,129.50418968694066,-129.50418968694066
2016-11-21,FII_estimate,0.0,103.8375154106348,-103.8375154106348
2016-11-22,FII_estimate,0.0,32.409906352882196,-32.409906352882196
2016-11-23,FII_estimate,0.0,28.336849500331983,-28.336849500331983
2016-11-24,FII_estimate,0.0,40.00568487737775,-40.00568487737775
2016-11-25,FII_estimate,0.0,0.5247109071702027,-0.5247109071702027
2016-11-28,FII_estimate,44.81737222439598,0.0,44.81737222439598
2016-11-29,FII_estimate,30.088251584787677,0.0,30.088251584787677
2016-11-30,FII_estimate,44.294767886517434,0.0,44.294767886517434
2016-12-01,FII_estimate,59.821090081210286,0.0,59.821090081210286
2016-12-02,FII_estimate,1.2053886390227604,0.0,1.2053886390227604
2016-12-05,FII_estimate,8.032390279671185,0.0,8.032390279671185
2016-12-06,FII_estimate,8.493686015877865,0.0,8.493686015877865
2016-12-07,FII_estimate,0.0,16.79169830883319,-16.79169830883319
2016-12-08,FII_estimate,30.634532516001354,0.0,30.634532516001354
2016-12-09,FII_estimate,55.11060959848159,0.0,55.11060959848159
2016-12-12,FII_estimate,18.90469114715044,0.0,18.90469114715044
2016-12-13,FII_estimate,28.48995641168873,0.0,28.48995641168873
2016-12-14,FII_estimate,25.208369288325933,0.0,25.208369288325933
2016-12-15,FII_estimate,0.0,28.309945757424167,-28.309945757424167
2016-12-16,FII_estimate,0.0,36.141259051967396,-36.141259051967396
2016-12-19,FII_estimate,0.0,21.792744946734206,-21.792744946734206
2016-12-20,FII_estimate,0.0,40.3998676635474,-40.3998676635474
2016-12-21,FII_estimate,0.0,37.353629541802086,-37.353629541802086
2016-12-22,FII_estimate,0.0,43.20941171259728,-43.20941171259728
2016-12-23,FII_estimate,0.0,37.88735219663507,-37.88735219663507
2016-12-26,FII_estimate,0.0,48.713612206344166,-48.713612206344166
2016-12-27,FII_estimate,0.0,10.841735521731938,-10.841735521731938
2016-12-28,FII_estimate,0.0,7.17729760975004,-7.17729760975004
2016-12-29,FII_estimate,25.78928181369546,0.0,25.78928181369546
2016-12-30,FII_estimate,48.58193415022584,0.0,48.58193415022584
2017-01-02,FII_estimate,66.17250991027514,0.0,66.17250991027514
2017-01-03,FII_estimate,34.12860630004646,0.0,34.12860630004646
2017-01-04,FII_estimate,34.10093002751381,0.0,34.10093002751381
2017-01-05,FII_estimate,46.4446368107715,0.0,46.4446368107715
2017-01-06,FII_estimate,17.163974475375998,0.0,17.163974475375998
2017-01-09,FII_estimate,10.949453251901229,0.0,10.949453251901229
2017-01-10,FII_estimate,24.045199252218495,0.0,24.045199252218495
2017-01-11,FII_estimate,45.43299634288401,0.0,45.43299634288401
2017-01-12,FII_estimate,28.404726145577218,0.0,28.404726145577218
2017-01-13,FII_estimate,31.934528334829697,0.0,31.934528334829697
2017-01-16,FII_estimate,42.41085394158429,0.0,42.41085394158429
2017-01-17,FII_estimate,26.38961770684113,0.0,26.38961770684113
2017-01-18,FII_estimate,14.813580954472172,0.0,14.813580954472172
2017-01-19,FII_estimate,5.7766433076428365,0.0,5.7766433076428365
2017-01-20,FII_estimate,0.0,11.500263272078081,-11.500263272078081
2017-01-23,FII_estimate,0.0,3.7600494090644787,-3.7600494090644787
2017-01-24,FII_estimate,19.30179722722326,0.0,19.30179722722326
2017-01-25,FII_estimate,40.20576432919944,0.0,40.20576432919944
2017-01-27,FII_estimate,49.47919002531155,0.0,49.47919002531155
2017-01-30,FII_estimate,66.83671468840691,0.0,66.83671468840691
2017-01-31,FII_estimate,44.23750987958398,0.0,44.23750987958398
2017-02-01,FII_estimate,64.70914105176507,0.0,64.70914105176507
2017-02-02,FII_estimate,42.0841228201876,0.0,42.0841228201876
2017-02-03,FII_estimate,36.36634020826525,0.0,36.36634020826525
2017-02-06,FII_estimate,53.122651580087236,0.0,53.122651580087236
2017-02-07,FII_estimate,57.4247351942614,0.0,57.4247351942614
2017-02-08,FII_estimate,14.492537228836824,0.0,14.492537228836824
2017-02-09,FII_estimate,16.542721551508723,0.0,16.542721551508723
2017-02-10,FII_estimate,19.804501802266465,0.0,19.804501802266465
2017-02-13,FII_estimate,5.584549284948127,0.0,5.584549284948127
2017-02-14,FII_estimate,9.623862637872529,0.0,9.623862637872529
2017-02-15,FII_estimate,0.0,1.6786462614459707,-1.6786462614459707
2017-02-16,FII_estimate,1.478562819119412,0.0,1.478562819119412
2017-02-17,FII_estimate,0.2372042816113485,0.0,0.2372042816113485
2017-02-20,FII_estimate,13.614837872713792,0.0,13.614837872713792
2017-02-21,FII_estimate,25.530857613931158,0.0,25.530857613931158
2017-02-22,FII_estimate,43.098907380705775,0.0,43.098907380705775
2017-02-23,FII_estimate,35.80406952795213,0.0,35.80406952795213
2017-02-27,FII_estimate,24.92199515722794,0.0,24.92199515722794
2017-02-28,FII_estimate,5.685389990860669,0.0,5.685389990860669
2017-03-01,FII_estimate,12.470272370268333,0.0,12.470272370268333
2017-03-02,FII_estimate,0.0,4.3929141816227855,-4.3929141816227855
2017-03-03,FII_estimate,0.0,8.275894889191104,-8.275894889191104
2017-03-06,FII_estimate,13.017326471968413,0.0,13.017326471968413
2017-03-07,FII_estimate,15.664121178673781,0.0,15.664121178673781
2017-03-08,FII_estimate,0.0,3.392685832141686,-3.392685832141686
2017-03-09,FII_estimate,7.566295092687923,0.0,7.566295092687923
2017-03-10,FII_estimate,10.824903804617545,0.0,10.824903804617545
2017-03-14,FII_estimate,36.713558156539996,0.0,36.713558156539996
2017-03-15,FII_estimate,44.26954906810888,0.0,44.26954906810888
2017-03-16,FII_estimate,66.11293070565662,0.0,66.11293070565662
2017-03-17,FII_estimate,72.4203513245092,0.0,72.4203513245092
2017-03-20,FII_estimate,61.24191590178752,0.0,61.24191590178752
2017-03-21,FII_estimate,20.31779072305163,0.0,20.31779072305163
2017-03-22,FII_estimate,0.0,7.575557959207825,-7.575557959207825
2017-03-23,FII_estimate,0.0,10.74016817582967,-10.74016817582967
2017-03-24,FII_estimate,0.0,11.85732910616887,-11.85732910616887
2017-03-27,FII_estimate,0.0,16.642187858335365,-16.642187858335365
2017-03-28,FII_estimate,0.1184479270727337,0.0,0.1184479270727337
2017-03-29,FII_estimate,30.977007925102065,0.0,30.977007925102065
2017-03-30,FII_estimate,28.242177869613933,0.0,28.242177869613933
2017-03-31,FII_estimate,24.52601528192168,0.0,24.52601528192168
2017-04-03,FII_estimate,51.40335601709701,0.0,51.40335601709701
2017-04-05,FII_estimate,35.787887963856576,0.0,35.787887963856576
2017-04-06,FII_estimate,26.80047285304222,0.0,26.80047285304222
2017-04-07,FII_estimate,8.50923571542329,0.0,8.50923571542329
2017-04-10,FII_estimate,9.955091304066809,0.0,9.955091304066809
2017-04-11,FII_estimate,3.282472585990027,0.0,3.282472585990027
2017-04-12,FII_estimate,0.0,6.834907386123677,-6.834907386123677
2017-04-13,FII_estimate,0.0,15.727904378194035,-15.727904378194035
2017-04-17,FII_estimate,0.0,10.85153969600182,-10.85153969600182
2017-04-18,FII_estimate,0.0,18.91178319897323,-18.91178319897323
2017-04-19,FII_estimate,0.0,28.983369117035018,-28.983369117035018
2017-04-20,FII_estimate,0.0,14.827177360555822,-14.827177360555822
2017-04-21,FII_estimate,0.0,9.324337745296718,-9.324337745296718
2017-04-24,FII_estimate,14.393827525707513,0.0,14.393827525707513
2017-04-25,FII_estimate,44.26427531990386,0.0,44.26427531990386
2017-04-26,FII_estimate,57.482809509318166,0.0,57.482809509318166
2017-04-27,FII_estimate,54.4965111624245,0.0,54.4965111624245
2017-04-28,FII_estimate,49.64218563567592,0.0,49.64218563567592
2017-05-02,FII_estimate,27.942163812230483,0.0,27.942163812230483
2017-05-03,FII_estimate,6.157268511949432,0.0,6.157268511949432
2017-05-04,FII_estimate,3.925293741708258,0.0,3.925293741708258
2017-05-05,FII_estimate,0.0,14.446146685269435,-14.446146685269435
2017-05-08,FII_estimate,0.0,1.622583044108105,-1.622583044108105
2017-05-09,FII_estimate,0.0,2.85803218849322,-2.85803218849322
2017-05-10,FII_estimate,11.698808174806075,0.0,11.698808174806075
2017-05-11,FII_estimate,8.187939748231745,0.0,8.187939748231745
2017-05-12,FII_estimate,21.885334753024246,0.0,21.885334753024246
2017-05-15,FII_estimate,30.332596393727112,0.0,30.332596393727112
2017-05-16,FII_estimate,47.48275711781448,0.0,47.48275711781448
2017-05-17,FII_estimate,36.60721336191143,0.0,36.60721336191143
2017-05-18,FII_estimate,6.621358582994736,0.0,6.621358582994736
2017-05-19,FII_estimate,0.0,2.0685424786890296,-2.0685424786890296
2017-05-22,FII_estimate,0.0,5.847861185002015,-5.847861185002015
2017-05-23,FII_estimate,0.0,33.827387843493696,-33.827387843493696
2017-05-24,FII_estimate,0.0,50.2494247573173,-50.2494247573173
2017-05-25,FII_estimate,8.940281440700147,0.0,8.940281440700147
2017-05-26,FII_estimate,40.515493866499895,0.0,40.515493866499895
2017-05-29,FII_estimate,34.347314923788076,0.0,34.347314923788076
2017-05-30,FII_estimate,50.35240600745551,0.0,50.35240600745551
2017-05-31,FII_estimate,59.385469069528696,0.0,59.385469069528696
2017-06-01,FII_estimate,26.342155449200835,0.0,26.342155449200835
2017-06-02,FII_estimate,14.837039609873269,0.0,14.837039609873269
2017-06-05,FII_estimate,16.26224071602845,0.0,16.26224071602845
2017-06-06,FII_estimate,5.201756007618084,0.0,5.201756007618084
2017-06-07,FII_estimate,11.955182771044026,0.0,11.955182771044026
2017-06-08,FII_estimate,7.780309469293988,0.0,7.780309469293988
2017-06-09,FII_estimate,5.0810972600947695,0.0,5.0810972600947695
2017-06-12,FII_estimate,0.0,11.683484989713154,-11.683484989713154
2017-06-13,FII_estimate,0.0,8.192309350536817,-8.192309350536817
2017-06-14,FII_estimate,0.0,8.481650289830377,-8.481650289830377
2017-06-15,FII_estimate,0.0,10.429891425410608,-10.429891425410608
2017-06-16,FII_estimate,0.0,21.54605657254237,-21.54605657254237
2017-06-19,FII_estimate,8.304511108280577,0.0,8.304511108280577
2017-06-20,FII_estimate,9.434201083552987,0.0,9.434201083552987
2017-06-21,FII_estimate,0.5728461390426389,0.0,0.5728461390426389
2017-06-22,FII_estimate,5.013428489927486,0.0,5.013428489927486
2017-06-23,FII_estimate,0.0,3.12967323149159,-3.12967323149159
2017-06-27,FII_estimate,0.0,30.829531731636592,-30.829531731636592
2017-06-28,FII_estimate,0.0,34.39648328098453,-34.39648328098453
2017-06-29,FII_estimate,0.0,26.700681688681442,-26.700681688681442
2017-06-30,FII_estimate,0.0,26.48076691972333,-26.48076691972333
2017-07-03,FII_estimate,8.236850657649686,0.0,8.236850657649686
2017-07-04,FII_estimate,14.87873280352471,0.0,14.87873280352471
2017-07-05,FII_estimate,26.916033794677567,0.0,26.916033794677567
2017-07-06,FII_estimate,31.32896573924372,0.0,31.32896573924372
2017-07-07,FII_estimate,31.424829741047,0.0,31.424829741047
2017-07-10,FII_estimate,32.253423073890126,0.0,32.253423073890126
2017-07-12,FII_estimate,46.81214648750288,0.0,46.81214648750288
2017-07-13,FII_estimate,58.510866908711776,0.0,58.510866908711776
2017-07-14,FII_estimate,49.16389161133461,0.0,49.16389161133461
2017-07-17,FII_estimate,58.215699184654866,0.0,58.215699184654866
2017-07-18,FII_estimate,15.981786795371335,0.0,15.981786795371335
2017-07-19,FII_estimate,20.541239072329756,0.0,20.541239072329756
2017-07-20,FII_estimate,0.0,1.9957057867565466,-1.9957057867565466
2017-07-21,FII_estimate,7.568328863026845,0.0,7.568328863026845
2017-07-24,FII_estimate,7.321758136305436,0.0,7.321758136305436
2017-07-25,FII_estimate,27.325759531763538,0.0,27.325759531763538
2017-07-26,FII_estimate,22.200152256979035,0.0,22.200152256979035
2017-07-27,FII_estimate,28.41199195421541,0.0,28.41199195421541
2017-07-28,FII_estimate,22.14894267587121,0.0,22.14894267587121
2017-07-31,FII_estimate,27.40722440791767,0.0,27.40722440791767
2017-08-01,FII_estimate,32.71271148158851,0.0,32.71271148158851
2017-08-02,FII_estimate,18.25306086085178,0.0,18.25306086085178
2017-08-03,FII_estimate,9.707540238860238,0.0,9.707540238860238
2017-08-04,FII_estimate,18.082367054201864,0.0,18.082367054201864
2017-08-07,FII_estimate,3.3350545758633756,0.0,3.3350545758633756
2017-08-08,FII_estimate,0.0,21.360162195214954,-21.360162195214954
2017-08-09,FII_estimate,0.0,29.025595628791127,-29.025595628791127
2017-08-10,FII_estimate,0.0,42.67114911575663,-42.67114911575663
2017-08-11,FII_estimate,0.0,78.53851828499901,-78.53851828499901
2017-08-14,FII_estimate,0.0,59.18651642763882,-59.18651642763882
2017-08-16,FII_estimate,0.0,22.691371907920686,-22.691371907920686
2017-08-17,FII_estimate,0.0,7.574512669618268,-7.574512669618268
2017-08-18,FII_estimate,0.0,0.8725384626653152,-0.8725384626653152
2017-08-21,FII_estimate,10.221274424566786,0.0,10.221274424566786
2017-08-22,FII_estimate,0.0,6.820486398898747,-6.820486398898747
2017-08-23,FII_estimate,0.0,5.677639473338092,-5.677639473338092
2017-08-24,FII_estimate,0.0,6.913750370749028,-6.913750370749028
2017-08-28,FII_estimate,18.46825814028087,0.0,18.46825814028087
2017-08-29,FII_estimate,13.259119903708774,0.0,13.259119903708774
2017-08-30,FII_estimate,27.178059207634618,0.0,27.178059207634618
2017-08-31,FII_estimate,14.755914701731891,0.0,14.755914701731891
2017-09-01,FII_estimate,25.411279196273522,0.0,25.411279196273522
2017-09-04,FII_estimate,0.0,0.011610430687520079,-0.011610430687520079
